all_infected,daily new cases,hospitalized,recovered,"deceased, cumul.",daily deceased,susceptible,latent,R0,Rc_t
2713.81497544505,311.214977555055,88.3032430317415,7498.652622691,48.0246802505969,1.66060336618751,150740.694788645,751.578610292746,1.30088081399562,1.21798557601812
2772.73308791864,315.680404634482,91.2244491316043,7753.75431148571,49.6852836167844,1.7147703637783,150425.04974011,763.591175195502,1.29238302320896,1.20749553136324
2828.77301374244,319.355004411082,94.157193573797,8015.35461970921,51.4000539805627,1.76904349286427,150105.666526142,774.62746207619,1.28363644022132,1.19677703997928
2881.6690301432,322.531631860938,97.0899208396833,8283.22119167653,53.169097473427,1.82321091550597,149783.031562547,784.594485087411,1.27468368396765,1.18587569234776
2931.19105503802,325.222771545485,100.011254544384,8557.09872741169,54.9923083889329,1.87706271844247,149457.618960706,793.440451784873,1.26556963325785,1.17483865848256
2977.07974721898,327.375638933772,102.909861167399,8836.70861144606,56.8693711073754,1.93038918802522,149129.955761395,801.087581059845,1.25631363055766,1.16368941706522
3019.13787728468,329.028329378725,105.774399439725,9121.74842157105,58.7997602954006,1.98298038002957,148800.582410289,807.516596750793,1.24695278284154,1.15246770388168
3056.96887204495,329.957310566782,108.593512211383,9411.89175699754,60.7827406754302,2.0346258416519,148470.346682493,812.529090329878,1.23743065723331,1.14112893586941
3090.90182156757,330.863353445842,111.355811251234,9706.78753507911,62.8173665170821,2.08511579750123,148139.282068087,816.577236029086,1.22798427086077,1.12989259798894
3121.24060766647,331.700934345092,114.05005420644,10006.0645675278,64.9024823145833,2.13424557956041,147807.445796698,819.92534857376,1.2187982051238,1.11892825863943
3147.69817421276,331.869465527598,116.665369413061,10309.3422209295,67.0367278941438,2.18181681330999,147475.496036377,822.252443975894,1.20978815636836,1.10816216434383
3170.35464872811,331.731765435894,119.191143819236,10616.2356950368,69.2185447074537,2.22763407291514,147143.728415347,823.653251215137,1.20100250036865,1.09763966298383
3189.23411761123,331.2278517583,121.616848538477,10926.356443839,71.4461787803689,2.2715029276286,146812.498608308,824.148747370342,1.19245791961351,1.08737718424673
3204.38944171423,330.383345681548,123.931988281692,11239.31296249,73.7176817079975,2.31322940226694,146482.136722369,823.782563817398,1.18417360732506,1.07739304503857
3215.88404384993,329.206498239741,126.126087795501,11554.7116291917,76.0309111102644,2.35262049450316,146152.964603644,822.599182158589,1.1761655832911,1.06770240287434
3223.79817690765,327.712911003104,128.188784196714,11872.1577866426,78.3835316047676,2.38949927756411,145825.288659042,820.649072510734,1.16844944698982,1.0583197384521
3228.25070436734,325.942878280799,130.111895375319,12191.2586381862,80.7730308823317,2.42375422575013,145499.377121939,817.986832622806,1.16104054199249,1.0492588551132
3229.42261328276,323.968251226139,131.891792599139,12511.6312262711,83.1967851080818,2.45535554428002,145175.430977937,814.673821795102,1.15395422202597,1.04053292864242
3227.52826899026,321.840549729892,133.528405955173,12832.9107647492,85.6521406523619,2.48431782632751,144853.603231563,810.770587173213,1.14720150660951,1.03215075692587
3222.81591949263,319.614819705361,135.02314278238,13154.7536161259,88.1364584786894,2.51067269260379,144533.993308685,806.360572193552,1.14079768296982,1.02412450109891
3215.47714107111,317.255654712124,136.377913151547,13476.837376567,90.6471311712932,2.53445678946207,144216.736554342,801.475423456963,1.13473732391707,1.01644791119085
3205.90652979681,314.986497800892,137.594732504721,13798.8600288527,93.1815879607552,2.55570744976963,143901.744985894,796.330418679742,1.12907815892776,1.00916967264078
3193.77973298657,312.108781613424,138.675605532885,14120.5398998266,95.7372954105249,2.5744602688126,143589.629157309,790.495249595054,1.12365456580726,1.00214374164709
3178.80704311184,308.672718867194,139.622328970834,14441.6108482997,98.3117556793375,2.59074472479661,143280.94921188,783.732352074797,1.11832491248806,0.995246304276909
3161.30145613545,305.286161797074,140.436284838602,14761.8118523483,100.902500404134,2.60458342842421,142975.657035951,776.394370213102,1.11314610746284,0.988526683798205
3141.22221808609,301.595851462855,141.118578586032,15080.8823584321,103.507083832558,2.61599593122082,142674.057478235,768.423140312475,1.10807313697681,0.981945903323715
3118.59917409263,297.673352852107,141.670236646366,15398.5627593465,106.123079763779,2.62500105453235,142376.383763443,759.839152709081,1.10308407801481,0.975485229905468
3093.44869164613,293.506449084663,142.092274370648,15714.5946898231,108.748080818311,2.63161769871579,142082.881302083,750.645158932307,1.09815466366856,0.969124091486638
3065.792272251,289.101894794836,142.385721543021,16028.7213863144,111.379698517027,2.63586508866281,141793.788784461,740.847932823332,1.09326332872357,0.962844406949235
3035.65170465146,284.461860093812,142.55162668928,16340.6879489191,114.01556360569,2.6377627787783,141509.342729513,730.453267825263,1.08838953597194,0.956629117199183
3003.05111496312,279.59075605539,142.591054653031,16650.241531884,116.653326384468,2.63733059012884,141229.775001421,719.468332179454,1.08351415900239,0.950462489979885
2968.01371090416,274.489877126798,142.505082780399,16957.1314824796,119.290656974597,2.63458854014115,140955.307432422,707.898743703218,1.07861835325701,0.944329078171391
2930.56340055568,269.162231073267,142.29479716276,17261.1094353612,121.925245514738,2.62955677690036,140686.157005731,695.750610261464,1.07368387960691,0.93821403019193
2890.72432407183,263.6104111971,141.961289436669,17561.9293662653,124.554802291639,2.62225552952765,140422.548346808,683.030084842877,1.06869283745657,0.932102929413864
2848.5207350067,257.836924537092,141.505654610599,17859.347624338,127.177057821166,2.61270507576245,140164.704217445,669.743318208875,1.06362749121092,0.925981569584605
2803.9769638931,251.844261569393,140.928989685471,18153.1229519452,129.789762896929,2.60092572172522,139912.84487095,655.896469578098,1.05847013460383,0.919835824492915
2757.11738987572,245.634896592179,140.232392809256,18443.0164968331,132.390688618654,2.5869377958731,139667.188137482,641.495704186455,1.05320296302731,0.913651530335958
2707.96643742026,239.211308962051,139.41696371668,18728.7918204547,134.977626414527,2.57076168339569,139427.949309427,626.547193936033,1.04780795372111,0.907414374269824
2656.54860977283,232.576021720779,138.483807380276,19010.2149081395,137.548388097923,2.55241788652336,139195.34121137,611.05711693705,1.04226674985788,0.901109788072881
2602.88848437166,225.731567920688,137.434034834745,19287.0541835748,140.100805984446,2.53192699352363,138969.574120904,595.031658593729,1.03656054595444,0.894722842371553
2547.01066795945,218.6804440622,136.268760316092,19559.0805170557,142.63273297797,2.50930963071318,138750.855812323,578.477008262511,1.0306699736421,0.888238142254073
2488.93978653088,211.425138545615,134.989099247317,19826.0672273992,145.142042608683,2.48458643732872,138539.391592709,561.399369767036,1.0245749941491,0.881639728760989
2428.70044422637,203.968098218855,133.596167389202,20087.7900814852,147.626629046012,2.45777805536184,138335.384302632,543.804928258683,1.01825477763645,0.874910968834345
2366.31734046605,196.311886193915,132.091080520087,20344.0272933841,150.084407101374,2.42890512604657,138139.034229569,525.699954672808,1.01168762625626,0.868034482192824
2301.81380478557,188.45759919193,130.474954312478,20594.5595231305,152.51331222742,2.39798828548805,137950.540574169,507.089554771726,1.00485043862597,0.860991684500888
2235.21455725752,180.409082416056,128.748903960673,20839.1698647891,154.911300512908,2.36504815955561,137770.098671401,487.980345432519,0.997719402665293,0.85376335746316
2166.54394925733,172.168410290113,126.914044141568,21077.6438349198,157.276348672464,2.33010536742677,137597.901801292,468.378470293749,0.990269388427013,0.84632913084227
2095.82629798293,163.737990592832,124.97148931783,21309.7693714196,159.606454039891,2.29318052600271,137434.140815875,448.290032029209,0.982473934943571,0.838667460391068
2023.0859311874,155.120276290792,122.922353896621,21535.33683398,161.899634565893,2.25429425179615,137279.004134163,427.72114254763,0.974305176908013,0.83075555533349
1948.34717706217,146.317710691757,120.767752288317,21754.1390045451,164.153928817689,2.21346716158101,137132.677711863,406.677911675701,0.965733777844971,0.822569310016613
1871.634365921,137.332739179943,118.508798924012,21965.9710877047,166.36739597927,2.17071987253698,136995.345079319,385.166449709985,0.956728900266524,0.814083266083042
