S	E	I1	I2	I3	I4	I5_h	I6_h	R_h	R	D1	D2	H	T	P1	P2	Q	QT	NQ	MUT	HOM	VAC	NI
162042	304	677	476	222	234	80	46	10	14849	127	466	817	275	2	63	8174	748	1291	0	78879	0	191
161831	285	697	470	234	234	81	41	11	15052	129	468	831	261	3	62	8425	757	1285	0	45038	0	209
161608	316	675	443	232	219	78	34	12	15303	137	476	813	275	5	64	9872	743	1254	0	46366	0	218
161389	319	662	448	233	234	79	32	9	15513	139	476	823	267	4	65	10289	734	1273	0	47459	0	217
161152	311	692	439	235	228	79	32	8	15734	142	481	805	347	6	67	9738	740	1276	0	47167	0	231
160940	308	686	423	222	244	86	36	8	15947	145	488	809	245	3	54	9680	752	1253	0	46673	0	204
160758	280	668	434	216	241	86	32	8	16168	151	491	819	336	5	72	8607	729	1228	0	78523	0	180
160596	283	599	438	218	233	84	31	10	16392	154	495	827	281	5	78	9304	745	1141	0	78565	0	159
160420	276	603	431	216	192	84	32	11	16614	157	497	822	284	8	59	9354	738	1096	0	46896	0	174
160261	260	581	429	204	202	78	31	9	16817	160	501	824	295	3	47	8675	727	1058	0	78400	0	154
160102	248	567	412	212	201	76	33	7	17006	163	506	822	254	4	54	8557	720	1029	0	77921	0	154
159960	241	528	394	208	196	81	32	8	17208	167	510	829	192	2	52	7763	679	1001	0	78585	0	134
159856	206	493	376	193	183	79	32	9	17422	168	516	854	295	3	70	6305	672	890	0	77530	0	99
159751	167	457	362	192	184	79	32	10	17611	169	519	885	100	3	45	7230	672	801	0	76831	0	102
159651	159	418	346	178	160	88	33	10	17793	170	527	873	285	6	48	7619	640	742	0	77530	0	94
159511	169	412	318	168	160	84	31	11	17965	173	531	883	273	2	40	7225	589	753	0	44482	0	135
159404	166	395	292	148	140	85	30	9	18155	175	534	867	241	2	41	6918	535	721	0	44479	0	104
159305	156	377	297	148	140	83	32	10	18272	175	538	813	246	1	39	6341	522	711	0	77158	360	95
159228	140	336	299	142	134	85	31	8	18411	178	541	839	279	3	36	7274	507	660	0	68400	360	75
159145	139	310	274	121	123	82	31	9	18573	180	546	812	272	3	33	8143	472	608	0	69261	360	79
159055	136	298	244	115	125	76	32	10	18705	181	556	831	154	1	36	7480	452	574	0	69208	360	81
158972	130	293	228	110	110	67	30	9	18839	183	562	840	116	1	33	7945	428	540	0	69272	360	79
158893	128	267	219	99	101	64	31	9	18967	186	569	839	281	3	31	7127	384	525	0	41519	360	72
158806	128	279	200	94	89	59	31	8	19080	187	572	875	287	2	21	6557	345	535	0	40299	360	85
158717	116	286	188	91	86	61	29	12	19179	188	580	842	276	3	22	6482	313	544	0	39732	360	81
158611	138	285	192	87	74	57	28	10	19277	191	583	813	246	0	20	5783	280	581	0	39488	360	104
158523	143	258	199	88	79	58	25	10	19367	194	589	828	186	0	31	5394	279	571	0	39129	360	83
158439	132	280	184	83	72	54	25	11	19464	196	593	847	121	0	37	4413	264	566	1	67054	360	65
158342	139	284	166	92	79	54	21	11	19547	200	598	863	129	3	22	3908	269	566	4	67050	360	73
158223	154	283	185	92	83	46	20	12	19627	200	608	864	297	2	23	3398	260	603	6	37080	360	96
158109	165	294	195	86	76	45	20	11	19718	202	612	872	301	1	34	3419	264	617	9	36726	360	89
157989	175	309	192	88	80	39	20	11	19808	202	620	836	124	2	24	3464	259	644	12	37082	360	97
157845	191	361	194	83	80	37	17	10	19886	205	624	859	274	1	27	3856	272	691	15	37045	360	120
157712	186	390	211	86	81	38	15	8	19968	209	629	838	322	3	25	4006	275	732	17	37665	360	129
157590	184	383	221	97	87	34	14	10	20066	211	636	861	275	0	23	3898	277	743	18	66496	360	115
157468	199	373	227	95	94	31	13	10	20170	212	641	893	105	1	34	4448	305	727	19	66297	360	116
157352	192	380	231	97	104	30	14	8	20268	212	645	888	268	5	31	4531	310	738	21	37964	360	113
157204	196	393	234	110	104	31	17	9	20373	212	650	873	276	3	38	4512	322	763	23	37938	360	140
157048	223	384	253	111	105	30	19	9	20481	212	658	814	132	4	31	5114	330	795	24	37878	360	150
156904	223	398	242	107	108	31	17	11	20613	213	666	846	272	2	34	6088	343	783	27	38391	360	137
156788	199	397	243	121	111	31	18	11	20730	213	671	860	98	0	26	6344	351	769	28	40511	360	112
156686	174	387	240	126	108	33	20	8	20859	214	678	867	311	5	36	5910	362	726	30	68155	360	97
156568	176	380	243	124	121	33	23	7	20962	214	682	859	275	1	51	5963	406	694	32	68093	360	117
156437	174	380	233	132	118	33	25	6	21092	214	689	882	280	2	38	6408	422	673	33	39229	360	125
156290	185	388	231	144	116	38	25	5	21202	215	694	875	291	7	39	6831	441	686	36	40451	360	142
156148	188	382	249	131	125	37	27	5	21325	216	700	871	123	1	39	7589	463	676	39	40191	360	135
156005	195	393	255	122	114	45	30	4	21446	216	708	872	321	2	41	8434	470	684	41	41176	360	135
155837	210	415	252	129	106	47	28	3	21572	219	715	895	296	6	34	7996	475	712	41	41434	360	161
155731	195	403	256	122	121	43	28	2	21688	219	725	888	275	1	37	7472	458	710	43	69069	360	100
155605	190	412	244	128	117	41	29	3	21813	221	730	892	242	1	32	5297	448	713	44	68693	360	119
155450	207	408	250	141	123	42	26	5	21923	222	736	892	273	1	42	6704	481	716	46	39013	360	149
155319	201	426	258	143	115	38	24	5	22036	225	743	915	120	1	29	8036	498	707	47	40607	360	126
155157	210	457	257	120	125	40	27	5	22162	225	748	943	264	1	29	8006	480	756	50	41236	360	157
155017	216	436	276	129	139	38	26	4	22270	226	756	926	276	4	39	7920	495	765	51	41634	360	134
154841	232	456	277	119	146	39	25	4	22406	228	760	920	120	2	37	7545	478	816	53	41043	360	170
154712	230	447	274	121	138	41	24	3	22550	231	762	906	259	1	38	6424	455	820	54	68631	360	127
154587	217	451	278	119	142	40	24	3	22671	232	769	898	289	2	45	5848	451	820	55	68012	360	119
154418	209	493	278	124	142	38	20	5	22799	234	773	896	304	2	40	7203	468	836	57	40229	360	167
154224	248	486	281	143	156	38	17	5	22923	235	777	896	285	3	34	7768	482	887	59	40555	360	188
154064	264	463	281	148	167	41	17	6	23063	237	782	888	276	5	38	8262	486	895	61	41296	360	155
153875	286	468	292	159	163	41	20	5	23201	238	785	901	327	5	49	6392	503	926	63	41020	360	185
153694	270	516	279	163	156	42	18	4	23358	242	791	885	328	0	50	5920	517	927	64	39604	360	175
153509	286	543	289	162	158	40	15	8	23480	243	800	862	103	1	41	6262	530	963	66	67842	360	176
153356	263	548	304	167	142	41	14	8	23640	246	804	876	258	2	37	6834	500	979	67	68850	360	148
153137	287	570	316	175	154	42	13	7	23777	249	806	871	269	3	40	7971	510	1047	67	40955	360	217
152921	308	578	333	169	146	38	13	7	23959	249	812	861	103	1	54	8695	506	1079	69	41653	360	209
152691	312	634	340	170	150	40	16	7	24107	249	817	833	272	2	49	8366	510	1152	70	42088	360	226
152443	355	631	379	188	160	39	16	7	24246	249	820	812	299	3	54	8273	550	1218	71	41967	360	245
152195	378	654	371	184	179	47	23	7	24419	249	827	855	102	2	43	8518	549	1287	72	41879	360	241
151983	378	681	374	171	184	45	26	6	24604	249	832	835	276	4	62	8569	557	1302	74	69516	360	207
151761	345	737	364	167	215	47	29	6	24774	252	836	829	373	5	65	9132	618	1286	75	69637	360	219
151497	387	737	381	164	226	58	27	5	24953	257	841	870	284	3	68	8765	658	1322	77	42967	360	259
151239	401	761	383	178	241	61	27	3	25136	259	844	883	278	6	80	8023	719	1333	78	42294	360	255
150973	398	777	388	192	264	60	29	3	25336	260	853	821	290	5	69	8638	766	1342	79	41217	360	257
150702	405	799	420	202	254	58	31	3	25543	261	855	852	353	3	68	9083	771	1398	81	42637	360	270
150397	424	838	432	225	265	56	28	3	25739	266	860	867	357	5	63	8843	770	1498	83	42250	360	296
150118	435	829	477	251	247	60	28	2	25952	270	864	869	374	1	81	8554	804	1523	84	69613	360	275
149874	424	830	487	257	238	64	28	1	26191	272	867	857	316	5	75	8810	830	1498	84	69782	360	238
149570	422	879	492	258	263	63	29	2	26404	275	876	881	307	2	75	9933	884	1522	85	43322	360	293
149222	450	912	528	253	267	69	31	3	26639	279	880	848	279	4	78	11096	927	1583	86	43277	360	344
148889	471	941	545	263	285	69	35	2	26867	280	886	857	271	4	83	11709	969	1640	86	44618	360	327
148559	498	949	567	282	303	65	31	3	27104	284	888	858	271	9	81	11776	981	1714	86	44514	360	328
148194	544	988	568	276	316	71	31	2	27365	286	892	872	292	7	88	12527	1027	1767	87	45019	360	360
147945	493	974	584	285	323	80	32	3	27627	288	899	866	267	3	70	9964	989	1782	88	79688	360	245
147667	443	1005	587	280	316	88	33	3	27917	292	902	855	288	4	97	10096	1007	1745	88	78635	360	276
147305	485	1021	600	281	296	88	37	5	28216	293	906	860	274	4	76	11516	997	1811	89	47520	360	357
146898	581	992	615	282	326	88	34	4	28509	298	906	877	311	4	76	12178	1011	1907	90	48850	360	404
146557	570	999	624	295	327	94	34	5	28814	299	915	844	341	4	104	10804	1042	1901	90	48804	360	331
146180	559	1105	642	302	312	93	37	3	29077	301	922	875	210	2	74	11318	1036	2014	91	47624	360	371
145771	565	1176	656	307	305	97	39	2	29381	305	929	872	132	5	99	10286	1074	2071	92	48208	360	399
145432	556	1156	661	310	316	104	42	3	29713	307	933	873	296	5	76	10422	1062	2083	92	78302	360	329
145118	519	1112	710	324	333	103	46	3	30018	308	939	879	308	4	103	10473	1087	2060	93	79583	360	310
144698	563	1116	735	330	350	105	50	3	30330	311	942	909	278	3	84	10539	1102	2147	94	47851	360	417
144275	605	1129	726	335	359	107	55	4	30681	311	946	922	336	7	102	10863	1109	2207	94	47171	360	417
143872	611	1153	739	342	359	108	58	4	31020	316	951	964	302	2	112	10414	1138	2232	94	47378	360	396
143446	629	1223	739	343	359	106	61	3	31347	318	959	947	283	4	100	10316	1167	2293	95	48210	360	416
142992	663	1288	750	348	351	108	65	4	31677	320	967	885	306	6	103	11813	1205	2368	95	47042	360	448
142619	656	1253	757	355	374	108	66	4	32045	327	969	927	270	5	106	11846	1196	2373	95	80009	360	367
142264	586	1288	759	363	382	106	65	4	32413	329	974	933	306	5	130	11678	1272	2277	95	72182	360	349
141813	622	1300	786	367	386	108	67	4	32769	334	977	914	301	6	108	12037	1294	2342	95	45361	360	449
141362	677	1321	789	378	366	104	69	4	33145	338	980	896	262	7	124	12125	1327	2377	95	45392	360	447
140883	694	1341	836	364	390	105	78	2	33515	339	986	843	355	5	106	12107	1349	2459	96	45206	360	468
140393	710	1408	859	371	404	107	77	4	33863	343	994	854	257	9	109	12696	1368	2568	96	45025	360	480
139915	724	1436	880	372	406	122	77	5	34253	348	995	839	281	8	113	13752	1391	2626	96	46005	360	475
139488	709	1453	898	369	406	122	77	4	34654	354	999	863	334	6	120	12934	1402	2632	97	72660	360	422
139093	665	1417	923	377	422	124	79	5	35067	358	1003	859	320	5	110	12537	1390	2617	97	72325	360	390
138571	674	1481	928	381	419	129	74	5	35500	366	1005	828	268	12	134	12248	1416	2670	97	46096	360	518
138055	743	1507	920	394	423	135	76	6	35897	370	1007	859	346	8	111	12463	1438	2760	97	45755	360	511
137496	788	1520	965	393	436	137	77	8	36323	376	1014	858	342	6	126	12934	1414	2902	97	45769	360	555
136972	826	1526	1016	416	440	146	73	9	36713	381	1015	852	305	12	139	12336	1474	2969	97	45793	360	519
136399	835	1601	1037	434	434	142	73	11	37164	385	1018	865	296	5	149	12444	1499	3057	98	45408	360	569
135925	824	1565	1083	471	438	150	70	12	37582	391	1022	858	325	14	126	12014	1561	3040	98	71668	360	468
135505	736	1565	1097	462	437	149	67	14	38075	398	1028	846	354	5	107	14530	1594	2919	98	73746	360	409
134942	764	1607	1077	459	475	148	66	14	38542	405	1034	852	330	7	139	14292	1603	2993	98	47177	360	557
134381	816	1577	1125	451	478	146	64	11	39027	416	1041	859	276	9	157	14078	1633	3024	98	47121	360	555
133847	819	1603	1105	456	476	143	71	12	39537	419	1045	859	326	7	147	14001	1628	3045	98	46860	360	522
133244	850	1657	1077	475	466	146	68	14	40060	425	1051	871	334	8	154	14324	1634	3105	98	47159	360	595
132643	876	1684	1081	500	492	145	71	14	40544	429	1054	852	272	4	154	15417	1733	3116	98	47966	360	598
132151	841	1711	1115	481	481	146	73	12	41030	433	1059	835	338	3	165	14783	1772	3076	99	73654	360	483
131748	763	1654	1114	484	500	142	78	11	41540	435	1064	819	329	5	151	15157	1785	2950	99	74362	360	396
131188	765	1722	1102	472	494	143	79	7	42056	437	1068	815	365	11	146	16029	1806	2971	99	48624	360	554
130620	808	1706	1106	489	496	146	80	7	42556	442	1077	846	292	12	108	13050	1702	3129	99	48545	360	556
130105	773	1721	1140	506	516	147	73	11	43012	449	1080	846	347	7	144	15554	1761	3115	99	46726	360	512
129537	783	1725	1160	533	501	136	72	13	43533	454	1086	848	318	9	146	15784	1759	3151	99	48612	360	562
128951	816	1765	1128	503	521	137	69	14	44078	459	1092	828	351	7	141	15922	1755	3184	99	48184	360	582
128469	805	1680	1156	511	503	142	67	17	44612	469	1102	847	279	7	153	15456	1733	3131	99	74060	360	470
128073	741	1614	1134	518	502	139	67	19	45152	470	1104	818	272	11	173	14350	1710	3005	99	73839	360	390
127524	778	1589	1144	525	500	131	71	17	45670	474	1110	806	286	4	172	16017	1745	2993	99	48042	360	542
126966	822	1597	1151	518	496	129	76	18	46167	477	1116	863	320	10	139	15538	1732	3057	99	48965	360	549
126468	801	1608	1156	496	504	131	83	18	46667	477	1124	866	324	4	154	16602	1767	3012	99	48148	360	488
125917	826	1650	1104	487	489	132	81	19	47216	485	1127	868	291	11	139	16388	1730	3039	99	48931	360	545
125408	803	1669	1123	488	489	128	80	21	47704	489	1131	859	314	8	139	17399	1770	3010	99	49264	360	504
125011	760	1583	1143	474	487	128	78	21	48216	495	1137	832	319	4	146	14894	1719	2934	99	75128	360	393
124639	666	1532	1149	483	487	123	76	22	48716	501	1139	865	377	12	127	14399	1638	2878	99	73414	360	369
124158	658	1546	1098	469	476	130	72	23	49255	505	1143	821	309	8	148	16673	1639	2810	99	49239	360	474
123723	675	1475	1088	487	490	123	71	22	49718	510	1151	842	363	9	128	16665	1588	2821	99	49486	360	426
123294	678	1455	1066	493	458	120	73	21	50208	514	1153	830	380	8	161	16123	1564	2779	99	49014	360	425
122858	671	1424	1037	478	465	116	67	22	50714	521	1160	864	271	8	136	14863	1514	2744	99	48628	360	431
122394	706	1413	1020	487	447	114	64	20	51178	525	1165	833	340	5	131	15213	1491	2760	99	47174	360	460
122026	664	1353	1021	473	451	115	62	17	51648	531	1172	823	295	9	126	14204	1404	2735	99	73767	360	361
121677	585	1325	995	463	456	121	67	15	52120	534	1175	876	318	4	150	14005	1385	2627	99	73361	360	345
121249	605	1321	956	452	434	124	68	13	52594	537	1180	825	278	10	131	14244	1380	2580	99	47461	360	422
120834	627	1312	915	464	423	123	64	15	53032	540	1184	861	309	4	129	15572	1404	2524	99	46935	360	411
120472	587	1314	910	433	398	123	64	14	53485	545	1188	834	340	3	124	13549	1358	2471	99	47766	360	358
120105	557	1302	888	426	414	121	58	14	53902	554	1192	888	351	4	120	14057	1340	2426	99	45758	360	362
119714	558	1291	902	414	369	118	54	15	54343	561	1194	840	349	7	130	13684	1302	2404	99	46609	360	390
119393	518	1241	898	402	380	114	58	10	54758	564	1197	845	329	5	119	12906	1248	2363	99	71882	360	315
119135	455	1169	905	405	373	122	56	7	55131	572	1203	855	278	3	139	13838	1271	2214	99	72920	360	252
118836	419	1124	898	387	377	113	51	9	55532	580	1207	840	254	3	113	14158	1246	2123	99	47878	360	295
118523	456	1050	841	363	358	110	49	10	55974	585	1214	847	325	3	94	14001	1149	2078	99	47294	360	307
118233	438	1024	814	360	343	109	50	12	56341	588	1221	813	259	4	107	13406	1106	2032	99	46200	360	284
117904	439	1015	806	334	332	112	53	13	56707	590	1228	847	343	6	101	13807	1080	2011	99	46305	360	321
117629	444	976	742	327	338	112	49	13	57079	593	1231	817	259	7	99	12518	1046	1942	99	46794	360	271
117399	422	918	732	320	343	103	49	12	57408	596	1231	841	324	1	109	12382	1039	1848	99	71433	360	228
117185	376	903	724	308	323	95	51	12	57724	597	1235	842	281	7	92	11979	1019	1761	99	72206	360	208
116934	373	890	673	305	307	91	50	10	58057	602	1241	833	318	1	77	13789	992	1697	99	46724	360	246
116657	374	864	686	303	293	93	51	9	58351	605	1247	843	278	5	79	12645	946	1718	99	46252	360	269
116403	368	834	677	284	292	89	51	11	58662	609	1253	835	283	6	79	10825	926	1669	99	44993	360	248
116135	407	782	666	285	280	86	51	9	58961	613	1258	827	335	6	80	10927	883	1674	99	43205	360	262
115909	390	772	621	264	276	88	49	8	59276	618	1262	781	254	4	74	11535	827	1633	99	44342	360	222
115731	344	741	583	262	276	84	46	9	59570	622	1265	797	280	7	92	10433	806	1530	99	70849	360	177
115557	335	715	526	252	247	81	42	12	59866	626	1274	800	272	2	70	9683	775	1423	99	71032	360	171
115371	315	683	525	246	234	80	40	14	60114	630	1281	789	277	3	66	10729	747	1376	99	43033	360	184
115187	296	645	535	244	221	78	38	14	60353	634	1288	809	253	3	71	10366	736	1321	99	43732	360	181
114981	299	650	500	234	224	75	40	13	60590	634	1293	813	250	5	63	9245	731	1291	99	43247	360	202
114792	310	618	485	238	222	68	41	14	60811	637	1297	817	269	9	61	8504	733	1249	99	40886	360	186
114622	288	626	490	200	214	66	38	13	61033	643	1300	827	290	2	59	9103	695	1227	99	41624	360	166
114482	245	603	481	202	212	64	33	14	61244	647	1306	834	248	2	53	9187	657	1183	99	69485	360	135
114355	226	551	460	203	193	63	34	9	61480	650	1309	869	274	3	62	8036	602	1128	99	69586	360	126
114211	214	525	440	201	176	64	35	11	61687	651	1318	819	248	0	61	9585	604	1051	99	42399	360	138
114068	225	496	406	199	166	61	36	11	61889	653	1323	842	331	1	52	9119	565	1024	99	42294	360	141
113952	211	469	394	193	147	58	33	10	62084	656	1326	843	303	2	46	9891	537	968	99	43241	360	113
113829	203	442	398	189	116	60	28	9	62268	660	1331	846	248	1	39	9520	498	938	99	42867	360	116
113695	196	447	366	159	124	57	27	8	62457	662	1335	827	317	7	43	9603	480	896	99	43015	360	131
113615	162	424	362	137	126	59	26	9	62612	663	1338	857	103	3	34	9336	447	849	99	69591	360	77
113535	144	369	359	141	106	56	23	9	62783	665	1343	807	308	5	47	9279	437	761	100	70294	360	75
113423	139	365	328	135	103	56	18	9	62943	668	1346	853	269	1	36	8999	425	719	100	42879	360	110
113319	141	340	309	133	108	49	19	9	63085	669	1352	844	329	2	37	9363	410	689	100	42208	360	98
113220	132	341	295	126	103	48	18	10	63207	671	1362	840	287	1	25	8094	376	687	100	42030	360	93
113140	133	299	294	114	102	45	17	11	63339	672	1367	877	348	1	27	7959	352	652	100	40988	360	75
113073	115	285	266	109	99	43	16	11	63470	673	1373	879	253	3	36	6911	325	608	100	40827	360	63
113017	95	264	243	95	94	41	15	8	63611	674	1376	887	344	4	25	6430	286	561	100	67680	360	54
112954	90	239	239	85	97	42	18	8	63702	674	1385	875	216	1	28	5413	272	538	100	67655	360	58
112862	104	236	224	81	79	42	14	7	63815	676	1393	849	123	1	24	5381	255	525	100	38540	360	88
112799	113	210	229	76	68	37	15	6	63906	677	1397	870	110	0	24	5317	243	505	100	38344	360	61
