S	E	I1	I2	I3	I4	I5_h	I6_h	R_h	R	D1	D2	H	T	P1	P2	Q	QT	NQ	MUT	HOM	VAC	NI
160593	233	519	411	187	182	60	38	9	16630	152	519	820	114	3	46	8459	633	997	0	78497	0	132
160489	223	472	391	188	177	61	38	10	16811	153	520	846	289	3	62	8873	639	911	0	78057	0	102
160387	183	442	380	176	176	64	39	10	16995	155	526	879	267	4	54	8823	617	843	0	78347	0	96
160270	172	424	363	163	164	70	35	10	17174	158	530	862	135	5	48	8645	621	770	0	78271	0	112
160143	185	391	346	160	147	63	36	10	17356	162	534	862	351	2	40	8525	556	772	0	45563	0	123
160037	174	386	319	146	136	62	40	8	17523	163	539	816	252	4	40	7289	528	735	0	45370	0	102
159939	154	385	269	140	136	62	34	9	17693	167	545	815	253	2	27	5622	477	703	0	77013	360	92
159866	135	348	254	141	143	59	34	11	17825	168	549	815	273	1	51	6664	500	614	0	68193	360	71
159778	129	323	244	133	130	59	34	10	17969	171	553	800	278	1	43	7184	470	582	0	68497	360	85
159702	118	308	232	128	117	56	34	11	18094	173	560	847	263	1	33	7033	434	559	0	68759	360	69
159623	122	289	202	118	107	50	33	12	18236	175	566	847	120	0	35	6469	404	517	0	68494	360	72
159540	109	287	191	104	103	48	31	13	18357	177	573	861	256	0	31	6778	378	495	0	39953	360	77
159449	123	274	192	96	105	43	31	12	18452	179	577	877	133	2	26	6154	357	507	0	39970	360	87
159369	119	262	179	93	103	44	31	10	18560	181	582	873	109	3	23	5497	323	508	0	38796	360	75
159273	127	272	170	88	91	42	30	11	18660	182	587	856	265	0	28	5247	298	522	0	38575	360	92
159173	139	250	172	89	100	43	29	10	18756	183	589	883	163	0	22	5370	285	537	0	38583	360	98
159097	126	264	166	79	85	43	28	11	18857	184	593	872	291	4	38	4383	280	511	2	67439	360	55
159004	131	268	176	67	95	44	25	10	18929	187	597	887	288	2	26	3684	277	529	4	66655	360	74
158882	149	277	176	80	94	42	23	10	19007	189	604	868	298	0	21	4088	284	557	6	37571	360	108
158755	159	288	187	94	105	39	19	12	19073	191	611	870	115	1	34	4689	303	588	10	37391	360	103
158623	171	314	196	85	95	36	17	10	19177	193	616	835	129	2	30	5303	301	613	13	38124	360	112
158496	191	315	200	91	94	32	15	10	19273	195	621	831	290	1	27	4753	289	649	15	39037	360	105
158386	180	322	214	97	93	30	14	9	19365	198	625	837	330	2	28	5083	291	659	16	38467	360	106
158269	175	340	206	96	95	29	16	7	19473	199	628	839	265	1	40	5089	317	640	18	67166	360	112
158162	157	362	218	94	89	29	16	8	19566	200	632	866	249	2	27	5706	353	612	19	67129	360	103
158026	162	379	226	95	88	29	14	7	19667	202	638	875	108	1	19	6175	347	646	20	39028	360	130
157891	181	379	227	104	94	25	13	5	19769	203	642	842	280	4	20	6124	347	676	23	39409	360	130
157736	202	384	243	108	99	26	13	5	19866	203	648	820	307	3	33	5597	344	731	25	39192	360	150
157595	216	379	249	117	97	29	15	4	19978	204	650	834	256	1	33	5145	349	753	27	38644	360	138
157466	202	408	261	116	97	25	14	4	20080	207	653	839	250	3	37	5857	351	772	28	39644	360	127
157350	185	412	254	113	104	28	14	4	20201	208	660	854	316	5	32	4943	357	753	29	67731	360	111
157233	180	411	251	127	113	29	15	5	20296	208	665	844	317	1	41	4976	395	731	29	67389	360	114
157066	199	429	256	119	121	28	15	5	20414	210	671	885	267	1	34	5992	407	760	30	39052	360	162
156907	237	408	252	120	139	26	14	6	20537	211	676	895	263	5	38	6088	400	796	31	39533	360	154
156756	237	438	267	107	125	26	18	5	20662	212	680	885	244	4	44	7299	414	804	33	39832	360	145
156598	219	471	266	108	138	30	19	5	20781	212	686	898	269	3	29	6604	408	843	35	40606	360	151
156437	238	454	282	120	143	31	20	5	20896	213	694	905	280	2	41	7228	427	861	37	39470	360	154
156302	233	468	270	118	139	34	20	5	21029	216	699	882	264	2	50	7277	437	845	38	68520	360	131
156173	210	460	293	126	143	32	19	6	21148	216	707	867	257	4	27	8280	421	862	40	69290	360	120
155992	225	451	307	136	159	32	19	7	21278	217	710	876	162	1	46	7329	434	895	41	40561	360	178
155829	232	468	304	128	152	31	19	7	21427	219	717	909	278	7	57	7084	448	886	43	40637	360	160
155653	244	474	309	130	158	33	21	8	21563	220	720	929	270	5	36	6110	427	942	46	40234	360	173
155471	269	481	306	135	165	35	22	7	21696	221	725	942	272	2	47	6197	457	956	47	39660	360	176
155272	287	499	302	154	155	38	24	6	21844	224	728	935	308	3	42	5331	457	1002	50	39405	360	196
155118	274	503	317	151	161	39	22	7	21982	225	734	928	247	3	50	4407	487	980	50	67223	360	148
154977	247	524	306	151	152	38	24	5	22145	225	739	907	273	2	43	6147	496	946	51	67819	360	137
154790	243	558	303	147	147	46	24	5	22303	225	742	911	282	5	41	6805	495	973	52	40609	360	185
154579	278	546	335	146	140	49	26	4	22455	226	749	912	260	4	50	6864	504	1016	55	40367	360	203
154363	311	566	343	164	138	52	24	5	22584	229	754	879	274	4	37	6833	532	1066	56	40143	360	212
154136	333	610	340	170	141	53	27	4	22730	229	760	909	257	2	39	6662	519	1155	58	40211	360	222
153909	330	659	366	172	144	49	26	5	22874	231	768	911	274	3	56	7865	541	1205	60	40080	360	220
153705	337	646	388	193	158	49	29	4	23021	233	770	920	250	1	48	8086	591	1209	61	69001	360	200
153509	331	637	406	204	159	51	27	3	23193	236	777	895	261	3	68	8686	634	1181	63	69672	360	190
153258	331	691	382	194	160	58	29	3	23406	237	784	892	289	4	49	8871	597	1248	64	42035	360	245
153006	355	707	420	204	160	57	30	2	23562	239	791	837	262	2	65	7810	613	1320	66	42221	360	246
152731	380	728	420	228	176	52	35	2	23744	241	796	852	264	7	55	8630	650	1369	68	41115	360	272
152406	421	785	423	232	186	53	32	2	23945	246	802	828	294	3	67	8733	708	1424	69	42224	360	318
152123	460	790	432	233	197	54	30	3	24157	248	806	869	285	5	60	7870	717	1479	70	42075	360	275
151905	425	778	457	237	212	60	29	5	24367	250	808	879	286	3	67	8038	729	1469	71	69013	360	217
151649	392	828	455	230	223	61	29	5	24590	255	816	910	383	6	78	8125	781	1437	73	69378	360	248
151376	419	805	501	213	250	63	33	6	24787	260	820	906	285	1	76	9065	837	1447	74	43529	360	269
151080	448	812	532	225	245	72	29	6	24992	266	826	903	269	6	65	8651	872	1491	74	42476	360	291
150794	444	848	523	243	246	75	27	6	25223	269	835	852	252	4	59	8856	856	1550	75	42313	360	278
150469	478	858	575	227	235	76	32	4	25471	270	838	855	282	6	76	8966	867	1614	77	41986	360	324
150116	512	898	591	259	231	82	32	4	25691	273	844	876	354	6	59	8169	861	1744	78	42108	360	345
149816	485	933	620	258	236	90	35	2	25935	276	847	884	322	2	71	6601	871	1786	79	69223	360	296
149531	483	939	601	269	251	88	39	3	26197	278	854	832	321	8	84	7027	867	1803	79	68928	360	279
149178	482	997	602	265	257	90	40	4	26476	279	863	872	278	3	91	8881	920	1813	80	41816	360	343
148786	526	1008	627	280	288	97	40	3	26731	281	866	839	285	4	78	8618	949	1917	81	41945	360	387
148394	558	1066	627	276	292	103	41	3	27019	282	872	863	293	4	84	8522	964	1999	82	41455	360	387
147999	570	1124	633	296	301	105	37	4	27301	286	877	878	319	5	86	8396	1006	2060	82	41223	360	386
147565	641	1145	637	312	311	103	32	4	27609	291	883	880	296	5	103	8250	1051	2130	83	40985	360	429
147260	594	1172	655	321	315	110	35	4	27882	293	892	887	341	2	89	8462	1094	2108	84	77378	360	295
146903	559	1220	649	342	325	111	38	3	28196	294	893	885	284	3	97	9261	1124	2120	84	77981	360	354
146470	575	1240	702	355	322	107	39	4	28523	298	898	900	288	3	89	10052	1103	2237	85	46544	360	427
146047	649	1213	690	367	358	101	40	4	28861	303	900	904	308	5	95	10452	1100	2318	86	47331	360	419
145566	670	1272	736	370	374	105	39	5	29187	306	903	838	279	6	112	9307	1138	2428	87	47330	360	477
145100	697	1302	778	362	391	109	44	5	29531	308	906	869	357	10	122	9963	1201	2482	87	46357	360	457
144622	730	1343	793	374	381	108	49	6	29907	309	911	860	288	8	108	11574	1253	2525	88	47648	360	471
144252	695	1365	797	392	381	106	56	5	30262	310	912	859	297	9	108	11014	1286	2506	89	79346	360	365
143893	643	1351	829	388	386	107	62	6	30640	311	917	863	288	6	103	11020	1314	2452	89	79699	360	353
143365	718	1372	844	425	373	106	65	6	31023	313	923	844	300	5	115	13096	1317	2586	90	48670	360	520
142849	784	1398	868	430	364	103	66	7	31410	322	932	866	287	6	104	13231	1348	2665	91	50041	360	505
142395	776	1422	844	435	398	103	67	9	31825	325	934	872	271	4	112	12910	1372	2673	91	49356	360	451
141949	753	1459	869	427	411	109	63	9	32215	330	939	832	286	8	131	12874	1418	2673	91	49543	360	444
141423	783	1491	894	449	412	112	67	8	32616	332	946	842	350	11	123	13029	1440	2768	92	49593	360	517
140994	769	1480	914	437	419	121	64	8	33040	338	949	855	285	3	120	12854	1438	2766	92	80265	360	424
140592	686	1512	908	446	447	121	68	7	33451	341	954	861	306	4	140	13643	1503	2685	92	73605	360	393
140107	713	1493	956	439	463	132	70	7	33849	345	959	861	311	6	147	13676	1560	2706	92	46500	360	480
139606	726	1509	952	444	463	131	65	8	34310	353	966	839	265	6	124	14102	1568	2722	93	46908	360	493
139064	768	1537	945	460	478	131	64	11	34747	355	973	831	329	5	124	14321	1556	2827	93	47047	360	534
138559	775	1536	939	497	473	133	63	10	35212	360	976	831	303	6	127	12621	1482	2934	93	46525	360	500
137980	816	1584	966	486	478	139	63	10	35665	363	983	811	290	8	135	13455	1491	3041	94	45520	360	572
137538	755	1569	981	479	490	143	65	10	36151	367	985	822	276	7	165	13579	1525	2957	94	72185	360	437
137106	722	1568	970	457	501	154	65	12	36614	372	992	850	277	5	156	14582	1554	2883	95	73323	360	423
136526	778	1587	974	473	487	155	66	12	37101	380	994	849	276	5	160	15301	1579	2941	95	47752	360	575
136002	819	1583	960	452	500	159	67	15	37592	384	1000	832	334	3	145	13974	1594	2946	95	48116	360	517
135439	824	1613	987	446	524	163	68	17	38061	389	1002	858	306	7	141	14274	1618	3007	96	46771	360	558
134874	828	1676	985	447	551	163	65	15	38530	394	1005	854	361	7	166	13612	1690	3025	96	47496	360	559
134284	851	1735	1038	467	542	159	68	14	38966	401	1008	880	294	9	151	13185	1739	3121	96	46612	360	586
133855	772	1696	1047	503	520	160	72	12	39473	407	1016	878	381	7	146	13167	1701	3069	96	72235	360	419
133415	700	1688	1089	496	520	163	70	12	39950	410	1020	866	277	7	147	14278	1712	3014	97	73228	360	433
132858	738	1697	1101	510	515	167	69	15	40424	414	1025	877	263	7	149	14253	1765	3032	97	47204	360	550
132294	805	1669	1077	532	524	164	76	15	40930	417	1030	858	265	3	137	14177	1735	3112	97	47965	360	556
131731	839	1684	1087	530	533	159	76	13	41425	422	1034	832	334	5	166	14491	1775	3133	97	47127	360	556
131173	847	1681	1116	547	526	158	81	15	41924	425	1040	859	290	8	148	15081	1774	3182	97	47604	360	551
130589	867	1717	1109	550	513	160	87	16	42451	429	1045	846	316	8	176	14682	1801	3202	97	48035	360	574
130138	830	1662	1117	561	513	151	89	13	42974	437	1048	853	284	3	156	14075	1772	3151	97	73562	360	442
129741	729	1658	1100	570	485	146	89	14	43501	444	1056	840	344	7	143	14092	1696	3081	98	73224	360	391
129202	727	1685	1070	541	498	137	85	14	44063	449	1062	826	319	10	137	15793	1684	3059	98	48173	360	534
128617	797	1690	1049	526	513	137	91	15	44576	455	1067	846	279	4	157	14605	1655	3148	98	48165	360	580
128047	828	1686	1059	537	475	141	91	16	45125	459	1069	879	290	7	167	15687	1647	3170	98	47357	360	564
127536	813	1686	1058	512	486	147	90	17	45645	467	1076	873	333	7	157	15516	1672	3120	98	48315	360	501
127016	804	1680	1111	489	470	150	86	19	46154	474	1080	897	261	5	150	14996	1646	3144	98	46582	360	516
126611	741	1614	1112	502	479	152	84	18	46653	481	1086	853	318	6	124	14665	1603	3081	98	73794	360	397
126180	711	1579	1075	499	492	159	86	19	47160	484	1089	854	262	8	158	13624	1602	2999	98	73400	360	426
125692	725	1537	1072	500	486	156	89	19	47675	489	1093	867	272	6	171	15046	1659	2906	98	46600	360	482
125188	724	1563	1071	462	493	166	85	22	48166	493	1100	874	351	9	160	15479	1741	2823	98	47629	360	497
124694	755	1551	1072	491	469	171	84	22	48616	501	1107	886	314	8	139	14713	1756	2837	98	48008	360	486
124244	746	1555	1039	480	460	170	80	21	49119	508	1111	896	331	8	128	14845	1710	2820	98	47173	360	443
123769	739	1569	1022	487	448	170	73	24	49602	515	1115	913	308	6	112	16358	1661	2847	98	47955	360	470
123398	666	1493	1057	513	456	158	74	22	50055	519	1122	909	339	7	144	15143	1630	2787	98	74516	360	364
123046	596	1481	1030	504	448	146	68	22	50540	525	1127	898	348	3	144	15239	1617	2656	98	73743	360	347
122573	633	1465	1021	485	437	141	63	26	51024	534	1131	882	337	4	127	14200	1542	2703	99	48009	360	468
122180	638	1343	1013	484	456	138	59	25	51518	542	1137	861	354	3	133	16397	1579	2552	99	47127	360	386
121751	632	1351	999	473	458	136	62	26	51956	548	1141	888	335	6	145	16272	1588	2523	99	49266	360	425
121363	647	1314	916	464	432	127	62	26	52484	552	1146	865	315	10	120	15864	1493	2469	99	48608	360	381
120983	642	1303	918	447	429	122	58	25	52903	556	1147	849	322	8	110	15405	1440	2479	99	48636	360	377
120687	571	1275	887	427	424	122	53	25	53349	563	1150	835	260	5	128	15223	1425	2334	99	73661	360	293
120404	490	1230	883	424	420	123	53	23	53763	567	1153	832	287	4	124	13995	1367	2256	99	73629	360	281
120046	504	1191	866	394	410	117	52	21	54204	570	1158	882	323	5	116	13353	1314	2220	99	47092	360	351
119684	538	1141	836	381	412	109	57	22	54618	571	1164	893	270	2	106	14085	1266	2208	99	45788	360	355
119350	539	1139	786	365	386	111	60	21	55035	572	1169	885	339	5	111	14426	1211	2175	99	47088	360	327
118998	532	1132	798	339	401	102	59	19	55402	576	1175	881	299	6	99	13830	1200	2163	99	46873	360	346
118684	502	1120	802	332	389	96	59	18	55770	580	1181	875	309	6	101	11569	1141	2159	99	46379	360	309
118436	447	1091	784	326	355	96	54	17	56154	585	1188	900	331	4	102	10970	1087	2066	99	71038	360	241
118195	418	999	796	316	346	95	53	16	56513	590	1196	862	303	5	91	11273	1049	1974	99	72126	360	235
117936	409	931	780	325	338	95	55	13	56853	594	1204	817	280	3	112	12849	1066	1867	99	45411	360	249
117656	400	894	740	311	332	91	55	13	57232	595	1214	818	262	5	83	13101	996	1827	99	45214	360	272
117401	406	857	715	299	324	83	54	13	57564	597	1220	797	110	3	90	12416	951	1787	99	45653	360	253
117159	396	839	669	284	307	83	52	10	57906	602	1226	795	335	4	102	12929	937	1693	99	45038	360	236
116921	373	814	641	265	297	87	53	10	58237	605	1230	789	239	0	86	11694	899	1631	99	45727	360	233
116715	346	787	619	259	286	88	50	12	58526	609	1236	809	325	8	81	11047	871	1564	99	70804	360	200
116519	340	763	586	236	274	84	49	15	58817	611	1239	792	301	2	77	11694	850	1482	99	71739	360	193
116292	327	733	582	237	268	78	44	16	59096	614	1246	779	365	3	74	12474	821	1448	99	45198	360	221
116086	315	718	564	219	265	73	44	16	59365	620	1248	792	276	4	75	10929	798	1400	99	44925	360	203
115886	304	705	559	208	243	70	37	18	59624	625	1254	817	292	2	60	11529	795	1331	99	44639	360	193
115692	303	667	540	200	226	66	34	18	59898	629	1260	836	266	3	69	11602	755	1281	99	44459	360	188
115509	292	634	514	203	209	71	34	17	60157	631	1262	816	310	4	61	11874	700	1257	99	45032	360	181
115349	267	616	497	199	196	75	38	18	60380	633	1265	830	292	5	59	11859	674	1214	99	71156	360	156
115217	249	557	469	191	207	69	37	18	60617	635	1267	834	270	1	50	11165	614	1165	99	72038	360	130
115056	241	549	448	193	184	65	38	18	60834	637	1270	828	279	7	68	11938	632	1086	99	44072	360	158
114904	258	511	425	182	181	61	37	17	61041	642	1274	877	241	2	44	10826	587	1068	99	45027	360	151
114759	260	499	397	160	167	57	37	16	61256	645	1280	910	113	1	51	10253	546	1031	99	43523	360	141
114625	243	483	407	146	163	61	40	13	61423	647	1282	894	335	2	47	10939	530	1013	99	43793	360	132
114496	204	513	389	144	148	63	37	13	61586	650	1290	868	316	3	46	10853	506	992	99	43946	360	125
114361	192	497	360	150	141	55	31	13	61782	655	1296	872	270	1	39	8244	463	963	99	69601	360	130
114254	173	425	364	145	150	51	31	12	61970	655	1303	862	260	0	33	9227	444	895	99	70225	360	101
114136	168	430	351	135	145	50	34	10	62112	657	1305	865	310	3	56	9754	451	862	99	42501	360	116
114015	156	416	317	138	160	44	31	10	62272	660	1314	893	258	4	42	9332	450	812	100	42864	360	113
113900	157	406	299	122	138	45	31	10	62443	660	1322	857	277	3	49	9536	452	746	100	42281	360	109
113805	168	359	298	132	127	45	30	8	62574	663	1324	849	266	1	28	8469	415	744	100	42586	360	93
113723	151	325	284	129	124	40	27	8	62724	666	1332	849	260	2	39	8462	400	680	100	41546	360	77
113643	142	304	289	108	125	40	25	9	62841	669	1338	837	301	3	47	7516	404	629	100	69003	360	76
113587	123	280	279	95	111	38	22	7	62978	673	1340	840	271	1	27	6869	360	588	100	68511	360	53
113494	115	289	251	100	99	38	20	8	63101	674	1344	897	345	0	29	6745	321	591	100	39657	360	90
113416	125	267	243	93	91	33	20	7	63212	676	1350	861	269	2	23	5621	283	589	100	39910	360	76
113330	128	277	235	89	74	32	17	9	63308	678	1356	842	121	0	29	6735	279	573	100	38942	360	82
113248	121	280	222	86	70	28	13	8	63418	682	1357	877	123	2	20	5902	245	575	100	39991	360	82
113171	123	274	211	92	67	28	13	6	63506	682	1360	856	259	1	27	5371	258	550	100	38833	360	75
113119	101	254	213	87	67	27	15	6	63599	683	1362	864	309	2	21	4739	240	524	100	66765	360	52
113060	87	231	202	85	71	25	14	5	63702	683	1368	840	251	1	23	4687	227	488	100	66748	360	55
112977	96	231	199	74	62	26	14	2	63798	684	1370	853	279	1	23	4775	214	488	100	37804	360	82
112909	101	210	204	77	62	24	13	2	63872	685	1374	873	253	1	17	4921	205	486	100	38142	360	66
