S	E	I1	I2	I3	I4	I5_h	I6_h	R_h	R	D1	D2	H	T	P1	P2	Q	QT	NQ	MUT	HOM	VAC	NI
178897	117	113	52	52	38	3	7	0	254	0	0	239	0	0	0	66	66	316	0	179533	0	0
178843	91	162	51	51	44	4	7	0	278	0	2	394	371	1	78	131	70	340	0	17596	0	51
178778	99	168	65	53	45	4	7	0	309	0	5	456	109	1	17	1636	79	362	0	18235	0	61
178697	111	188	72	55	54	3	6	1	337	0	9	550	305	3	20	2456	97	392	0	20271	0	77
178607	119	207	83	62	47	5	5	2	384	0	12	621	267	1	19	3044	115	413	0	20651	0	86
178513	130	230	93	65	50	6	4	3	423	1	15	658	334	6	18	3126	139	439	0	21884	0	91
178440	117	237	110	66	70	9	4	3	459	2	16	688	311	1	18	3235	165	448	0	43658	0	72
178344	123	250	120	63	76	9	5	2	518	2	21	752	260	4	28	4443	209	437	0	44676	0	90
178238	135	263	125	80	67	9	7	2	580	2	25	772	108	0	19	5173	229	457	0	22450	0	101
178125	158	263	129	90	68	11	6	2	644	3	34	832	301	4	18	5448	251	474	0	23087	0	103
178052	144	258	141	91	83	11	7	3	701	3	39	873	302	1	29	5824	265	470	0	23801	0	68
177950	135	278	147	110	78	13	8	1	764	3	46	838	321	2	22	5923	297	472	0	23929	0	95
177843	146	282	158	105	73	15	9	1	844	3	54	877	156	0	24	4631	301	487	0	24725	0	98
177761	142	281	159	103	74	16	12	1	923	4	57	889	266	2	19	4950	305	482	0	45144	0	78
177690	124	281	152	100	89	18	14	1	1000	5	59	894	279	1	26	4510	296	482	0	45509	0	69
177582	115	299	166	98	96	20	15	1	1068	6	67	883	253	2	39	4697	303	506	0	22694	0	99
177469	143	286	192	91	91	21	17	1	1145	6	71	876	115	2	19	3996	293	548	0	23043	0	108
177345	164	294	192	95	86	18	16	1	1238	6	78	863	299	2	27	4529	281	584	0	22142	0	117
177230	179	306	191	98	80	18	17	1	1326	6	81	884	330	3	20	4837	277	612	0	23486	0	112
177109	190	322	182	94	78	22	18	1	1421	8	88	898	334	0	26	4544	271	635	0	23781	0	114
177005	173	342	191	92	78	23	19	2	1507	8	93	904	275	0	32	4475	274	644	0	44778	0	99
176909	149	344	210	108	80	23	19	2	1584	8	97	895	284	1	35	4929	299	634	0	45489	0	92
176794	153	353	220	103	71	22	19	2	1685	9	102	892	262	1	24	4038	283	658	0	23261	0	109
176653	166	349	243	102	79	26	19	2	1773	9	112	883	243	2	22	4033	289	695	0	22215	0	132
176474	210	378	228	104	94	27	18	2	1867	12	119	901	242	0	32	5012	304	755	0	22685	0	174
176316	229	401	241	104	105	28	15	3	1952	15	124	872	319	2	36	4504	327	796	0	23018	0	152
176150	236	438	235	111	113	28	16	4	2059	15	128	887	275	2	32	4585	332	845	0	23592	0	162
176001	239	454	234	120	113	34	17	5	2170	15	131	890	303	4	41	3349	357	854	0	45186	0	147
175849	241	448	245	132	125	34	18	5	2281	15	140	866	339	5	35	3929	370	873	0	44530	0	143
175648	245	499	258	139	129	29	17	5	2400	16	148	852	292	3	41	4086	402	914	0	22192	0	192
175452	289	508	265	141	135	30	17	5	2522	16	153	827	257	4	38	3777	428	957	0	22251	0	190
175273	295	519	280	140	143	28	14	4	2656	19	162	830	284	4	41	5802	453	966	0	22220	0	168
175072	291	546	314	152	139	31	14	4	2779	20	171	849	277	4	41	6059	468	1019	0	24070	0	192
174851	286	610	310	150	141	34	16	4	2938	20	173	884	263	1	57	6440	479	1068	0	25092	0	220
174666	278	610	328	153	160	37	19	2	3082	20	178	865	307	4	47	5803	480	1105	0	47027	0	181
