S	E	I1	I2	I3	I4	I5_h	I6_h	R_h	R	D1	D2	H	T	P1	P2	Q	QT	NQ	MUT	HOM	VAC	NI
178856	113	129	54	54	49	7	6	0	265	0	0	239	0	0	0	72	72	340	0	179533	0	0
178784	99	177	58	50	51	6	6	0	300	0	2	394	376	4	85	385	72	375	0	17624	0	69
178701	111	215	62	48	50	8	6	0	327	0	5	459	320	0	21	1749	92	408	0	18742	0	80
178613	121	231	83	57	48	11	6	0	353	0	10	556	302	2	21	2352	120	437	0	19742	0	82
178498	135	259	102	63	53	15	5	1	388	0	14	619	110	0	13	2915	138	494	0	20257	0	111
178387	150	280	108	60	54	15	5	1	456	0	17	655	182	1	24	3650	161	511	0	21850	0	108
178299	146	286	133	61	64	14	5	2	503	0	20	677	263	0	19	3881	183	526	0	44138	0	86
178203	142	294	139	67	73	17	4	3	566	0	25	748	257	3	27	4047	217	519	0	44350	0	90
178103	137	291	159	79	84	18	4	3	625	0	30	761	112	2	23	4966	248	524	0	22715	0	95
177983	149	298	171	75	80	21	4	2	712	0	38	823	195	2	28	5637	275	523	0	22914	0	111
177853	170	316	177	77	82	22	7	2	785	0	42	869	303	2	23	5715	267	584	0	23732	0	125
177741	176	333	179	84	79	24	9	2	858	0	48	846	270	2	28	5683	301	583	0	24137	0	105
177598	186	363	200	88	82	25	9	2	923	1	56	877	251	1	20	4768	305	648	0	24553	0	135
177492	183	352	218	93	87	24	10	1	1012	1	60	869	277	4	32	4335	315	652	0	45079	0	101
177399	162	370	208	98	90	28	10	1	1104	1	62	878	271	0	36	4155	332	634	0	45268	0	90
177270	154	389	205	104	95	26	11	0	1209	1	69	860	316	0	34	4152	337	647	0	22949	0	122
177132	175	377	232	111	102	29	11	0	1287	3	74	873	278	5	25	4269	356	681	0	22246	0	132
176985	188	388	234	117	100	27	11	0	1400	3	80	861	294	3	32	3679	357	708	0	22453	0	141
176852	191	402	215	131	105	27	12	1	1511	3	83	869	288	1	36	5225	395	688	0	22162	0	130
176694	201	417	222	134	112	29	11	0	1619	5	89	880	106	0	43	6668	433	693	0	24828	0	151
176574	189	420	247	122	118	29	15	0	1720	5	94	881	109	2	33	7013	440	700	0	46768	0	114
176442	196	398	280	133	112	34	13	1	1820	8	96	885	284	1	36	7042	447	719	0	47561	0	129
176293	203	409	288	128	105	36	12	1	1946	9	103	881	261	1	34	7735	445	736	0	25481	0	142
176130	224	416	272	126	122	36	11	1	2074	10	111	865	255	3	29	8054	429	778	0	26317	0	155
175959	251	415	279	138	126	35	10	1	2191	13	115	879	248	3	38	8294	438	816	0	26469	0	167
175801	265	421	288	132	131	33	12	1	2317	13	119	873	337	5	43	8396	442	840	0	26347	0	154
175642	261	454	283	135	123	40	14	1	2444	13	123	895	266	4	33	8619	444	866	0	27391	0	155
175509	230	469	281	137	134	42	16	1	2574	14	126	887	159	2	30	8618	436	873	0	48533	0	131
175341	224	491	280	138	144	39	16	1	2711	15	133	861	274	4	40	6483	429	903	0	48192	0	161
175139	237	512	300	135	155	40	16	1	2843	15	140	857	176	2	56	6875	455	940	0	26406	0	195
174937	275	518	305	144	158	36	15	2	2980	15	148	826	119	2	49	7461	475	976	0	25151	0	194
174748	287	526	321	134	162	34	15	2	3131	16	157	820	286	1	47	9204	500	979	0	26137	0	179
174541	286	578	321	143	145	34	17	2	3285	16	165	848	122	3	45	8516	519	1005	0	27347	0	197
174317	286	620	329	147	144	40	18	3	3445	17	167	862	270	1	43	8608	540	1044	0	27946	0	219
174136	274	588	364	173	163	44	23	3	3574	17	174	849	135	2	43	8028	535	1094	0	48259	0	173
173932	273	595	376	169	167	46	23	4	3750	19	179	839	365	2	53	7804	536	1113	0	47451	0	199
173716	288	626	365	157	169	50	25	4	3929	19	185	855	154	1	59	9949	571	1109	0	27480	0	208
173491	320	594	385	172	190	54	22	5	4092	21	187	832	268	4	48	10513	575	1162	0	28588	0	223
173254	328	638	388	171	185	58	23	5	4269	21	193	848	329	7	55	8862	584	1207	0	28473	0	232
173000	354	691	388	167	173	58	23	6	4453	23	197	847	271	3	55	10202	602	1252	0	26896	0	250
172726	378	714	392	171	184	60	23	5	4652	24	204	837	323	7	63	9196	603	1319	0	29488	0	268
172507	357	720	400	184	204	63	22	5	4837	25	209	874	274	6	56	8199	616	1334	0	48366	0	212
172279	328	762	401	190	213	65	25	5	5023	26	216	852	269	2	68	7714	624	1360	0	48063	0	219
171969	367	800	406	209	224	63	24	5	5216	28	222	858	284	3	65	10332	676	1417	0	27529	0	304
171688	410	779	448	224	224	65	23	4	5413	29	226	845	312	4	73	11641	717	1456	0	28923	0	274
171393	425	810	467	231	213	68	22	1	5640	32	231	839	269	5	68	10539	713	1523	0	30234	0	288
171088	437	840	498	226	221	73	27	2	5851	33	237	853	258	3	60	10543	726	1596	0	29033	0	299
170742	469	874	520	245	224	77	28	2	6073	35	244	856	299	3	73	11215	767	1670	0	29403	0	339
170494	430	902	495	272	231	77	23	4	6317	39	249	860	340	3	79	11235	807	1623	0	50039	0	241
170243	379	916	523	285	219	77	22	5	6566	43	255	838	318	3	67	10015	795	1626	0	50914	0	245
169935	407	882	557	280	245	83	23	6	6807	44	264	870	335	8	87	11302	830	1647	0	46656	0	299
169648	411	897	544	276	259	85	24	5	7069	46	269	875	355	2	91	11980	887	1609	0	48510	0	277
169341	434	916	541	269	253	83	28	4	7343	47	274	868	325	6	83	10678	906	1618	0	48583	0	299
169039	448	909	554	263	266	77	33	5	7612	47	280	847	255	7	81	9733	906	1644	0	47464	0	294
168741	448	912	569	275	279	76	32	6	7863	48	284	826	143	7	68	9252	899	1692	0	46892	0	294
168487	423	882	564	298	278	75	31	8	8141	52	294	828	279	6	90	8981	900	1651	0	77880	0	242
168241	417	861	557	286	283	72	36	7	8419	53	301	837	312	6	79	9580	924	1588	0	79150	0	239
167960	416	850	572	273	304	79	41	7	8671	54	306	856	357	9	73	10005	923	1612	0	47103	0	275
167648	419	879	570	279	290	79	42	9	8947	57	314	865	269	3	76	9487	906	1652	0	46713	0	304
167354	439	889	550	269	297	78	47	8	9226	58	318	850	283	4	69	9629	907	1662	0	46364	0	289
167085	413	898	549	265	288	76	45	10	9520	60	324	841	303	6	90	8313	924	1610	0	46109	0	262
166802	422	882	564	259	272	82	46	10	9798	63	333	827	367	4	81	8107	905	1622	0	45043	0	276
166575	390	848	552	264	269	81	48	12	10087	64	343	834	334	10	84	7904	886	1566	0	77464	0	219
166372	356	829	549	258	258	89	43	12	10352	68	347	832	151	0	81	9913	889	1493	0	79303	0	199
166128	354	793	520	281	260	89	45	12	10626	71	354	823	252	2	71	11016	890	1452	0	47974	0	235
165895	364	744	527	285	271	92	45	11	10869	72	358	834	311	4	67	9917	852	1476	0	47468	0	227
165605	403	752	513	288	251	99	49	10	11125	74	364	827	249	3	77	9650	849	1506	0	46219	0	283
165349	411	745	505	285	252	100	48	9	11382	78	369	870	259	3	73	10152	854	1492	0	46665	0	250
165074	419	747	503	286	268	95	44	10	11624	83	380	815	259	9	77	10912	864	1498	0	47446	0	266
164860	392	753	492	269	250	101	48	9	11886	86	387	839	299	6	74	11605	904	1401	0	79818	0	207
164676	355	738	481	262	245	102	54	7	12131	86	396	860	281	4	72	10982	879	1358	0	80021	0	173
164468	323	732	502	257	241	105	54	8	12351	90	402	868	121	1	72	11514	868	1346	0	48071	0	201
164234	337	736	503	241	220	99	51	8	12601	95	408	861	327	7	60	9122	828	1359	0	48321	0	227
164026	347	709	495	247	221	100	47	7	12826	99	409	821	289	3	63	8556	794	1372	0	46024	0	206
163797	343	728	472	244	214	104	45	8	13063	103	412	813	272	2	61	8996	777	1373	0	45488	0	225
163554	374	716	478	225	203	104	41	9	13305	110	414	827	297	3	72	9274	789	1352	0	46412	0	238
163357	352	699	479	240	209	97	41	9	13515	113	422	832	256	4	68	8221	799	1318	0	78296	0	188
163153	324	738	465	232	201	97	43	10	13730	115	425	842	266	5	53	8659	792	1308	0	78630	0	201
162922	322	728	464	238	204	97	44	11	13957	117	429	853	148	2	53	7515	770	1327	0	45461	0	227
162702	309	710	464	233	221	93	43	9	14192	121	436	841	329	9	69	9167	783	1290	0	44708	0	213
162477	311	703	452	234	216	87	42	11	14435	122	443	847	106	3	55	9714	778	1267	0	46621	0	219
162239	324	712	464	214	229	84	44	10	14636	125	452	797	277	3	59	9375	783	1288	0	46414	0	231
162040	329	662	470	215	242	77	43	9	14862	129	455	809	242	4	54	9632	739	1299	0	46293	0	193
161876	290	640	478	202	226	72	48	9	15101	129	462	796	341	5	69	9501	697	1259	0	78212	0	158
161691	279	643	471	180	229	70	43	13	15314	133	467	833	281	2	62	9024	711	1204	0	79005	0	180
161495	275	635	451	198	234	65	42	13	15518	135	472	855	279	6	56	10253	715	1185	0	46625	0	190
161288	284	629	451	189	221	64	43	11	15740	136	477	854	117	5	60	9432	673	1208	0	47340	0	201
161084	306	620	441	201	238	61	46	6	15912	138	480	842	278	4	58	11081	728	1185	0	46381	0	201
160882	305	630	444	208	217	62	42	8	16106	143	486	827	259	4	63	11276	753	1155	0	48176	0	195
160710	294	606	441	203	206	66	41	9	16317	146	494	847	255	4	66	10016	704	1153	0	47803	0	162
160543	272	603	421	212	204	72	41	7	16511	148	499	842	330	3	61	9554	701	1124	0	78674	0	162
160367	271	580	417	194	219	73	45	5	16713	149	500	848	111	5	67	9051	733	1066	0	78549	0	173
160187	260	583	411	183	197	74	42	6	16932	155	503	850	114	3	64	8592	724	1026	0	46360	0	176
160058	233	548	411	184	182	74	43	7	17128	157	508	860	297	4	48	8028	703	972	0	78059	0	124
159930	209	538	377	185	175	70	43	7	17324	162	513	839	253	3	47	7403	648	949	0	77616	0	123
159798	194	528	363	182	171	67	41	7	17501	165	516	838	114	2	40	6854	617	929	0	77473	0	129
159670	203	466	348	175	167	72	38	9	17694	170	521	848	297	3	51	6841	576	893	0	76933	0	126
159567	198	404	326	178	170	67	39	10	17875	171	528	882	287	10	40	6500	547	835	0	77368	0	98
159471	182	380	318	152	162	73	34	11	18043	176	531	874	303	6	45	6406	534	767	0	76812	0	94
