S	E	I1	I2	I3	I4	I5_h	I6_h	R_h	R	D1	D2	H	T	P1	P2	Q	QT	NQ	MUT	HOM	VAC	NI
178924	127	108	48	45	48	7	4	0	222	0	0	239	0	0	0	62	62	325	0	179533	0	0
178863	110	160	53	36	41	9	6	0	253	0	2	392	373	2	87	131	79	336	0	17601	0	59
178791	109	192	57	34	48	11	8	0	278	0	5	456	259	0	11	455	90	369	0	17827	0	68
178704	120	211	72	32	50	12	7	1	315	0	9	550	297	2	19	1400	99	405	0	18715	0	82
178613	122	244	74	42	57	12	7	1	348	0	13	623	264	1	18	1600	112	446	0	19190	0	87
178506	139	262	82	47	68	10	7	0	396	0	16	657	265	6	18	1858	123	492	0	20490	0	103
178426	133	277	97	59	65	11	7	0	440	0	18	671	260	2	28	2320	166	483	0	42867	0	79
178344	128	274	122	66	63	12	8	1	492	0	23	741	249	3	27	3707	208	465	0	44058	0	76
178236	140	282	133	62	72	11	7	1	560	1	28	753	334	1	20	4870	230	477	0	22702	0	103
178097	151	303	137	79	82	11	6	1	627	2	37	820	302	3	21	5019	258	511	0	22803	0	128
177966	175	299	161	76	94	15	10	1	692	3	41	858	258	1	30	5366	284	546	0	23128	0	127
177834	190	313	161	84	105	15	12	0	766	3	50	841	323	2	35	6059	318	562	0	23813	0	123
177714	184	343	170	93	94	16	12	0	847	3	57	879	248	2	25	5779	312	600	0	25098	0	113
177610	169	361	189	93	90	19	14	0	925	4	59	888	275	1	25	5409	343	592	0	45927	0	101
177505	167	348	193	95	107	17	16	0	1019	4	62	910	274	0	22	6051	340	603	0	46488	0	100
177379	159	366	188	105	110	18	18	0	1116	5	69	886	251	2	38	6144	355	609	0	24355	0	118
177236	183	374	199	100	113	19	18	2	1211	5	73	898	265	1	32	6043	364	642	0	24875	0	139
177103	190	382	213	108	106	23	16	2	1303	7	80	856	135	2	30	5201	372	666	0	24331	0	126
176960	197	417	202	112	105	27	17	2	1404	7	83	877	282	2	21	5318	368	709	0	23437	0	139
176822	193	425	212	119	101	35	16	1	1509	10	90	878	334	1	38	6480	370	731	0	24226	0	131
