S	E	I1	I2	I3	I4	I5_h	I6_h	R_h	R	D1	D2	H	T	P1	P2	Q	QT	NQ	MUT	HOM	VAC	NI
174272	351	642	380	177	167	46	23	2	3284	21	168	833	285	2	52	6953	563	1223	0	24486	0	235
174000	361	719	368	176	168	48	21	4	3474	25	169	853	271	1	66	7089	585	1276	0	26273	0	270
173796	343	713	393	182	170	47	25	4	3660	25	175	853	135	4	48	7259	566	1307	0	47399	0	196
173565	356	700	439	186	174	49	24	6	3829	27	178	846	367	3	58	7799	596	1332	0	47308	0	227
173307	360	723	433	192	201	48	24	7	4023	29	186	841	296	5	61	8459	629	1352	0	26059	0	250
173051	380	724	443	211	203	50	23	8	4220	32	188	822	264	2	62	8788	652	1382	0	26605	0	252
172771	411	736	448	222	218	60	25	8	4408	32	194	830	281	5	64	7357	679	1441	0	27090	0	275
172463	451	783	449	225	208	62	25	8	4627	36	196	849	246	2	63	8870	689	1514	0	26619	0	305
172153	454	857	445	214	212	68	28	7	4857	37	201	832	334	3	76	9073	730	1548	0	28403	0	304
171893	426	874	482	211	216	71	29	7	5077	38	209	870	340	6	66	8999	720	1589	0	48436	0	248
171621	400	901	486	221	230	77	30	6	5305	39	217	862	274	4	71	8245	754	1591	0	48628	0	262
171285	423	920	539	230	248	69	30	6	5521	40	222	852	281	4	74	8889	785	1674	0	27438	0	330
170970	461	917	553	249	251	69	31	4	5762	40	226	850	261	6	91	9220	872	1659	0	26997	0	309
170636	476	941	583	249	243	71	28	5	6030	43	228	860	273	5	89	10251	918	1673	0	27991	0	330
170265	499	997	600	255	252	74	27	3	6278	46	237	869	264	5	69	10379	940	1764	0	28345	0	361
169866	532	1034	627	278	249	74	27	2	6549	49	246	879	300	6	70	10560	942	1879	0	29191	0	390
169568	518	1028	620	286	275	76	26	1	6831	52	252	869	340	4	61	9570	912	1917	0	49692	0	288
169254	490	1067	628	295	276	79	25	2	7105	54	258	853	304	1	93	9614	940	1920	0	49561	0	308
168921	510	1046	660	306	285	80	28	1	7378	54	264	872	334	7	84	11575	966	1949	0	47571	0	323
168614	500	1058	648	306	294	86	26	2	7675	56	268	871	342	3	76	11934	981	1937	0	48595	0	300
168264	512	1069	646	313	316	83	29	2	7969	57	273	868	321	5	89	11856	1002	1966	0	48886	0	343
167915	507	1047	670	324	341	84	26	5	8276	60	278	871	255	5	102	12055	1028	1971	0	48778	0	342
167538	518	1073	697	322	330	83	30	5	8592	60	285	872	289	7	94	11839	1029	2024	0	48865	0	370
167235	496	1068	689	323	318	81	29	7	8927	63	297	837	326	3	101	10964	1036	1968	0	79694	0	289
166978	462	1036	665	313	332	81	31	6	9257	66	306	846	289	3	84	11135	1036	1884	0	80069	0	249
166649	475	977	685	310	363	86	34	6	9572	67	309	890	288	5	92	10403	1034	1896	0	47579	0	323
166295	483	1009	649	316	349	92	31	6	9912	70	321	891	274	9	100	11361	1044	1885	0	48330	0	340
165951	483	1028	660	310	335	88	35	7	10237	71	328	867	278	3	88	11355	1056	1883	0	48314	0	337
165642	473	1034	664	317	322	88	34	8	10542	74	335	853	353	7	98	10083	1058	1874	0	47344	0	300
165311	496	1007	673	309	325	94	39	7	10858	76	338	856	292	6	83	10605	1085	1858	0	47064	0	327
165048	493	939	666	329	310	99	38	8	11179	78	346	861	327	8	83	10361	1053	1821	0	79144	0	253
164779	451	955	646	313	311	102	38	7	11498	80	353	847	373	5	100	11688	1059	1757	0	80202	0	260
164497	436	929	633	314	321	107	38	8	11806	83	361	832	259	6	85	11185	1062	1716	0	47965	0	275
164190	458	929	613	299	326	106	44	7	12113	83	365	849	310	5	98	11226	1064	1711	0	48072	0	303
163861	467	960	592	307	316	107	47	5	12417	85	369	864	246	8	89	12427	1058	1738	0	48050	0	325
163570	493	913	595	302	324	110	51	3	12707	90	375	864	253	4	71	12130	1055	1733	0	49235	0	284
163274	499	879	593	314	319	110	50	3	13011	95	386	814	269	7	87	11341	1057	1707	0	48833	0	282
163028	471	877	591	309	296	108	57	3	13304	98	391	832	311	4	92	10709	1016	1693	0	79621	0	241
162784	407	920	567	291	287	114	63	3	13599	98	400	847	286	8	91	10561	1011	1638	0	79822	0	233
162478	424	924	569	294	280	119	66	3	13869	101	406	846	275	3	80	10240	1030	1646	0	48012	0	301
162218	431	901	553	286	263	122	70	5	14167	101	416	866	311	4	83	10658	1016	1610	0	46792	0	252
162000	410	851	572	299	280	126	71	5	14397	104	418	846	275	4	76	11982	1006	1603	0	48089	0	216
161747	376	890	569	297	276	116	62	8	14660	111	421	854	266	4	85	12011	1004	1582	0	48780	0	248
161477	396	866	571	287	269	109	59	8	14950	116	425	843	305	5	82	11422	976	1581	0	48864	0	264
161249	363	829	592	297	281	98	60	7	15205	121	431	882	263	9	85	10249	965	1555	0	79546	0	217
161047	327	800	573	298	295	98	60	7	15470	123	435	900	264	5	88	10802	973	1478	0	79444	0	200
160762	354	779	520	310	293	92	54	8	15791	129	441	868	322	4	64	12815	931	1471	0	49488	0	279
160512	379	752	514	286	279	92	49	8	16082	134	446	846	326	6	70	12247	863	1488	0	49563	0	245
160259	372	773	508	271	251	92	52	8	16358	135	454	851	342	4	69	10979	819	1500	0	48600	0	244
160016	373	779	520	255	249	87	52	8	16593	141	460	825	272	4	73	10652	832	1483	0	47769	0	235
159749	377	795	506	248	270	79	51	6	16847	144	461	844	252	6	60	8664	804	1522	0	47274	0	265
159542	355	762	503	247	269	83	50	7	17103	147	465	802	296	8	79	8045	819	1450	0	77508	0	204
159346	330	735	521	236	267	85	40	11	17337	154	471	837	264	4	60	8751	798	1416	0	78601	0	192
159117	328	752	481	229	272	87	43	13	17581	154	476	846	278	5	77	10355	803	1389	0	45972	0	222
158882	354	730	458	242	262	87	49	13	17820	155	481	822	281	1	77	9952	805	1377	0	47367	0	231
158674	344	725	466	240	266	88	42	14	18029	162	483	823	276	7	81	8217	804	1367	0	46725	0	205
158449	331	716	478	240	266	90	36	18	18251	167	491	808	333	6	74	9703	824	1333	0	46058	0	215
158214	342	719	450	237	250	89	37	17	18510	169	499	828	254	6	72	10393	817	1307	0	46455	0	228
158034	304	718	445	239	247	89	41	13	18729	171	503	820	336	4	78	10246	825	1258	0	79053	0	174
157868	276	669	456	240	248	83	38	13	18960	174	508	817	336	6	73	10710	804	1206	0	79320	0	161
157674	276	653	448	240	230	77	37	13	19196	177	512	845	278	7	55	10751	769	1192	0	48174	0	190
157508	263	627	444	230	226	78	40	14	19407	177	519	851	300	2	59	9438	713	1195	0	78660	0	161
157340	282	578	426	234	211	76	43	10	19631	178	524	834	248	2	50	9357	675	1175	0	78536	0	163
157216	257	552	396	235	204	77	45	10	19836	180	525	859	306	6	63	7318	657	1109	0	78491	0	122
157096	232	504	400	226	198	79	47	12	20029	182	528	865	308	5	71	8913	646	1040	0	78392	0	116
156987	194	504	351	216	187	80	49	11	20240	183	531	904	273	4	53	9405	623	958	0	78300	0	105
156869	191	470	338	204	166	78	45	13	20438	186	535	891	129	3	43	7303	589	903	0	78058	0	115
156742	188	431	336	198	174	76	44	15	20604	188	537	873	279	3	57	8102	584	863	0	44542	0	125
156618	200	405	321	179	155	77	44	12	20788	192	542	845	252	3	52	8301	573	808	0	45284	0	120
156533	181	378	311	182	142	78	47	11	20931	193	546	824	243	2	46	8269	567	752	0	78046	360	81
156443	160	342	320	166	149	78	45	10	21075	196	549	858	276	3	38	8295	545	715	0	69132	360	87
156359	149	320	299	145	132	79	39	12	21243	203	553	814	104	1	37	8334	496	667	0	69432	360	81
156266	136	329	258	133	123	73	37	13	21396	206	563	844	269	1	32	8765	479	610	0	69499	360	83
156183	132	311	246	119	127	70	36	13	21520	210	566	824	115	5	37	7038	447	594	0	69802	360	80
156082	140	297	229	111	112	68	33	14	21663	211	573	842	282	1	30	6184	396	594	0	39954	360	95
155989	141	281	228	112	116	61	29	15	21771	215	575	875	126	1	32	6116	389	579	0	39242	360	92
155891	136	297	210	103	105	51	31	13	21899	215	582	858	284	1	35	6341	380	553	0	39269	360	93
155795	141	290	211	108	110	50	32	12	21982	216	586	858	240	2	30	5209	367	575	0	39783	360	91
155691	144	300	206	107	99	51	30	13	22087	217	588	881	173	2	28	4461	354	583	0	38261	360	103
155594	146	288	216	104	90	50	28	14	22190	218	595	846	122	3	29	4220	330	592	2	66695	360	71
155495	156	281	199	100	98	46	26	13	22300	221	598	889	131	2	33	5037	332	574	4	67387	360	76
155357	165	310	196	96	100	38	30	12	22399	223	607	883	296	3	34	5651	343	592	7	39283	360	115
155243	169	322	207	99	98	38	30	11	22478	224	614	875	285	0	28	5896	335	628	9	39095	360	90
155118	175	330	208	101	93	34	30	11	22591	224	618	840	120	0	26	6016	315	656	12	39339	360	102
154967	188	361	217	104	98	31	27	10	22679	228	623	850	105	1	19	6496	310	716	15	39367	360	129
154860	172	382	223	98	106	29	25	10	22771	230	627	836	350	1	33	6393	313	722	17	39831	360	103
154737	165	406	216	97	108	29	23	11	22875	233	633	837	281	0	32	5363	321	723	18	67715	360	117
154643	148	400	233	102	111	27	19	6	22971	237	636	853	95	2	34	6933	330	710	20	67979	360	90
154516	156	396	248	99	111	30	18	6	23074	238	641	836	267	4	23	6909	332	726	22	40260	360	123
154352	184	408	244	110	116	33	17	7	23180	239	643	828	279	2	35	6447	341	771	24	40089	360	161
154188	193	434	256	113	116	33	16	8	23285	240	651	790	137	5	34	6159	342	819	26	39971	360	156
154034	200	445	261	123	117	28	14	7	23401	243	660	814	275	3	38	6010	362	826	28	39490	360	146
153903	196	439	274	138	113	27	15	5	23515	244	664	826	245	1	36	5828	380	822	30	39096	360	127
153775	206	411	276	123	130	29	14	5	23648	245	671	855	304	6	35	5919	385	804	32	67652	360	124
153655	198	400	281	130	129	28	15	5	23771	245	676	828	276	3	47	5746	414	767	34	68074	360	116
153508	205	399	287	128	124	30	16	5	23904	245	682	837	263	3	33	6233	411	778	36	38606	360	138
153346	222	422	272	121	111	32	16	4	24055	245	687	843	258	3	35	5128	392	804	37	38411	360	159
153185	234	442	280	107	120	33	19	4	24174	245	690	864	233	3	37	5281	421	814	38	38467	360	156
153018	228	462	290	116	124	34	21	2	24295	246	697	840	304	1	42	5008	447	828	39	38667	360	160
152860	236	489	276	124	120	31	20	2	24426	248	701	880	275	4	40	4139	433	863	40	38062	360	153
152738	224	463	280	131	135	31	23	2	24548	248	710	888	272	4	36	3638	445	842	41	66295	360	116
152614	209	443	270	130	145	30	23	3	24698	250	718	891	251	2	33	3586	428	822	42	66304	360	115
152454	217	441	273	140	154	32	21	5	24822	251	723	888	297	1	50	5203	472	806	43	38355	360	155
152305	214	439	275	148	150	36	23	5	24957	252	729	930	286	3	47	5405	484	801	44	38322	360	142
152137	226	462	279	146	143	36	25	5	25086	254	734	953	238	1	44	5547	484	833	44	38696	360	162
151980	232	467	277	149	144	34	23	5	25228	255	739	953	262	2	48	6909	497	829	45	38936	360	153
151805	226	475	315	149	152	33	20	6	25349	257	746	916	304	5	43	6793	513	857	47	40369	360	169
151658	242	454	305	162	154	34	19	7	25488	260	750	895	314	1	35	6726	508	862	49	67958	360	143
151526	235	444	317	162	153	33	21	7	25619	260	756	886	333	1	47	7225	530	835	50	68744	360	126
151343	241	480	312	153	147	30	18	7	25782	262	758	865	288	4	44	8073	529	852	53	40953	360	181
151147	273	501	313	152	145	34	16	7	25915	267	763	883	285	1	39	8728	536	898	55	41617	360	192
150971	283	522	298	146	149	37	16	8	26066	268	769	880	287	2	40	7758	530	921	58	41895	360	170
150799	268	536	314	150	158	35	16	8	26206	270	773	909	310	3	34	7938	496	981	59	40985	360	165
150613	259	574	314	152	165	39	16	8	26343	271	779	912	275	4	57	7785	510	1009	61	41072	360	181
150451	266	540	333	155	170	41	18	9	26494	272	784	904	247	0	54	7851	531	992	64	69024	360	157
150325	236	524	331	153	167	42	18	9	26667	274	787	878	244	1	50	6670	530	941	65	69753	360	120
150111	249	560	332	154	168	46	19	9	26819	274	792	865	281	4	41	6740	555	973	68	40370	360	209
149885	301	538	349	170	169	47	23	8	26972	274	797	858	275	3	51	7299	566	1031	70	40064	360	223
149681	313	554	364	169	163	53	22	8	27129	277	800	867	325	1	49	6936	557	1081	72	40443	360	201
149448	355	571	368	171	151	54	21	7	27305	279	803	858	282	4	48	6991	575	1116	73	40405	360	228
149237	337	608	372	185	155	57	24	5	27465	280	808	878	285	2	39	7449	571	1167	74	40189	360	203
149053	313	629	385	177	168	59	28	5	27621	281	814	847	268	4	56	7673	591	1168	75	68758	360	179
148855	313	625	400	169	178	62	28	6	27796	283	818	875	294	3	56	7678	622	1153	76	69300	360	194
148642	320	606	418	180	202	61	29	7	27958	285	825	851	281	1	53	8268	626	1190	77	41337	360	207
148387	351	629	413	187	223	61	28	7	28131	286	830	866	259	2	57	7428	657	1235	79	41400	360	251
148146	359	664	421	182	210	65	31	7	28327	286	835	829	269	2	64	7824	675	1257	79	41027	360	235
147854	394	718	419	199	204	59	33	7	28520	288	838	870	325	2	62	8749	699	1327	80	41110	360	286
147567	415	743	436	222	211	66	30	6	28703	291	843	862	278	3	51	7800	706	1417	82	42011	360	283
147329	406	756	438	232	203	67	33	6	28924	292	847	858	292	2	66	7769	738	1397	82	68903	360	232
147116	384	764	464	244	205	71	32	5	29103	295	850	837	262	4	72	7418	766	1398	82	69115	360	208
146807	404	817	467	239	214	65	34	6	29328	295	857	864	352	4	70	7518	793	1447	83	40930	360	300
146513	413	841	479	252	238	65	33	8	29533	298	860	855	275	3	66	7593	829	1492	84	40702	360	289
146186	446	873	490	249	263	66	30	10	29750	301	869	858	295	2	83	8591	897	1520	84	40833	360	319
145883	456	864	492	284	269	65	32	9	30003	302	874	859	272	4	84	9829	883	1579	85	41804	360	299
145561	465	879	509	304	270	69	34	8	30252	304	878	863	290	5	87	9867	877	1653	86	43103	360	317
145307	444	874	518	305	269	77	36	9	30503	306	885	834	270	4	89	8996	873	1650	87	78206	360	250
145070	410	884	527	287	252	77	37	9	30786	308	886	857	129	3	95	8033	882	1592	87	78116	360	234
144741	414	950	531	279	275	78	38	9	31015	310	893	862	305	3	60	9187	909	1656	88	45096	360	322
144412	461	913	561	278	295	78	33	11	31278	316	897	880	301	3	71	9293	909	1710	89	45983	360	323
144094	474	941	545	274	303	79	29	10	31560	321	903	841	341	5	81	9831	909	1736	89	46018	360	312
143743	501	959	565	285	309	86	32	9	31814	324	906	835	364	4	77	8863	902	1835	90	46037	360	347
143392	512	997	559	292	324	87	37	9	32089	326	909	842	350	3	97	9528	959	1849	91	45639	360	347
143100	479	1019	565	301	314	92	41	8	32370	330	914	846	280	3	103	8174	1008	1803	91	77849	360	284
142805	452	1018	583	314	304	93	41	8	32665	332	918	866	354	1	101	7274	986	1819	92	77773	360	293
142444	500	1008	585	341	295	93	37	9	32962	336	923	862	353	1	94	10175	1002	1857	92	46267	360	354
142062	550	1016	604	311	310	94	45	8	33266	337	930	899	343	3	80	11855	1002	1928	93	47182	360	374
141691	570	1056	617	306	309	95	48	7	33557	341	936	884	334	3	95	12494	1023	1978	93	49093	360	367
141353	558	1089	620	308	313	92	49	7	33858	342	944	842	296	5	89	11770	1061	1968	93	49111	360	329
140988	571	1083	629	340	321	98	52	6	34151	344	950	841	342	4	78	12783	1047	2047	93	48699	360	360
140701	528	1077	636	317	311	110	57	5	34489	348	954	853	303	3	102	12421	1063	1973	93	80440	360	283
140413	480	1065	663	318	303	105	55	5	34814	353	959	866	325	3	103	12453	1115	1874	94	72389	360	281
139998	517	1105	666	324	315	105	61	3	35121	354	964	844	375	7	77	11353	1081	2012	94	45380	360	411
139576	559	1117	711	334	321	107	56	5	35420	360	967	849	309	3	114	11411	1090	2115	94	44369	360	418
139189	595	1142	725	315	323	112	61	4	35730	363	974	843	345	5	101	9428	1074	2199	94	44454	360	379
138744	634	1205	729	321	329	115	62	2	36046	368	978	852	273	6	108	9421	1086	2309	95	42195	360	444
138325	642	1253	714	318	359	115	63	1	36389	371	983	853	337	9	93	8380	1057	2407	95	42225	360	416
137953	602	1300	733	327	350	111	67	2	36724	372	992	876	296	1	110	9386	1099	2391	96	69463	360	364
137587	590	1246	782	348	382	103	70	3	37044	374	1004	871	271	4	105	10316	1144	2377	96	70358	360	353
137156	592	1311	754	357	367	104	69	4	37435	380	1004	886	318	9	122	11271	1237	2317	96	44474	360	430
136682	640	1322	758	381	375	103	72	5	37800	384	1011	877	329	3	109	11315	1249	2402	96	44367	360	467
136228	690	1299	795	390	385	99	72	8	38163	388	1016	890	349	6	108	11705	1274	2456	96	44494	360	450
135781	698	1292	847	384	375	98	73	10	38558	391	1026	840	337	4	113	13810	1306	2461	97	45457	360	439
135293	735	1341	841	392	379	101	70	8	38944	400	1029	839	277	2	106	13968	1271	2588	97	47400	360	478
134898	695	1339	882	406	402	101	65	11	39295	405	1034	836	307	7	122	13972	1316	2574	97	72754	360	388
134529	644	1346	860	405	409	100	64	11	39714	410	1041	840	352	5	129	13185	1321	2507	97	72772	360	362
134064	655	1397	866	411	396	104	65	16	40099	414	1046	871	318	6	137	11906	1378	2516	97	46327	360	458
133581	685	1439	878	409	388	100	62	16	40500	422	1053	910	264	3	141	12259	1424	2537	97	44566	360	474
133118	709	1429	879	427	415	95	60	18	40902	425	1056	900	336	5	111	11953	1392	2622	97	45892	360	457
132652	713	1435	891	424	423	88	59	19	41333	432	1064	891	340	8	127	12933	1393	2640	97	44817	360	459
132151	722	1475	909	416	433	99	61	19	41740	438	1070	876	296	8	135	13667	1445	2670	98	46002	360	495
131787	687	1416	950	418	437	105	60	17	42135	441	1080	837	297	3	137	13144	1468	2605	98	72551	360	355
131416	603	1434	944	447	417	107	64	14	42561	444	1082	838	341	8	136	12170	1478	2538	98	73090	360	369
130947	616	1419	1010	410	426	111	64	13	42983	450	1084	838	348	7	108	13850	1469	2587	98	45872	360	465
130497	664	1369	1000	390	441	122	67	11	43430	454	1088	834	284	5	139	14522	1477	2576	98	46609	360	445
130038	688	1355	971	409	449	132	70	11	43863	456	1091	875	275	8	121	14619	1475	2599	98	47246	360	456
129572	721	1358	975	395	462	136	66	10	44280	463	1095	888	276	12	129	15375	1474	2639	98	47355	360	459
129106	720	1438	960	370	441	137	70	9	44716	466	1100	890	315	8	130	13990	1431	2705	98	48145	360	459
128723	687	1397	991	389	425	131	74	11	45127	472	1106	876	350	7	128	13788	1429	2665	99	72701	360	371
128360	626	1396	970	391	419	126	77	11	45574	476	1107	914	271	8	112	13085	1366	2639	99	73653	360	358
127936	630	1365	952	416	436	122	73	10	46003	482	1108	842	319	3	117	13942	1376	2618	99	45791	360	423
127438	692	1368	957	423	450	119	71	11	46405	487	1112	885	277	11	135	13501	1380	2700	99	46922	360	495
126992	702	1378	957	415	439	122	71	10	46836	494	1117	877	342	6	134	13415	1443	2641	99	45848	360	440
126557	715	1390	960	396	431	124	77	8	47257	497	1121	884	332	6	121	14070	1458	2635	99	46437	360	429
126082	701	1439	964	408	419	124	73	10	47679	505	1129	914	309	3	122	13173	1402	2726	99	46869	360	467
125706	664	1384	989	432	401	129	78	9	48100	508	1133	913	319	10	104	12845	1385	2692	99	72361	360	372
125338	616	1404	1004	388	382	120	73	12	48542	516	1138	910	309	6	122	12368	1365	2622	99	72281	360	362
124886	653	1389	980	375	403	117	73	13	48982	521	1141	885	176	4	112	12820	1379	2611	99	45652	360	447
124450	677	1378	956	376	395	112	75	12	49429	527	1146	867	288	6	116	11899	1348	2621	99	45297	360	429
124023	653	1414	932	380	426	108	76	10	49829	532	1150	889	295	2	132	12699	1394	2595	99	45051	360	421
123585	641	1415	945	384	449	101	70	11	50234	539	1159	865	274	7	115	11664	1372	2633	99	46007	360	427
123193	628	1372	947	404	446	101	62	9	50658	549	1164	866	317	8	148	13029	1412	2548	99	44469	360	387
122875	557	1331	924	417	455	101	59	10	51082	554	1168	822	328	3	144	12118	1409	2435	99	72149	360	313
122561	515	1236	926	405	454	98	60	10	51534	558	1176	827	323	6	134	11321	1357	2337	99	72035	360	308
122194	511	1221	894	386	451	92	62	12	51967	563	1180	847	264	3	98	13636	1312	2305	99	45284	360	362
121796	551	1178	880	395	449	94	60	12	52364	568	1186	832	363	3	130	13880	1343	2264	99	46763	360	390
121425	575	1135	859	381	432	95	63	9	52793	574	1192	824	263	6	105	14661	1323	2217	99	46279	360	365
121061	552	1172	832	352	409	99	57	12	53210	579	1198	810	339	7	119	14709	1298	2175	99	46844	360	360
120695	540	1174	819	365	391	96	56	12	53600	583	1202	849	278	2	103	14197	1264	2177	99	47053	360	363
120410	512	1122	819	357	360	91	57	12	53999	587	1207	844	370	5	104	12857	1176	2142	99	72618	360	280
120152	449	1088	810	370	356	92	55	12	54343	589	1217	861	345	6	107	13658	1203	2017	99	73000	360	252
119829	457	1039	806	357	348	93	57	10	54722	592	1223	849	341	6	97	13193	1148	2009	99	47137	360	317
119500	465	1013	790	344	349	93	58	10	55088	593	1230	841	284	4	96	13404	1120	1992	99	45611	360	321
119186	459	992	760	327	338	90	50	13	55486	597	1235	849	271	5	92	13241	1078	1938	99	45894	360	309
118857	452	1030	728	313	306	95	48	13	55846	600	1245	839	286	4	105	11976	1078	1894	99	45903	360	317
118543	464	997	734	314	302	90	46	15	56173	603	1252	831	316	2	88	12815	1048	1899	99	45308	360	310
118312	421	950	728	317	304	91	46	15	56481	609	1259	826	335	4	96	11885	1004	1853	99	72008	360	226
118090	366	923	699	315	293	89	47	18	56813	613	1267	806	274	2	87	11808	962	1770	99	71604	360	214
117807	382	894	681	309	283	84	50	13	57144	617	1269	805	332	2	93	12990	951	1732	99	44867	360	282
117518	399	896	660	278	274	98	51	13	57453	619	1274	781	264	1	90	11972	941	1715	99	45562	360	287
117254	407	893	646	268	278	103	49	15	57719	623	1278	823	318	1	89	11157	948	1696	99	44577	360	260
116993	416	846	640	269	265	99	49	14	58024	630	1288	796	266	1	84	11024	914	1670	99	43712	360	254
116743	394	836	634	279	267	88	47	16	58303	633	1293	786	304	6	74	10293	886	1659	99	43818	360	245
116545	368	819	613	268	245	93	49	15	58585	633	1300	803	350	3	77	9031	850	1605	99	70163	360	196
116364	320	808	577	254	234	94	47	13	58884	637	1301	807	259	7	67	8951	820	1514	99	70043	360	180
116150	311	780	592	239	222	91	40	12	59147	645	1304	794	311	4	64	8869	782	1493	99	42370	360	211
115904	334	740	569	241	232	89	38	12	59420	647	1307	800	323	4	69	7988	767	1476	99	41779	360	244
115706	349	666	568	231	225	88	38	13	59683	651	1315	764	247	3	72	8722	772	1393	99	41660	360	191
115514	316	662	575	223	205	85	33	13	59931	656	1320	777	316	3	74	9428	751	1348	99	41894	360	188
115333	303	634	543	217	200	79	35	11	60195	657	1326	805	328	6	58	10826	703	1308	100	42108	360	173
115200	257	620	502	212	191	74	34	9	60444	661	1329	805	321	6	50	10638	661	1229	100	70426	360	129
115059	228	588	491	190	192	71	33	10	60677	662	1332	832	240	0	53	10421	635	1158	100	70501	360	138
114894	238	546	487	179	185	70	29	9	60895	666	1335	818	322	2	57	11066	646	1088	100	44127	360	162
114746	231	521	456	176	169	69	32	9	61115	668	1341	820	315	1	48	10281	592	1062	100	43685	360	145
114588	223	527	442	163	149	69	29	9	61313	673	1348	786	333	3	45	9735	560	1042	100	43244	360	152
114448	221	494	444	158	153	67	27	9	61483	676	1353	786	344	1	47	9467	542	1022	100	42774	360	135
114303	239	456	446	148	151	63	20	11	61654	682	1360	792	271	3	54	9975	518	1005	100	42777	360	143
114197	218	448	407	143	147	63	17	11	61834	685	1363	786	323	6	41	8319	495	948	100	69983	360	105
114111	178	437	389	138	141	61	17	9	61999	685	1368	806	265	3	41	7495	467	894	100	69068	360	83
113991	165	428	368	132	134	56	21	10	62171	685	1372	807	284	0	37	8865	457	847	100	41120	360	118
113886	168	387	363	135	125	52	20	9	62325	687	1376	791	261	4	34	9420	444	806	100	42154	360	102
113759	173	388	347	128	115	49	20	8	62480	687	1379	838	122	0	39	9115	425	795	100	42357	360	122
113667	168	357	316	123	115	48	21	8	62640	687	1383	826	355	3	33	9041	405	743	100	42198	360	89
113559	163	367	297	109	107	43	20	9	62782	688	1389	809	302	2	26	8957	376	730	100	41860	360	104
113477	154	345	286	112	101	35	19	8	62919	688	1389	841	343	0	28	8105	345	707	100	68998	360	80
113410	131	320	280	108	92	32	17	6	63056	690	1391	877	248	0	41	7890	344	636	100	69057	360	64
113328	118	295	285	115	88	25	16	6	63168	693	1396	872	107	2	24	7438	335	607	100	41311	360	77
