S	E	I1	I2	I3	I4	I5_h	I6_h	R_h	R	D1	D2	H	T	P1	P2	Q	QT	NQ	MUT	HOM	VAC	NI
175716	230	467	256	106	136	37	13	0	2415	17	140	843	341	3	40	4170	405	840	0	45909	0	143
175515	242	491	274	123	147	33	15	0	2529	17	147	846	347	2	45	5878	440	885	0	23966	0	193
175311	278	511	296	126	156	36	14	1	2632	18	154	826	316	5	41	6059	467	950	0	23941	0	198
175127	291	528	301	132	144	34	12	1	2781	20	162	813	274	4	37	7282	456	986	0	24069	0	175
174926	296	552	316	142	143	39	12	1	2916	21	169	836	281	2	42	7255	453	1047	0	25671	0	193
174695	306	589	327	148	148	38	9	2	3076	25	170	847	273	1	49	7978	459	1106	0	26195	0	229
174494	307	601	344	152	163	43	10	2	3216	25	176	849	134	1	61	7272	512	1108	0	48142	0	194
174285	296	628	350	151	173	45	12	4	3384	25	180	842	360	1	49	7946	535	1120	0	47542	0	204
174060	311	635	376	163	171	44	13	4	3543	27	186	838	305	2	65	9212	570	1143	0	27096	0	219
173823	322	645	390	167	188	49	14	4	3715	28	188	828	274	5	52	8770	583	1192	0	27155	0	234
173556	336	688	379	180	195	50	15	4	3908	28	194	852	280	9	58	7200	609	1234	0	26712	0	262
173280	374	707	402	197	184	54	12	6	4091	29	197	872	263	3	62	9740	645	1285	0	25298	0	272
173011	383	758	405	201	178	55	17	4	4289	29	203	864	317	5	51	10173	635	1362	0	29153	0	263
172752	385	770	433	208	191	62	18	5	4468	29	212	879	285	5	71	8878	667	1400	0	49012	0	248
172516	374	778	434	208	211	66	21	4	4673	29	219	876	272	7	58	9108	685	1407	0	48808	0	226
172221	376	819	478	211	220	61	20	4	4869	30	224	878	286	4	76	8503	708	1477	0	27358	0	290
171947	402	829	476	216	223	60	24	3	5098	30	225	849	252	7	76	8666	736	1494	0	26777	0	271
171663	428	830	491	226	226	63	27	2	5318	31	228	842	265	6	80	10297	746	1545	0	27523	0	280
171318	459	853	528	228	236	67	27	2	5548	34	233	845	264	4	68	10929	776	1622	0	28867	0	338
170965	492	888	560	233	236	68	30	3	5779	37	242	858	354	7	80	11055	802	1705	0	29804	0	341
170706	447	923	540	252	237	71	32	3	6036	39	247	844	355	5	76	11264	839	1663	0	50080	0	250
170448	414	928	565	264	236	72	30	4	6279	41	252	845	324	4	73	8588	834	1675	0	50512	0	251
170121	451	907	592	284	249	77	27	6	6514	43	262	859	272	6	81	11194	898	1689	0	46001	0	315
169812	473	915	589	273	262	81	27	5	6789	43	264	870	357	4	78	11579	916	1704	0	48378	0	300
169498	464	949	582	284	271	77	31	6	7060	43	268	874	311	5	80	12054	939	1719	0	48133	0	309
169204	460	930	602	290	284	73	30	8	7332	47	273	870	320	5	82	11707	918	1751	0	48876	0	287
168868	469	979	598	288	269	72	30	7	7626	49	278	841	278	3	75	11091	902	1803	0	48491	0	330
168617	430	957	593	294	271	70	33	7	7922	51	288	843	276	3	92	9179	903	1745	0	79142	0	238
168350	428	947	567	270	296	72	36	6	8212	52	297	849	299	6	79	9788	888	1728	0	78772	0	258
168055	436	912	603	278	299	68	39	7	8482	52	302	860	289	7	83	10106	901	1734	0	46826	0	289
167748	430	934	615	277	289	69	43	6	8758	53	311	869	263	2	76	10116	875	1782	0	46979	0	297
167452	427	945	579	257	294	74	43	9	9085	54	314	870	273	6	90	10278	904	1715	0	46861	0	291
167151	429	952	585	265	269	79	43	11	9375	55	319	835	285	4	93	7955	919	1703	0	46493	0	293
166845	449	940	588	275	284	84	42	10	9636	58	322	860	292	6	70	8065	910	1752	0	44907	0	304
166621	416	908	573	289	273	84	45	10	9927	58	329	861	330	9	70	7328	871	1717	0	77334	0	218
166369	365	925	580	293	288	87	47	8	10172	62	337	849	316	0	85	9597	918	1667	0	78832	0	242
166067	400	888	580	322	283	86	48	10	10442	63	344	839	267	4	85	10046	929	1678	0	47067	0	293
165768	430	883	580	312	282	83	49	10	10724	66	346	845	315	3	87	9820	950	1669	0	46800	0	296
165459	434	912	586	310	260	92	52	8	11000	69	351	863	112	5	79	10088	936	1710	0	46692	0	303
165157	463	875	597	311	272	89	51	9	11278	73	358	897	261	3	72	11309	928	1730	0	47502	0	294
164853	485	855	553	322	278	88	52	10	11587	79	371	849	282	11	96	12592	947	1686	0	48608	0	292
164604	456	851	546	317	277	94	50	9	11870	83	376	861	303	4	88	12028	934	1657	0	80314	0	242
164380	404	859	556	304	269	97	51	9	12133	85	386	890	291	5	92	12359	941	1599	0	80451	0	209
164098	406	867	570	294	254	102	51	9	12400	89	393	879	285	3	78	12524	962	1582	0	49321	0	275
163834	408	866	569	276	240	108	53	10	12679	91	399	856	325	5	81	10352	951	1569	0	49226	0	259
163581	411	848	578	278	254	110	47	9	12921	95	401	797	276	5	68	10206	910	1616	0	46774	0	252
163322	397	865	559	269	255	105	43	12	13200	100	406	803	261	4	74	9263	884	1609	0	46848	0	254
163061	394	872	565	260	262	103	47	11	13448	102	408	835	312	2	84	9041	890	1613	0	46188	0	256
162819	374	867	560	267	270	88	50	8	13712	102	416	846	252	4	80	8726	888	1588	0	78577	0	233
162589	346	865	539	288	270	83	49	10	13972	103	419	872	263	8	81	8771	890	1550	0	78612	0	228
162318	370	855	542	294	253	83	48	10	14232	106	422	849	275	2	56	8690	849	1596	0	47123	0	268
162065	380	828	541	300	258	76	50	10	14486	111	428	824	285	5	73	9202	854	1579	0	45427	0	248
161801	375	827	524	304	244	74	51	11	14773	113	436	842	290	9	77	9704	854	1545	0	46807	0	255
161535	385	821	545	297	249	76	52	13	15002	116	442	806	279	7	82	10291	873	1552	0	46604	0	259
161271	405	794	524	318	255	75	48	13	15264	121	445	814	253	6	68	10805	865	1554	0	47457	0	260
161043	379	786	526	292	254	80	47	12	15537	125	452	787	294	7	78	10333	855	1509	0	78461	0	221
160837	355	766	523	279	253	84	48	11	15789	129	459	829	283	3	80	10896	850	1458	0	79466	0	198
160574	361	784	502	269	259	86	49	11	16044	132	462	863	268	6	66	10582	843	1467	0	47866	0	258
160327	359	783	484	259	271	91	49	13	16297	133	467	824	121	2	64	11667	829	1467	0	47422	0	243
160071	380	779	488	264	268	89	45	10	16532	140	467	810	273	6	85	10938	858	1455	0	49393	0	255
159843	373	775	488	265	271	92	44	10	16757	142	473	809	328	10	77	11603	890	1418	0	48477	0	223
159593	375	771	467	264	269	91	42	13	17025	145	478	814	242	3	69	10606	870	1409	0	48372	0	244
159384	340	781	488	253	258	85	47	11	17262	145	479	807	337	4	87	10176	887	1365	0	79070	0	206
159197	322	739	485	238	271	75	48	13	17517	145	483	823	270	6	78	10286	880	1298	0	79353	0	185
158972	325	734	502	239	247	82	44	16	17735	150	487	841	281	5	62	10143	886	1287	0	47362	0	221
158773	329	691	501	225	259	80	42	14	17972	153	494	806	297	2	50	9634	847	1280	0	79222	0	193
158604	295	670	482	225	257	76	42	13	18219	154	496	794	266	6	78	9634	830	1217	0	78715	0	166
158438	283	630	483	227	235	77	42	10	18451	156	501	831	297	7	64	9633	821	1156	0	79319	0	163
158299	261	568	461	227	216	76	44	10	18703	159	509	838	279	2	55	7524	778	1075	0	78569	0	132
158163	247	517	436	213	213	78	45	10	18938	161	512	859	256	3	55	6959	731	1018	0	76905	0	133
158053	212	494	413	203	186	79	46	9	19159	163	516	850	344	5	61	8434	713	920	0	78004	0	105
157907	214	479	397	188	177	75	39	11	19357	169	520	812	339	0	47	9494	663	906	0	45885	0	143
157778	224	456	363	169	170	81	38	10	19545	173	526	822	241	1	46	8636	615	886	0	46117	0	125
157674	209	428	346	160	171	79	34	11	19712	178	531	786	252	1	55	8217	586	841	0	78093	360	97
157583	175	400	328	149	168	74	32	11	19895	181	537	818	110	3	53	8055	571	755	0	68761	360	86
157501	152	369	314	147	169	66	29	10	20045	185	546	788	266	3	44	7941	571	675	0	69045	360	78
157406	156	345	287	140	141	60	32	10	20216	186	554	826	266	2	29	6675	509	652	0	68777	360	89
157316	158	328	250	141	137	54	28	12	20359	189	561	802	118	1	41	6523	491	605	0	68365	360	86
157228	149	312	242	124	131	53	33	11	20494	189	567	832	272	0	31	8248	474	570	0	41422	360	84
157137	141	311	225	118	119	47	30	12	20629	192	572	823	137	0	25	5976	389	602	0	41346	360	87
157037	147	303	220	110	114	47	24	14	20746	195	576	806	294	2	32	6366	365	600	0	39644	360	96
156936	145	311	221	110	102	41	24	12	20853	196	582	807	313	3	23	5335	345	609	0	39385	360	96
156838	147	291	215	122	105	41	23	10	20958	198	585	844	174	0	26	5567	326	618	0	38577	360	96
156748	143	286	220	115	85	43	23	11	21067	200	592	823	277	3	47	5553	306	609	1	67470	360	68
156637	157	295	198	106	86	48	22	10	21175	203	596	865	310	4	25	6315	293	619	3	67954	360	96
156522	159	304	193	101	94	42	22	11	21273	205	607	854	302	2	35	6349	286	629	5	39424	360	93
156401	183	296	195	104	99	38	22	9	21369	206	611	860	118	2	32	6388	287	650	7	39428	360	101
156284	186	322	196	100	94	36	21	8	21463	207	616	825	340	3	33	4815	292	663	9	39565	360	103
156151	193	340	192	98	100	33	21	8	21568	207	622	831	294	2	25	5440	286	691	12	38620	360	114
156038	182	345	195	112	106	34	19	9	21657	208	628	818	343	5	36	5446	308	685	13	38507	360	107
155919	194	341	207	99	105	31	15	10	21770	210	632	812	264	3	32	4250	308	684	15	67541	360	115
155823	175	348	200	107	106	30	15	10	21875	210	634	846	102	1	30	5246	338	643	16	66816	360	92
155700	179	360	209	102	97	32	15	8	21979	212	640	858	112	2	23	5988	343	651	18	39801	360	120
155574	177	362	230	112	102	34	14	7	22065	213	643	860	123	3	29	4978	356	675	19	39295	360	124
155452	185	363	237	119	96	33	13	6	22165	213	651	851	318	4	28	5543	357	689	21	38279	360	116
155334	194	356	249	117	95	35	11	7	22264	215	656	838	281	6	29	6374	364	693	22	39166	360	113
155210	182	367	250	111	101	35	14	5	22381	216	661	847	254	1	26	6398	360	700	24	39609	360	119
155100	162	372	246	108	99	38	13	5	22508	216	666	848	354	1	37	5353	347	691	25	68074	360	106
154988	176	349	228	118	104	35	15	5	22629	217	669	838	273	2	32	6057	357	668	27	68067	360	110
154861	162	373	241	109	104	35	15	5	22739	218	671	853	250	3	37	6953	387	652	28	39512	360	125
154746	170	354	245	115	99	37	16	5	22850	218	678	856	258	5	34	6213	380	656	29	40182	360	109
154606	186	371	231	105	108	38	16	5	22968	218	681	839	231	2	29	5159	382	673	31	39646	360	136
154491	179	368	235	121	103	44	16	5	23067	218	686	859	91	0	35	6438	394	672	34	38629	360	110
154373	189	359	245	112	107	45	16	7	23169	218	693	888	357	4	32	6714	410	663	36	39800	360	109
154272	177	355	237	117	108	42	17	6	23281	218	703	886	276	1	33	6223	396	657	37	68238	360	93
154191	155	352	245	112	105	39	16	6	23384	218	710	886	233	1	31	5738	390	634	39	68249	360	74
154066	163	329	259	104	121	39	16	6	23494	219	717	862	284	2	29	7191	389	642	41	39821	360	118
153952	165	331	250	106	126	40	16	4	23604	220	719	856	282	3	34	6587	389	645	44	40360	360	113
153840	167	336	236	107	122	42	16	3	23719	222	723	890	249	6	30	6140	374	652	46	39863	360	108
153733	141	365	231	111	108	41	18	2	23831	222	730	871	274	4	36	6053	351	664	47	40027	360	102
153578	162	380	238	120	95	41	18	3	23943	222	733	869	114	1	34	6717	343	711	48	39215	360	149
153446	166	385	236	116	106	43	21	3	24048	223	740	889	263	0	34	6576	369	704	50	68098	360	126
153331	175	382	223	109	109	46	23	2	24165	223	745	903	284	3	31	5428	362	705	52	68012	360	109
153197	181	396	235	99	109	44	22	2	24276	226	746	896	189	2	42	6516	386	700	54	39782	360	132
153055	181	415	235	101	104	47	21	2	24390	229	753	897	275	3	32	6062	388	716	56	39802	360	136
152912	199	401	255	108	112	43	19	2	24493	231	758	883	285	1	36	5664	403	734	58	39468	360	137
152757	219	410	265	112	121	39	16	6	24594	232	762	910	273	3	37	6317	422	760	60	39119	360	150
152603	208	436	284	113	123	39	18	5	24702	233	769	899	276	4	29	6890	426	795	61	39878	360	147
152438	239	430	284	125	111	42	20	4	24832	233	775	914	258	2	31	7177	424	827	64	68415	360	160
152311	215	444	281	132	117	43	23	3	24950	234	780	887	247	0	40	6683	440	815	66	68426	360	123
152132	229	482	275	134	122	44	24	3	25069	234	785	885	268	1	41	7035	454	856	67	40015	360	174
151959	243	482	285	142	129	41	22	3	25199	236	792	853	252	2	28	7195	457	887	70	40446	360	167
151763	251	510	295	146	138	38	23	4	25333	237	795	857	111	5	42	6934	488	913	72	40565	360	192
151582	258	525	314	145	141	39	25	4	25465	237	798	841	274	3	44	7358	491	956	74	40371	360	174
151341	297	565	321	151	151	41	24	5	25592	240	805	879	261	0	43	7966	505	1045	76	40620	360	231
151155	300	589	330	146	151	47	26	7	25734	240	808	868	126	7	50	7647	527	1062	77	69160	360	179
150973	285	584	348	155	165	50	26	9	25881	241	816	851	317	6	48	6217	536	1077	80	68682	360	176
150758	300	592	364	158	180	49	26	10	26033	243	820	874	290	2	53	6704	573	1096	81	39893	360	209
150530	319	608	385	155	181	51	25	9	26200	245	825	862	285	5	55	7102	634	1090	82	39991	360	222
150275	330	667	390	156	184	49	23	8	26372	248	831	789	256	2	41	7222	628	1171	83	40443	360	249
150028	336	686	421	179	180	53	23	7	26534	250	836	803	187	2	54	6308	624	1254	85	40134	360	242
149761	367	711	402	189	190	54	21	7	26739	251	841	788	350	1	65	6645	645	1289	86	39716	360	262
149531	375	714	420	191	193	53	25	5	26929	251	846	821	306	1	64	6391	667	1304	86	68369	360	224
149320	357	720	430	187	198	62	26	5	27128	251	849	821	270	3	56	5975	682	1298	86	68125	360	208
149035	352	790	426	193	210	66	26	6	27319	252	858	842	286	5	53	7043	679	1384	86	40478	360	277
148719	371	824	472	218	219	65	24	7	27495	254	865	803	271	3	71	7831	744	1449	87	40025	360	310
148415	426	804	492	232	220	66	24	7	27720	257	870	830	295	9	58	8411	739	1525	87	41001	360	300
148098	473	822	504	220	245	64	27	8	27942	257	873	835	288	7	65	7586	722	1633	87	41175	360	315
147746	515	891	515	227	241	70	27	8	28158	259	876	836	144	3	81	7757	757	1729	88	40817	360	349
147443	487	953	515	248	244	70	28	9	28390	261	885	847	262	2	71	7853	780	1765	88	76902	360	294
147158	456	983	547	262	248	74	30	8	28616	263	888	845	340	2	69	7568	804	1796	89	77327	360	278
146806	475	986	586	287	258	74	30	9	28865	266	891	872	267	3	82	7214	848	1848	89	44193	360	348
146415	557	987	567	287	270	74	29	10	29172	269	896	860	273	6	101	8297	875	1896	89	44146	360	385
146041	588	1032	577	290	265	75	33	12	29448	269	903	837	116	2	75	7302	900	1960	90	45150	360	365
145646	581	1122	617	286	287	80	35	11	29689	272	907	865	175	4	83	9439	955	2053	91	44300	360	389
145246	584	1194	632	308	276	85	40	10	29977	272	909	876	295	10	80	9495	976	2143	91	46373	360	395
144888	574	1208	642	326	311	81	45	10	30261	273	914	873	275	5	83	9525	1013	2174	92	77667	360	354
144576	532	1200	683	323	327	83	52	8	30554	278	917	860	306	5	97	10247	1080	2120	92	78926	360	306
144146	561	1220	727	321	332	85	56	9	30874	281	921	860	295	8	83	10483	1077	2225	93	47715	360	424
143684	625	1217	768	336	349	91	58	9	31185	284	927	900	363	6	97	10595	1116	2328	93	47282	360	458
143238	654	1248	795	333	377	84	65	11	31509	286	933	898	326	7	130	11287	1224	2332	94	47240	360	440
142804	689	1270	797	348	387	88	69	9	31850	288	934	869	118	6	123	12421	1306	2342	94	48386	360	432
142368	700	1280	820	372	382	96	70	9	32205	291	940	870	338	7	99	12054	1306	2414	95	49351	360	430
141971	654	1302	859	377	381	95	67	8	32576	299	944	894	330	3	111	11779	1315	2420	95	79547	360	391
141571	632	1311	867	368	379	99	71	8	32978	302	947	873	278	6	124	9718	1351	2376	95	71926	360	394
141083	684	1351	862	354	399	110	75	9	33345	306	955	843	303	4	105	11773	1404	2431	95	45334	360	481
140615	732	1364	858	359	404	114	78	9	33729	310	961	862	267	6	123	11298	1427	2482	96	44814	360	462
140146	714	1424	861	390	398	109	79	9	34121	312	970	858	175	5	107	12547	1440	2535	96	44872	360	463
139657	741	1446	885	378	410	109	77	9	34527	317	977	813	322	8	105	13234	1413	2633	96	45300	360	481
139130	768	1474	918	383	404	123	70	10	34944	325	984	809	345	4	124	14509	1415	2725	96	46040	360	518
138683	739	1489	927	402	413	125	71	11	35352	329	992	859	283	4	126	14166	1427	2739	96	73367	360	440
138284	671	1489	951	408	412	126	69	10	35777	338	998	862	296	7	146	13467	1433	2693	97	73183	360	392
137778	675	1534	958	433	411	138	64	12	36187	344	999	846	271	3	146	14186	1491	2722	97	47388	360	503
137226	752	1520	985	438	436	140	67	7	36609	348	1005	851	284	12	120	15553	1516	2822	97	47193	360	547
136679	817	1522	1015	431	455	133	69	8	37045	352	1007	854	326	5	131	13858	1549	2893	97	48588	360	541
136180	806	1558	1043	397	453	138	68	11	37513	357	1009	860	346	11	116	14947	1546	2917	97	47075	360	497
135640	808	1609	1048	437	454	138	67	8	37947	364	1013	851	279	5	117	15599	1532	3029	98	47953	360	534
135157	787	1584	1084	442	480	137	63	8	38404	367	1020	841	381	6	155	14024	1562	3015	98	73617	360	472
134733	733	1530	1105	468	492	137	58	10	38871	372	1024	836	282	5	140	13810	1643	2880	98	73220	360	421
134206	763	1565	1087	466	478	148	67	9	39337	375	1032	853	308	7	136	12740	1637	2937	98	46314	360	521
133656	826	1586	1082	472	474	154	62	10	39791	382	1038	854	351	5	146	14824	1702	2954	98	46894	360	545
133131	832	1611	1095	464	449	158	64	8	40295	386	1040	855	343	4	155	15213	1703	2970	98	48437	360	519
132598	850	1621	1105	462	436	159	63	9	40789	393	1048	844	298	2	118	16161	1683	3013	98	48173	360	523
132048	830	1668	1070	477	456	163	61	10	41301	397	1052	893	278	6	131	14700	1616	3109	98	48680	360	543
131632	760	1642	1079	458	456	162	69	10	41808	402	1055	871	291	11	127	13819	1589	3037	98	73243	360	409
131179	727	1581	1100	475	469	161	73	7	42289	409	1063	863	359	5	147	14065	1627	2959	98	74222	360	445
130631	775	1571	1090	490	463	164	79	5	42782	414	1069	877	355	7	156	14445	1691	2941	98	47256	360	538
130122	787	1564	1079	503	468	164	79	9	43263	421	1074	856	352	10	146	15182	1711	2933	99	47412	360	502
129618	780	1561	1082	530	466	165	84	9	43734	426	1078	875	347	9	138	15822	1707	2961	98	48373	360	501
129106	768	1623	1059	519	474	161	87	8	44216	429	1083	848	300	6	142	14734	1687	3004	99	48444	360	504
128553	789	1676	1018	526	478	161	81	9	44717	440	1085	869	257	4	151	14388	1677	3052	99	46684	360	547
128112	745	1624	1060	532	455	161	83	11	45214	445	1091	888	259	3	152	13337	1604	3056	99	73082	360	435
127737	666	1600	1065	528	462	160	79	12	45680	451	1093	896	271	7	153	13662	1642	2918	99	72986	360	369
127242	694	1556	1042	515	454	159	87	12	46219	456	1097	845	289	1	136	15531	1647	2860	99	47088	360	489
126735	730	1539	1041	511	473	161	89	14	46676	462	1102	854	350	12	156	14576	1712	2832	99	48288	360	497
126261	720	1524	1070	478	463	151	99	12	47186	462	1107	818	266	6	132	15197	1702	2803	99	47235	360	469
125778	714	1543	1045	455	456	149	99	14	47695	470	1115	863	267	8	143	15038	1643	2818	99	47592	360	475
125314	722	1516	1043	447	455	148	100	11	48179	477	1121	865	311	14	135	15381	1584	2847	99	47457	360	457
124950	681	1440	1041	462	443	140	99	11	48659	483	1124	846	274	6	131	14763	1566	2740	99	73534	360	359
124620	613	1395	1004	451	444	146	101	11	49132	488	1128	837	351	6	110	15137	1531	2623	99	73394	360	324
124205	622	1353	987	459	429	145	93	15	49594	498	1133	842	365	11	132	14055	1506	2582	99	47436	360	410
123781	640	1335	954	465	401	148	92	16	50057	506	1138	855	337	4	132	14717	1480	2555	99	46783	360	419
123365	641	1343	946	446	390	139	89	18	50503	509	1144	878	343	7	137	14445	1455	2539	99	47620	360	410
122899	676	1348	899	430	397	142	85	19	50971	517	1150	902	333	7	90	13024	1337	2640	99	46876	360	456
122455	700	1379	858	415	395	140	80	18	51414	526	1153	880	270	13	127	13933	1356	2611	99	46490	360	437
122148	644	1308	855	401	404	138	82	17	51853	527	1156	873	270	5	113	13048	1319	2513	99	72648	360	302
121835	566	1292	821	393	432	140	81	17	52260	531	1165	894	282	6	120	12913	1318	2407	99	72690	360	307
121460	557	1251	842	394	422	135	82	18	52665	534	1173	851	335	6	133	13015	1303	2380	99	46560	360	364
121091	579	1221	826	383	405	134	75	19	53076	544	1180	862	272	3	125	13443	1274	2349	99	46052	360	366
120745	572	1168	822	380	399	123	79	22	53489	550	1184	874	264	6	116	14101	1240	2303	99	46195	360	342
120381	559	1136	835	382	407	119	76	20	53877	555	1186	877	342	6	129	14290	1248	2266	99	47297	360	363
120051	547	1121	807	384	394	110	69	22	54279	559	1190	875	300	6	114	12915	1232	2200	99	47125	360	327
119779	505	1100	774	374	383	108	69	21	54660	566	1194	867	349	5	113	12636	1239	2074	99	71720	360	266
119511	446	1069	766	372	372	102	67	19	55037	571	1201	887	257	4	100	13304	1195	1999	99	73570	360	262
119218	423	1041	784	354	344	99	65	23	55406	573	1203	880	335	5	112	13559	1173	1937	99	46401	360	290
118912	442	1027	745	331	327	90	67	19	55786	579	1208	895	322	9	84	13464	1111	1918	99	46548	360	302
118605	441	1007	738	330	315	78	62	18	56140	584	1215	857	320	4	87	12455	1054	1917	99	45713	360	303
118309	454	943	741	321	319	80	60	16	56481	589	1220	844	367	8	92	12458	1021	1897	99	45194	360	289
118049	449	913	715	300	324	79	55	16	56811	596	1226	844	258	3	89	11590	974	1861	99	45462	360	254
117837	403	896	671	292	295	82	56	16	57151	600	1234	874	307	7	88	10907	937	1758	99	70903	360	205
117633	354	876	643	285	283	82	48	18	57467	606	1238	862	326	5	88	11011	889	1682	99	71969	360	199
117407	349	849	605	264	279	81	50	17	57779	608	1245	885	287	3	73	11885	839	1638	99	44625	360	221
117179	336	814	591	255	264	78	50	17	58091	610	1248	864	272	6	69	10543	807	1581	99	44630	360	227
116939	353	773	574	284	259	78	47	16	58343	613	1254	866	291	4	80	11790	835	1533	99	43684	360	235
116702	362	754	578	259	249	73	46	15	58613	617	1265	807	256	0	83	11359	815	1506	99	44347	360	229
116498	350	716	555	262	246	70	46	15	58884	621	1270	831	322	5	86	10844	805	1440	99	44183	360	203
116339	313	681	540	259	225	68	42	14	59153	627	1272	850	292	3	71	10733	797	1331	99	70539	360	156
116173	271	663	541	238	228	64	42	15	59390	630	1278	850	256	2	50	9963	736	1311	99	70724	360	164
115967	290	629	527	222	236	66	39	17	59626	632	1282	833	275	4	76	10474	751	1258	99	43203	360	202
115786	287	602	519	214	233	66	35	17	59852	636	1286	849	260	2	75	9461	738	1218	99	43259	360	176
115605	271	608	492	207	214	63	36	16	60091	640	1290	853	265	3	58	8538	709	1182	100	42586	360	180
115435	273	594	464	191	212	63	37	15	60314	640	1295	850	273	1	51	8858	672	1162	100	41408	360	167
115270	250	571	473	181	216	57	35	13	60519	643	1305	838	253	0	56	9057	671	1112	100	41612	360	157
115140	222	546	458	176	209	54	32	12	60723	648	1313	858	281	1	45	7363	625	1072	100	69174	360	123
115018	193	512	450	177	193	55	29	14	60924	653	1315	829	316	2	44	6716	574	1035	100	68090	360	121
114883	178	484	444	191	183	51	28	13	61105	654	1319	856	316	6	58	8741	574	985	100	41444	360	132
114716	206	486	425	171	166	44	27	13	61300	657	1322	832	250	3	51	9035	544	981	100	42287	360	164
114562	212	472	408	155	174	41	24	14	61487	660	1324	844	170	2	27	8626	510	976	100	42036	360	152
114430	211	459	380	154	160	40	26	13	61670	662	1328	875	271	2	45	8257	490	940	100	41377	360	130
114299	207	452	348	159	145	43	26	14	61841	663	1336	855	260	7	37	7736	467	913	100	41334	360	128
114197	190	420	367	145	142	40	26	14	61986	664	1342	841	327	1	47	7575	472	858	100	68527	360	96
114097	161	426	357	129	125	38	25	12	62153	665	1345	853	336	0	35	7454	428	833	100	68888	360	97
113993	171	383	336	130	122	35	26	13	62307	666	1351	860	286	2	34	6711	381	822	100	40321	360	101
113868	183	373	308	126	113	34	22	15	62463	667	1361	868	257	0	34	7337	386	773	100	40307	360	121
113763	169	374	284	118	114	35	21	14	62605	668	1368	856	298	3	32	6211	355	760	100	40713	360	102
113675	153	354	287	122	117	34	21	12	62717	670	1371	842	296	4	36	7344	364	724	100	39338	360	88
113574	140	370	267	120	105	38	20	12	62837	671	1379	870	257	1	30	8280	363	697	100	40557	360	96
113492	131	345	258	111	101	37	20	8	62968	673	1389	823	288	2	34	8220	353	650	100	68544	360	77
113414	118	324	261	105	97	39	19	9	63077	674	1396	818	293	0	23	8525	332	631	100	68954	360	71
113327	116	308	261	93	92	37	18	9	63192	676	1404	809	131	0	26	8486	305	620	100	41924	360	81
113249	119	288	244	84	95	41	17	8	63299	679	1410	826	266	1	31	7990	293	595	100	41774	360	74
