S	E	I1	I2	I3	I4	I5_h	I6_h	R_h	R	D1	D2	H	T	P1	P2	Q	QT	NQ
178617	157	177	83	70	72	11	7	0	338	1	0	222	0	0	0	97	97	480	
178544	121	248	88	62	68	14	8	0	378	1	1	385	734	9	120	189	107	502	
178455	116	280	90	61	72	14	9	0	430	1	5	469	699	3	33	296	137	505	
178347	136	275	116	62	79	17	8	1	483	1	8	560	228	1	14	346	138	555	
178254	152	269	130	67	89	16	7	2	536	1	10	615	607	1	23	450	164	566	
178166	154	266	134	71	88	17	7	3	611	1	15	661	540	4	30	574	184	553	
178080	149	281	128	75	90	17	8	3	680	1	21	703	510	6	26	687	199	549	
177981	134	306	137	83	91	15	8	3	748	1	26	736	596	1	32	818	226	548	
177873	134	303	158	90	103	18	10	3	810	1	30	776	326	3	23	966	252	564	
177783	138	287	165	95	111	18	11	3	883	1	38	765	519	4	34	1132	276	549	
177676	149	285	181	96	112	17	12	3	959	1	42	799	636	2	26	1176	257	595	
177590	149	281	181	96	115	17	10	4	1039	2	49	831	497	4	39	1230	277	572	
177510	131	295	181	94	109	16	9	4	1127	3	54	842	614	1	33	1251	279	556	
177398	149	300	174	89	104	14	9	4	1231	3	58	837	578	3	25	1330	280	559	
177272	176	299	181	87	104	16	10	4	1317	3	64	865	541	1	26	1347	265	608	
177134	190	339	167	89	102	15	10	4	1403	4	76	873	452	2	24	1378	265	647	
177005	186	361	172	100	100	16	11	4	1493	4	81	855	539	3	29	1389	276	670	
176878	190	360	191	96	115	17	12	5	1580	4	85	862	538	2	31	1401	281	700	
176771	181	348	197	101	125	16	12	5	1677	4	96	843	630	4	36	1436	285	695	
176663	164	349	201	96	128	12	12	6	1796	5	101	853	220	5	48	1523	293	669	
176540	175	361	192	92	120	14	12	5	1911	7	104	846	534	7	42	1617	306	660	
176403	199	340	221	105	121	14	11	5	1995	8	111	881	515	1	32	1561	308	703	
176256	203	354	209	120	121	15	11	5	2111	8	120	842	468	5	35	1545	317	716	
176110	200	376	209	120	113	15	11	4	2242	8	125	837	672	5	28	1549	285	759	
175962	213	407	217	116	107	17	12	4	2341	8	129	832	543	3	34	1584	291	798	
