S	E	I1	I2	I3	I4	I5_h	I6_h	R_h	R	D1	D2	H	T	P1	P2	Q	QT	NQ
178553	168	171	80	74	65	14	3	0	405	0	0	244	0	0	0	94	94	481	
178470	113	259	78	69	73	16	2	2	446	0	5	368	753	8	128	200	119	491	
178367	126	278	89	72	73	17	2	3	496	0	10	442	554	1	25	281	127	530	
178266	143	284	97	76	84	18	2	3	548	0	12	528	696	5	24	362	142	562	
178177	145	304	98	71	87	18	3	3	612	0	15	645	514	0	30	483	163	563	
178111	127	304	114	70	87	19	6	3	673	0	19	675	644	5	24	592	168	559	
178012	126	309	136	74	90	21	6	4	733	0	22	723	605	4	28	725	195	567	
177890	125	325	149	79	92	21	8	4	812	0	28	789	237	2	27	855	204	595	
177778	137	321	169	84	95	21	8	4	884	1	31	825	566	3	32	984	228	607	
177668	152	306	188	89	95	23	8	3	965	2	34	813	612	9	34	1141	243	618	
177533	162	328	186	97	99	22	10	4	1052	2	38	824	618	2	32	1211	263	641	
177420	168	320	191	106	102	21	11	3	1146	3	42	845	534	4	30	1230	276	643	
177331	162	299	218	107	97	23	12	2	1229	3	50	861	492	3	28	1284	275	643	
177189	166	321	218	105	101	22	12	2	1337	3	57	886	529	6	30	1350	284	661	
177038	196	344	202	112	94	20	11	2	1448	5	61	892	247	6	29	1342	289	690	
176887	214	379	193	107	89	22	12	2	1556	5	67	911	522	5	32	1441	305	711	
176747	217	395	199	113	92	21	13	2	1657	6	71	930	486	3	22	1450	295	755	
176583	226	430	210	118	103	21	15	2	1738	7	80	879	652	3	39	1505	309	814	
176447	231	424	229	133	111	20	16	2	1831	7	82	883	538	8	31	1562	318	846	
176326	218	404	242	141	132	19	14	4	1936	8	89	875	516	1	43	1604	343	827	
176111	254	468	246	128	125	24	15	2	2059	8	93	861	635	4	50	1640	367	893	
175935	279	463	256	133	146	25	15	2	2165	9	105	822	537	13	43	1663	380	937	
175758	289	482	273	145	142	27	15	2	2283	10	107	814	570	5	42	1707	384	989	
175539	302	542	262	143	151	27	16	2	2426	11	112	859	519	8	41	1736	390	1053	
175333	313	570	284	139	152	28	17	2	2569	11	115	869	504	10	49	1804	393	1110	
175172	287	559	297	165	175	27	15	4	2701	11	120	862	218	2	51	1883	421	1104	
175023	271	558	302	157	163	30	16	4	2868	12	129	869	507	4	57	2014	437	1060	
174801	294	561	317	179	173	31	16	4	3008	12	137	833	504	7	55	2052	452	1119	
174573	316	593	335	174	177	30	17	4	3162	12	140	855	543	5	56	2163	472	1170	
174340	325	633	334	162	190	27	17	2	3344	14	145	865	650	4	57	2259	492	1196	
174103	320	681	342	179	196	30	17	2	3501	14	148	837	518	7	61	2348	498	1267	
173834	363	685	357	194	204	27	17	3	3674	15	160	852	508	8	56	2418	524	1323	
173632	342	692	377	217	192	30	18	3	3851	15	164	822	529	11	45	2504	512	1356	
173461	305	677	394	218	197	27	18	3	4051	16	166	839	505	7	64	2613	520	1316	
173182	342	691	396	222	209	32	17	5	4247	16	174	846	657	7	82	2704	555	1354	
172925	380	711	400	214	210	32	19	6	4443	16	177	860	605	7	76	2786	559	1407	
172650	395	744	405	219	218	33	22	6	4641	16	184	864	530	12	61	2814	567	1469	
172345	415	787	402	227	232	35	22	7	4848	17	196	886	609	12	67	2867	582	1538	
172048	443	817	406	240	236	40	24	8	5053	17	201	888	502	7	77	2954	576	1630	
171811	410	819	441	241	235	36	26	7	5278	18	211	880	518	9	73	3042	582	1626	
171552	397	813	456	242	255	37	26	9	5505	19	222	886	547	9	90	3198	599	1627	
171225	428	858	470	253	244	38	23	9	5736	22	227	885	626	10	105	3345	640	1674	
170855	495	885	466	270	257	42	26	8	5972	23	234	905	683	5	66	3426	639	1802	
170534	486	934	485	262	265	49	27	7	6218	26	240	880	641	10	85	3520	672	1836	
170192	495	986	472	292	283	54	25	8	6451	28	247	870	648	17	95	3556	707	1900	
169833	506	1052	490	287	292	58	28	7	6701	28	251	892	605	11	82	3630	725	1988	
169544	477	1046	519	315	299	60	31	8	6950	28	256	852	660	8	96	3814	752	1995	
169237	472	1010	577	324	319	58	34	8	7204	28	262	861	595	16	112	3993	815	1979	
168831	519	1031	621	328	327	59	37	9	7473	29	269	856	681	20	135	4278	922	2000	
168419	580	1057	629	344	336	59	39	10	7756	32	272	848	524	11	80	4359	912	2132	
168016	619	1106	642	320	356	59	36	10	8060	36	273	854	660	15	121	4402	963	2175	
167587	644	1173	627	319	363	62	38	8	8396	36	280	868	607	23	106	4480	968	2258	
167151	682	1195	653	348	378	64	41	9	8692	36	284	866	547	14	98	4745	1012	2349	
