S	E	I1	I2	I3	I4	I5_h	I6_h	R_h	R	D1	D2	H	T	P1	P2	Q	QT	NQ
178570	156	177	80	63	82	6	2	0	394	3	0	211	0	0	0	87	87	479	
178485	127	251	75	59	72	8	2	0	449	3	2	385	678	11	121	196	105	489	
178389	139	257	95	69	62	10	3	0	499	3	7	466	689	3	19	270	103	532	
178275	149	288	95	69	69	11	5	0	556	3	13	562	678	4	30	385	125	561	
178183	145	303	110	68	74	14	5	0	613	4	14	590	681	4	25	486	144	575	
178047	176	326	125	78	68	17	6	0	669	4	17	635	646	3	30	599	164	632	
177952	171	341	125	68	90	21	5	0	734	5	21	715	541	3	28	711	180	641	
177852	156	361	138	77	96	21	6	0	795	5	26	726	506	1	29	843	205	650	
177720	176	349	163	95	96	21	7	0	871	5	30	753	520	0	36	1015	234	673	
177598	186	343	180	108	98	19	8	0	952	5	36	787	518	2	31	1147	239	703	
177452	198	364	201	102	90	23	9	1	1046	5	42	759	633	4	35	1210	259	728	
177320	201	375	210	104	97	25	12	1	1138	5	45	718	533	3	22	1152	258	766	
177166	208	406	220	111	98	25	12	1	1231	6	49	746	501	1	32	1202	261	819	
177041	208	399	242	116	102	27	14	1	1323	6	54	762	578	4	33	1225	266	842	
176927	198	397	259	112	100	27	15	1	1432	6	59	792	622	3	44	1349	291	817	
176748	246	400	250	120	113	29	16	1	1540	7	63	825	532	4	38	1407	319	855	
176577	262	435	244	120	114	28	19	1	1657	7	69	832	641	1	46	1480	342	880	
176410	258	481	233	134	121	26	17	3	1764	9	77	813	592	4	36	1506	350	920	
176202	265	522	270	141	124	31	16	4	1865	10	83	834	524	6	36	1521	342	1027	
175970	298	549	291	155	126	30	17	4	1993	10	90	858	567	7	44	1589	355	1111	
175792	313	541	314	158	133	29	16	5	2127	11	94	832	539	4	38	1668	354	1150	
175617	293	555	315	174	142	28	15	6	2276	13	99	872	661	11	53	1814	378	1144	
175438	281	584	303	181	150	28	17	7	2431	13	100	864	522	5	56	1943	412	1132	
175224	286	617	327	164	156	28	19	7	2587	13	105	857	487	5	50	1993	427	1170	
174968	318	635	345	156	172	26	20	6	2758	13	116	853	531	8	51	2033	425	1247	
174699	379	637	356	166	182	32	21	6	2920	14	121	867	508	11	52	2147	461	1312	
174453	370	676	388	171	183	33	22	7	3091	14	125	864	524	3	61	2228	470	1373	
174264	346	674	383	175	196	36	21	8	3283	14	133	894	519	6	57	2400	493	1338	
174047	348	683	386	189	192	41	22	8	3465	14	138	910	639	6	66	2550	515	1346	
173802	353	678	401	203	215	42	22	7	3648	14	148	848	681	9	66	2667	522	1392	
173507	378	709	421	202	231	45	24	8	3836	15	157	832	674	11	79	2893	570	1440	
173199	416	741	423	210	235	51	21	8	4045	18	166	858	496	9	80	3017	602	1495	
172885	435	813	421	209	232	51	18	10	4267	20	172	848	514	6	68	3078	634	1545	
172597	455	834	427	227	224	52	19	9	4491	21	177	838	628	11	77	3184	655	1583	
172357	435	830	443	221	235	56	23	5	4726	21	181	849	571	7	65	3277	678	1565	
172131	422	815	476	233	238	57	27	4	4924	21	185	852	670	9	71	3361	697	1571	
171795	463	833	492	224	260	58	31	4	5159	22	192	846	540	11	85	3459	707	1654	
171463	480	888	499	220	259	57	34	4	5409	22	198	863	661	12	85	3584	728	1709	
171107	508	917	528	229	277	55	32	6	5646	23	205	880	655	13	71	3620	726	1820	
170754	530	983	548	246	286	52	32	6	5858	24	214	864	540	12	87	3712	774	1903	
170366	557	1018	560	262	299	53	31	6	6132	27	222	866	644	9	94	3724	770	2010	
170047	540	1021	581	276	317	53	30	6	6404	29	229	872	528	11	86	3780	790	2028	
169792	479	1036	584	280	309	52	29	8	6700	31	233	863	616	6	97	3921	787	1982	
169422	494	1059	603	289	318	57	24	13	6981	32	241	849	661	14	101	4007	823	2021	
169031	545	1075	619	331	318	61	25	12	7239	33	244	860	538	6	114	4156	858	2116	
168601	608	1127	631	322	314	62	26	11	7547	34	250	882	544	12	88	4242	852	2238	
168143	672	1170	655	346	338	68	30	11	7809	34	257	854	554	14	94	4310	876	2403	
167686	689	1257	676	367	315	67	30	11	8140	36	259	890	539	21	109	4460	893	2508	
167349	648	1234	714	378	352	72	32	10	8444	38	262	922	231	8	88	4688	950	2480	
167026	609	1211	754	373	386	75	33	9	8746	42	269	939	510	18	126	4832	1016	2425	
166553	617	1319	737	375	400	82	29	10	9094	46	271	908	612	15	141	5010	1090	2469	
166093	676	1282	750	401	399	77	32	9	9489	46	279	887	685	13	111	5132	1078	2539	
165633	653	1372	786	398	388	78	29	7	9853	51	285	899	673	19	116	5219	1058	2646	
165111	700	1425	814	422	368	77	31	9	10231	53	292	900	631	16	130	5312	1077	2760	
164593	758	1449	815	429	394	73	28	9	10634	55	296	868	608	11	114	5426	1075	2871	
164241	694	1396	843	454	414	69	28	9	11022	57	306	879	540	13	119	5613	1081	2817	
163899	613	1404	839	445	431	69	34	8	11424	58	309	856	691	22	130	5720	1109	2726	
163407	659	1429	830	425	424	67	39	10	11867	59	317	852	655	18	152	5901	1146	2727	
162899	697	1458	865	442	429	67	41	9	12243	61	322	856	682	12	129	6111	1182	2817	
