S	E	I1	I2	I3	I4	I5_h	I6_h	R_h	R	D1	D2	H	T	P1	P2	Q	QT	NQ
178583	158	185	78	54	77	11	5	0	382	0	0	225	0	0	0	98	98	470	
178486	124	258	88	60	61	9	6	0	438	0	3	365	734	4	126	191	100	506	
178383	144	273	92	73	63	9	7	0	485	0	4	482	512	3	14	237	107	554	
178265	164	283	109	77	76	11	7	0	533	0	8	587	225	4	26	351	128	599	
178143	179	309	104	83	82	12	8	0	599	0	14	610	345	5	24	450	143	634	
178003	190	344	117	85	87	13	8	1	669	0	16	654	643	4	31	556	169	675	
177900	173	371	138	91	80	15	9	1	737	0	18	728	530	2	36	688	204	673	
177801	169	362	155	89	87	13	10	1	825	0	21	807	622	4	34	824	214	671	
177657	177	378	164	95	102	13	11	1	906	0	29	820	655	5	41	998	254	686	
177528	176	393	173	106	105	14	11	1	989	1	36	864	523	3	34	1169	276	702	
177374	195	393	173	119	113	16	10	1	1091	1	47	861	627	1	32	1237	260	759	
177227	201	414	201	117	118	18	10	1	1171	1	54	862	537	5	43	1315	293	786	
177053	215	435	209	115	122	18	11	1	1290	2	62	875	500	7	34	1428	296	829	
176917	217	459	211	114	115	20	12	1	1398	2	67	931	232	5	34	1498	313	835	
176786	196	458	231	126	130	20	14	2	1490	2	78	896	530	6	40	1594	346	829	
176624	215	469	237	133	128	19	12	3	1609	4	80	913	547	7	49	1710	371	842	
176453	247	453	248	138	152	19	12	4	1721	4	82	880	212	5	33	1697	363	906	
176272	264	449	264	149	155	22	11	6	1848	5	88	895	661	7	51	1839	394	920	
176102	282	462	271	154	164	23	12	8	1959	5	91	906	328	6	54	1928	435	933	
175914	293	510	274	151	160	22	12	8	2088	5	96	910	347	4	43	2001	443	979	
175786	261	507	266	159	169	25	13	6	2237	6	98	930	681	7	43	2047	432	968	
175644	246	505	277	176	174	25	13	7	2355	6	105	918	649	8	62	2117	468	948	
175438	262	539	299	166	153	28	16	6	2508	6	112	930	660	7	47	2176	465	998	
175238	274	558	319	160	152	30	16	6	2654	7	119	917	319	6	40	2191	458	1051	
175024	278	577	326	161	160	33	17	6	2819	7	125	938	508	7	43	2235	452	1100	
174810	302	596	329	178	164	39	16	7	2952	8	132	923	542	5	51	2223	449	1175	
174583	323	632	331	179	168	43	15	8	3107	8	136	905	530	18	62	2301	472	1219	
174416	310	606	356	173	176	46	14	7	3279	10	140	915	506	10	53	2372	500	1181	
174232	312	604	366	175	176	46	17	6	3447	10	142	912	616	8	51	2340	502	1194	
173969	343	636	386	164	188	43	17	5	3624	10	148	911	651	6	64	2384	505	1272	
173717	349	671	395	177	188	46	17	6	3804	10	153	909	533	10	56	2398	501	1342	
173444	355	727	386	205	204	47	17	6	3972	13	157	894	533	8	54	2368	508	1433	
173140	380	786	398	201	224	44	18	7	4158	14	163	939	536	7	60	2402	526	1525	
172866	408	815	406	190	229	46	18	8	4366	15	166	924	660	11	73	2524	552	1560	
172635	393	818	415	208	247	48	19	7	4556	16	171	931	536	11	67	2642	576	1572	
172360	419	806	420	220	259	49	21	9	4774	16	180	924	649	14	69	2746	578	1616	
172035	452	862	436	229	251	50	24	8	4982	17	187	880	659	11	97	2893	630	1674	
171681	476	925	466	239	252	54	25	8	5199	18	190	899	516	17	80	3022	653	1784	
171314	517	967	497	246	266	54	24	10	5424	19	195	891	625	11	74	3132	682	1889	
170988	531	953	564	262	277	54	22	10	5650	20	202	866	678	11	80	3195	692	1971	
170628	542	1011	574	270	268	56	24	10	5922	22	206	885	603	17	94	3353	725	2020	
170339	486	1053	574	281	252	65	25	9	6212	25	212	891	512	15	75	3518	735	2001	
170074	469	1003	591	292	289	64	26	8	6474	25	218	857	638	13	91	3713	780	1954	
169675	514	999	603	320	312	70	26	8	6756	25	225	848	562	17	119	3856	852	1992	
169275	573	1023	599	326	331	68	26	9	7049	26	228	872	594	19	104	4037	897	2049	
168903	582	1065	582	346	345	71	28	10	7344	26	231	880	601	14	112	4231	924	2095	
168483	567	1178	590	368	341	73	30	8	7632	28	235	859	559	17	109	4335	927	2220	
168026	620	1227	638	354	360	71	32	8	7927	31	239	858	613	18	100	4470	950	2352	
167687	612	1214	653	345	385	76	34	8	8240	32	247	858	638	16	88	4647	926	2393	
167361	553	1233	695	354	375	79	34	9	8554	34	252	895	604	14	133	4916	985	2338	
166824	625	1308	732	378	387	75	30	12	8871	37	254	887	662	15	128	5031	1049	2486	
166311	697	1326	732	389	400	70	28	12	9268	42	258	880	639	15	107	5228	1062	2580	
165823	723	1366	764	404	415	71	30	13	9618	44	262	893	651	27	129	5401	1100	2673	
165316	766	1424	786	422	395	79	29	14	9990	45	267	883	641	19	126	5421	1097	2804	
164812	774	1487	830	441	398	78	29	15	10352	46	271	867	640	12	109	5461	1100	2937	
164430	719	1482	837	449	409	78	30	14	10755	50	280	826	546	9	134	5618	1129	2875	
164059	631	1464	827	455	432	78	33	14	11205	52	283	843	648	20	150	5682	1160	2760	
163550	691	1483	874	430	434	77	36	15	11604	52	287	844	595	24	171	5881	1249	2776	
163067	710	1465	903	472	461	73	38	17	11981	52	294	844	697	18	137	6174	1308	2814	
162551	737	1496	921	470	456	83	38	19	12411	53	298	850	539	15	133	6247	1300	2901	
161999	770	1544	957	466	440	89	39	19	12851	54	305	852	521	17	151	6360	1298	3007	
161473	796	1534	965	463	482	91	39	17	13308	56	309	851	655	27	131	6498	1285	3085	
161071	750	1494	962	459	475	96	37	18	13801	57	313	860	534	18	133	6510	1302	2971	
160694	682	1472	979	460	471	92	42	14	14252	60	315	899	617	11	128	6616	1300	2898	
160151	702	1530	983	467	477	90	41	14	14694	64	320	895	536	24	161	6838	1372	2918	
159626	766	1555	982	449	469	90	38	12	15156	67	323	919	531	20	136	6859	1392	2957	
159115	780	1520	1009	460	470	88	40	12	15640	68	331	883	624	15	136	6850	1366	3001	
158582	770	1567	1015	463	458	94	46	12	16117	71	338	880	612	11	139	6782	1355	3058	
158031	796	1600	983	495	463	95	49	13	16593	71	344	875	534	18	149	6744	1333	3148	
157636	722	1506	1031	511	481	95	60	12	17057	72	350	871	645	16	131	6723	1326	3080	
157282	641	1477	1007	485	490	99	61	13	17553	74	351	879	547	20	149	6702	1305	2955	
156812	652	1470	988	470	494	105	61	13	18031	79	358	875	653	11	173	6888	1358	2882	
156283	704	1463	951	490	506	105	65	13	18508	81	364	876	682	16	167	6986	1406	2878	
155813	741	1471	937	489	488	107	64	15	18955	83	370	852	660	30	150	7158	1408	2889	
155342	723	1477	942	485	491	103	63	15	19429	89	374	808	609	8	138	7136	1391	2893	
154855	760	1484	929	494	493	106	63	16	19865	90	378	816	600	13	152	7184	1438	2891	
154494	675	1467	908	492	496	116	65	16	20330	90	384	834	627	18	124	7189	1439	2780	
154105	632	1439	919	483	496	118	65	17	20771	93	395	854	530	16	140	7197	1425	2727	
153643	658	1425	887	475	499	116	67	16	21250	98	399	852	532	16	144	7216	1412	2715	
153243	668	1376	891	460	478	116	70	18	21707	100	406	870	528	12	136	7247	1380	2679	
152760	684	1412	874	456	484	112	72	23	22142	103	411	853	665	17	138	7174	1388	2706	
152306	712	1406	861	451	478	112	69	24	22594	105	415	855	529	18	127	6892	1347	2742	
151830	710	1437	859	458	449	117	69	21	23054	108	421	863	550	10	140	6813	1307	2792	
151494	665	1339	895	452	472	110	60	24	23482	113	427	913	546	9	128	6667	1303	2690	
151158	584	1311	919	454	500	109	61	23	23867	114	433	877	519	13	131	6614	1337	2601	
150704	627	1313	916	428	480	111	62	24	24313	116	439	886	530	20	158	6615	1340	2597	
150288	637	1308	914	425	459	108	65	19	24745	122	443	903	260	9	146	6712	1348	2568	
149857	646	1341	864	438	456	102	61	21	25174	125	448	916	693	13	114	6594	1311	2597	
149435	645	1343	831	461	457	106	57	21	25592	130	455	908	657	9	130	6488	1297	2603	
149015	616	1353	838	466	468	103	58	22	25999	134	461	888	514	12	129	6503	1272	2630	
148696	564	1288	847	461	443	108	52	27	26443	136	468	874	578	17	131	6502	1230	2533	
148398	515	1220	857	468	442	103	51	27	26840	140	472	874	515	17	147	6630	1274	2382	
147980	559	1210	802	443	428	106	48	27	27306	146	478	877	586	19	138	6637	1249	2347	
147602	566	1186	841	403	410	93	49	27	27728	147	481	855	648	8	119	6639	1225	2323	
147172	571	1219	817	400	404	84	49	26	28155	151	485	844	545	11	105	6602	1176	2368	
146758	601	1224	787	412	375	86	49	28	28565	152	496	867	546	12	114	6420	1140	2394	
146338	628	1233	791	399	392	91	47	28	28930	153	503	849	667	12	123	6273	1154	2427	
146063	564	1194	787	369	395	95	48	29	29328	154	507	878	532	9	105	6256	1098	2354	
145809	479	1147	788	374	381	92	45	29	29717	159	513	868	552	10	115	6144	1085	2221	
145432	476	1166	775	362	382	90	45	26	30103	160	516	855	639	10	121	6068	1094	2202	
145048	531	1128	773	360	360	92	44	24	30490	161	522	834	556	16	106	5980	1052	2236	
144722	532	1092	745	368	374	92	46	24	30846	163	529	850	513	15	115	5735	1036	2213	
144400	526	1044	744	377	387	94	47	21	31192	166	535	859	606	11	126	5545	1042	2177	
144066	519	1040	739	363	369	91	48	19	31572	168	539	879	636	9	121	5571	1039	2130	
143832	458	989	723	358	381	85	44	20	31924	170	549	869	574	12	72	5510	1001	2037	
143612	420	909	733	356	365	89	45	19	32264	172	549	872	571	6	102	5393	987	1930	
143268	421	986	668	345	335	88	45	21	32627	174	555	865	575	18	115	5304	976	1912	
142961	472	943	661	348	323	87	48	20	32935	176	559	866	541	11	90	5298	978	1904	
142667	488	930	622	341	324	89	49	17	33267	176	563	856	642	10	90	5182	939	1904	
142342	480	958	609	340	312	88	48	16	33594	178	568	850	543	11	98	5046	902	1933	
142015	476	999	596	351	296	87	42	19	33892	182	578	825	516	12	92	4978	872	1975	
141799	421	960	596	360	300	87	41	20	34185	183	581	840	549	22	82	4907	880	1885	
141556	379	940	586	358	285	85	44	21	34510	184	585	840	554	14	112	4809	863	1814	
141273	392	936	576	337	289	83	42	23	34803	186	593	832	545	13	104	4659	874	1781	
140989	407	911	568	335	295	83	41	22	35097	189	596	830	563	15	73	4669	841	1799	
140738	373	902	576	334	298	77	39	23	35379	191	603	859	538	10	82	4590	837	1762	
140459	380	869	571	340	296	78	38	25	35675	193	609	830	526	17	95	4447	801	1771	
140176	397	839	574	332	281	74	37	25	35988	196	614	835	517	4	85	4364	785	1749	
139968	367	841	556	300	266	75	38	23	36281	196	622	871	578	8	84	4383	770	1673	
139802	311	806	534	291	263	72	34	24	36565	199	632	855	506	18	76	4368	744	1567	
139567	310	779	524	300	253	72	34	21	36835	201	637	903	660	12	84	4363	727	1545	
139273	366	764	506	280	258	69	37	18	37117	203	642	898	539	3	74	4279	723	1557	
139041	374	751	498	282	255	61	37	17	37366	204	647	869	532	11	94	4150	721	1537	
138783	385	750	492	276	235	57	36	17	37640	205	657	842	585	10	79	4049	682	1549	
138536	367	781	498	258	231	61	35	18	37878	207	663	854	655	8	67	4061	685	1546	
138359	336	753	487	254	239	60	31	17	38115	211	671	890	230	3	65	4034	679	1481	
138198	275	750	473	231	237	64	31	16	38369	213	676	903	630	7	72	3945	645	1416	
