S	E	I1	I2	I3	I4	I5_h	I6_h	R_h	R	D1	D2	H	T	P1	P2	Q	QT	NQ
178596	180	171	70	58	62	11	5	0	379	1	0	216	0	0	0	89	89	468	
178504	144	255	70	52	64	12	5	0	422	1	4	383	720	7	111	168	97	505	
178415	147	271	85	69	63	11	4	1	461	1	5	474	586	2	24	253	110	540	
178327	148	298	95	67	62	10	3	2	512	1	8	539	237	2	25	348	133	550	
178222	155	317	108	79	69	10	3	1	557	1	11	608	238	1	23	436	150	591	
178112	163	319	138	87	78	12	3	1	606	1	13	639	586	6	20	526	168	632	
178006	164	324	158	91	91	12	4	1	661	1	20	699	646	1	31	659	206	638	
177918	156	315	168	96	94	13	7	1	742	1	22	750	552	5	45	867	250	599	
177788	160	349	166	104	91	16	7	1	826	1	24	798	534	1	33	1034	280	613	
177662	177	334	190	111	92	17	6	2	912	1	29	839	217	4	22	1183	274	653	
177513	190	356	199	116	88	17	6	2	1008	1	37	836	497	0	33	1268	280	692	
177356	212	388	194	123	96	19	5	2	1093	3	42	834	646	4	27	1270	294	743	
177210	226	389	210	117	103	20	7	3	1196	3	49	867	624	2	36	1362	305	767	
177089	205	402	229	117	108	22	7	4	1292	3	55	894	501	4	27	1368	283	807	
176987	177	393	250	128	115	24	8	4	1387	3	57	913	497	3	40	1446	316	779	
176831	203	398	254	125	110	27	9	4	1506	3	63	894	544	8	51	1589	337	789	
176651	230	432	248	121	110	30	11	5	1619	3	73	889	544	5	30	1576	332	850	
176452	260	479	228	122	112	28	14	4	1747	3	84	887	497	4	33	1509	307	936	
176284	259	503	247	134	120	28	17	4	1846	3	88	904	572	6	35	1536	311	997	
176097	258	520	282	146	133	27	19	3	1953	3	92	860	354	4	46	1601	345	1040	
175950	249	522	290	144	130	27	17	4	2099	4	97	871	671	8	48	1681	343	1036	
175785	252	509	292	169	149	30	19	4	2220	4	100	886	549	5	38	1763	380	1040	
175572	289	524	287	171	149	31	20	4	2377	4	105	867	540	3	74	1879	422	1049	
175352	323	534	316	169	162	31	22	4	2510	4	106	875	650	1	48	1993	446	1111	
175148	324	567	312	158	162	31	19	4	2688	7	113	857	612	4	52	2055	425	1148	
174923	332	594	345	163	168	31	18	4	2821	8	126	856	531	1	60	2062	440	1211	
174688	341	641	351	163	179	31	18	4	2980	9	128	837	525	13	52	2193	459	1265	
174499	323	649	355	179	187	29	19	5	3145	10	133	852	500	4	45	2277	456	1285	
174325	305	660	370	184	173	28	18	4	3317	11	138	879	634	7	60	2461	477	1261	
174067	334	653	367	216	198	27	15	5	3496	12	143	871	632	12	59	2585	521	1289	
173805	371	670	375	198	192	26	17	3	3718	12	146	873	634	7	64	2664	520	1329	
