S	E	I1	I2	I3	I4	I5_h	I6_h	R_h	R	D1	D2	H	T	P1	P2	Q	QT	NQ
178606	166	207	79	57	58	10	6	0	342	2	0	260	0	0	0	86	86	497	
178524	137	265	78	53	62	11	8	0	391	2	2	379	653	4	109	168	92	522	
178427	143	280	100	57	62	14	9	0	430	2	9	469	661	3	30	262	115	550	
178324	153	290	111	55	76	12	9	0	488	2	13	529	558	2	21	346	127	579	
178210	173	299	127	57	82	12	9	1	545	2	16	602	564	3	35	477	152	607	
178073	200	317	145	73	86	12	10	2	594	2	19	638	597	3	33	614	182	661	
177997	170	327	151	89	90	15	10	2	656	2	24	715	535	2	17	734	204	648	
177887	151	349	168	89	92	14	11	2	736	2	32	747	523	5	24	853	212	662	
177752	172	347	186	86	107	15	12	2	816	2	36	780	654	10	39	1022	242	683	
177634	178	340	202	85	117	19	14	2	901	2	39	821	664	2	38	1173	275	680	
177488	207	332	213	102	117	24	17	1	984	2	46	828	576	6	32	1271	280	732	
177362	203	365	197	102	112	26	19	1	1093	2	51	838	211	4	38	1354	293	731	
177202	217	402	194	110	123	26	20	2	1181	3	53	825	641	8	36	1405	309	783	
177096	208	397	203	104	126	30	19	3	1285	3	59	829	572	4	33	1479	330	757	
176977	190	393	228	114	135	29	19	3	1375	4	66	824	525	3	37	1501	345	763	
176820	208	405	238	108	131	30	19	5	1492	5	72	833	667	4	53	1538	356	783	
176651	230	421	226	119	132	29	21	4	1615	6	79	821	528	3	35	1619	361	817	
176478	228	448	244	130	130	28	22	4	1727	7	87	814	653	6	45	1729	358	872	
176319	219	463	264	130	147	28	21	4	1840	9	89	817	522	1	46	1780	362	910	
176130	238	499	278	139	156	24	19	3	1944	12	91	867	199	4	39	1773	361	992	
175977	244	505	272	135	165	24	19	3	2080	14	95	859	669	11	41	1828	364	1000	
175807	260	498	272	162	172	25	15	4	2204	16	98	862	549	5	40	1832	383	1021	
175610	268	541	272	150	172	26	15	4	2356	17	102	841	654	5	60	1928	414	1030	
175414	286	547	285	143	178	29	13	6	2504	20	108	881	672	10	56	2025	440	1041	
175207	294	559	316	158	176	31	14	6	2635	22	115	861	526	13	51	2093	454	1094	
174970	325	597	315	165	172	27	12	6	2800	25	119	882	497	5	53	2119	465	1148	
174744	340	608	337	190	170	30	15	7	2943	25	124	866	572	7	51	2255	473	1217	
174560	330	624	349	201	177	33	17	7	3084	25	126	859	650	11	48	2274	487	1244	
174358	316	640	345	217	185	34	17	6	3258	26	131	844	620	12	44	2344	483	1271	
174108	338	671	354	203	195	36	18	6	3440	28	136	859	628	12	78	2504	533	1282	
173835	381	665	404	199	196	34	22	6	3623	28	140	901	511	5	56	2569	522	1379	
173548	388	738	389	217	218	36	20	6	3800	30	143	888	638	10	68	2686	553	1453	
173273	409	744	408	244	226	32	21	5	3993	32	146	885	638	9	66	2684	566	1518	
172946	448	818	416	230	234	29	21	5	4199	32	155	862	651	14	60	2722	580	1616	
172715	439	794	430	252	240	31	21	7	4409	32	163	868	532	8	65	2789	588	1619	
172491	381	801	464	254	261	35	29	6	4611	32	168	903	542	7	76	2949	629	1596	
172131	396	885	451	257	271	37	32	6	4857	32	178	887	658	8	93	3087	670	1659	
171781	465	895	465	260	299	35	33	8	5077	32	183	871	573	18	77	3255	697	1755	
171438	495	936	470	260	310	35	36	8	5320	36	189	845	671	17	97	3462	766	1776	
171084	502	968	506	277	326	34	34	10	5561	37	194	836	675	14	87	3470	782	1865	
170709	529	1021	541	285	317	27	35	10	5823	37	199	821	533	12	108	3707	834	1921	
170418	513	999	579	304	326	29	36	11	6069	40	209	815	562	17	70	3839	835	1951	
170107	491	1019	599	307	325	33	37	11	6347	42	215	841	643	13	93	4031	867	1944	
169707	539	1055	558	318	333	33	35	11	6681	43	220	859	688	24	116	4293	933	1938	
169313	567	1063	612	313	340	44	35	12	6964	44	226	861	538	13	90	4411	942	2032	
168910	571	1129	643	307	337	51	35	11	7256	45	238	894	558	13	114	4533	971	2102	
168477	627	1153	645	324	340	56	37	12	7572	45	245	862	548	14	90	4512	961	2221	
