S	E	I1	I2	I3	I4	I5_h	I6_h	R_h	R	D1	D2	H	T	P1	P2	Q	QT	NQ
178616	165	176	75	73	71	5	3	0	347	2	0	216	0	0	0	91	91	477	
178537	123	254	77	73	68	6	3	1	389	2	0	332	720	8	118	191	114	490	
178434	138	256	100	83	72	8	4	1	433	3	1	434	654	0	21	266	121	540	
178350	147	251	113	85	79	12	4	1	487	3	1	517	232	3	22	351	140	551	
178251	148	275	128	90	71	13	3	1	546	4	3	576	251	0	28	468	160	568	
178159	133	296	144	82	68	13	2	2	622	4	8	649	698	2	24	567	163	575	
178083	109	294	162	82	76	15	2	2	690	4	14	668	553	4	26	684	179	561	
177992	123	275	171	89	78	17	3	2	762	4	17	732	507	1	28	814	198	558	
177877	137	284	171	99	78	17	4	2	839	4	21	762	612	3	28	944	217	573	
177736	164	310	176	89	74	18	4	3	925	4	30	793	221	0	25	1084	228	607	
177623	171	307	192	82	81	14	4	3	1017	4	35	782	529	4	20	1101	209	642	
177503	180	321	192	87	83	12	5	3	1104	4	39	788	545	5	28	1090	218	662	
177363	188	358	190	89	86	12	4	3	1194	5	41	808	204	2	28	1171	231	696	
177254	179	342	208	97	95	12	4	2	1290	5	45	818	542	1	30	1218	234	703	
177157	169	328	212	104	96	10	4	2	1395	6	50	846	634	1	33	1249	236	687	
177017	164	358	209	108	102	10	6	2	1497	6	54	848	511	3	41	1333	251	706	
176854	187	372	213	110	115	13	8	1	1591	6	63	844	522	6	31	1339	274	744	
176685	207	403	217	113	109	13	8	1	1705	6	66	823	225	1	33	1360	266	804	
176513	231	442	211	117	120	17	10	1	1795	6	70	806	538	6	35	1425	283	865	
176335	246	462	210	134	139	18	9	1	1893	8	78	813	640	6	32	1481	289	929	
176219	212	465	227	127	150	16	8	1	2018	9	81	837	533	2	61	1663	341	864	
176084	203	474	242	132	148	18	10	1	2123	9	89	858	555	5	47	1729	347	880	
175891	237	496	248	120	159	20	13	1	2244	10	94	830	662	5	44	1776	365	928	
175708	258	511	251	142	156	21	10	2	2364	13	97	827	312	4	45	1874	383	966	
175507	284	527	274	153	167	21	11	3	2474	13	99	840	605	3	42	1904	401	1036	
175295	288	587	275	164	163	20	12	3	2610	15	101	836	624	10	51	1935	409	1100	
