S	E	I1	I2	I3	I4	I5_h	I6_h	R_h	R	D1	D2	H	T	P1	P2	Q	QT	NQ
178601	170	181	84	60	66	8	3	0	357	3	0	245	0	0	0	76	76	496	
178505	139	257	86	56	70	9	3	0	403	3	2	382	675	7	100	167	91	529	
178387	169	254	117	69	80	9	3	0	438	3	4	490	359	2	22	262	106	595	
178274	184	291	112	67	79	12	3	0	501	3	7	540	625	1	29	338	126	622	
178163	171	327	124	83	82	13	3	1	552	3	11	594	566	6	24	453	148	655	
178053	158	343	139	95	91	16	5	1	611	3	18	687	700	2	29	566	175	672	
177965	142	336	149	109	94	19	5	1	686	3	24	716	314	5	34	721	209	645	
177867	135	338	165	108	91	18	6	1	775	3	26	749	505	0	32	882	234	627	
177737	151	338	178	111	100	22	5	1	858	4	28	786	529	5	32	1025	245	660	
177596	180	350	176	115	106	22	5	1	944	4	34	797	534	3	39	1226	298	656	
177458	181	369	195	122	103	20	6	1	1032	5	41	794	571	0	34	1308	299	697	
177319	184	394	194	116	109	20	11	1	1134	5	46	822	539	5	28	1314	311	717	
177166	202	400	211	120	108	21	11	1	1237	6	50	814	525	0	34	1357	311	762	
177077	167	411	204	121	117	24	11	1	1336	6	58	811	237	6	34	1444	318	737	
176987	134	398	219	129	117	25	10	3	1440	6	65	824	543	4	39	1516	318	714	
176832	150	401	229	133	122	27	12	3	1547	6	71	816	488	7	48	1600	345	729	
176646	188	410	229	136	118	26	13	3	1682	6	76	851	551	6	44	1634	341	779	
176478	220	414	235	133	125	28	13	3	1795	7	82	875	239	5	37	1678	346	822	
176296	247	434	249	129	130	25	11	4	1912	8	88	859	499	5	42	1730	354	871	
176129	263	443	237	133	130	27	10	5	2055	10	91	858	551	7	40	1702	325	918	
175984	249	452	245	139	144	24	11	4	2175	10	96	888	670	3	48	1807	364	900	
175848	219	465	252	147	146	20	13	4	2305	10	104	847	478	5	36	1856	361	901	
175637	255	504	259	146	141	22	15	4	2430	10	110	853	636	7	60	1956	395	947	
175424	271	557	264	145	145	23	16	3	2560	11	114	838	498	5	45	2002	396	1025	
175204	283	597	283	152	162	21	16	4	2679	12	120	872	230	0	48	2051	396	1118	
174981	295	621	308	159	167	23	16	3	2824	13	123	860	529	15	63	2145	415	1174	
174718	330	635	341	173	170	27	12	3	2976	16	132	860	554	18	50	2215	434	1254	
174536	329	631	343	186	173	28	13	2	3139	17	136	846	521	5	56	2289	450	1253	
174356	302	619	359	192	189	29	17	1	3308	17	144	851	548	10	59	2412	458	1249	
174077	328	673	390	189	195	32	14	2	3466	19	148	900	581	12	84	2579	515	1306	
173791	369	685	424	198	185	31	14	2	3661	19	154	841	528	9	63	2673	535	1371	
173497	413	724	420	203	213	33	14	2	3838	20	156	847	647	11	56	2848	566	1454	
173224	443	768	416	204	214	36	16	2	4031	20	159	848	629	9	73	3007	602	1495	
172905	438	846	437	212	215	39	17	2	4241	20	161	830	586	8	58	3074	590	1614	
172657	415	869	445	237	226	40	18	2	4437	22	165	824	493	13	65	3160	619	1631	
172447	389	848	434	255	235	44	17	3	4669	23	169	823	569	8	84	3221	656	1566	
172138	392	875	456	269	241	41	21	4	4898	23	175	861	622	15	90	3324	695	1600	
171765	466	883	503	267	253	44	25	4	5119	23	181	877	668	19	82	3506	747	1694	
171398	497	946	495	271	271	44	26	6	5370	24	185	877	650	11	86	3623	772	1778	
171034	507	992	540	274	275	46	28	8	5618	24	187	870	576	13	91	3694	786	1876	
170660	538	1022	559	304	285	46	30	8	5864	26	191	874	625	8	86	3782	811	1973	
170375	514	1033	562	280	299	51	30	12	6154	27	196	859	535	7	87	3949	819	1950	
170090	456	1054	570	294	315	52	29	12	6436	28	197	843	592	11	83	3953	824	1946	
169664	463	1142	610	299	341	48	27	13	6691	30	205	852	607	16	96	4098	846	2084	
169221	555	1117	675	328	347	48	25	12	6957	35	213	883	547	12	98	4287	873	2222	
168746	647	1129	679	331	362	55	24	12	7296	36	216	895	626	20	106	4364	899	2328	
168298	701	1179	660	326	370	54	25	14	7649	36	221	906	684	15	122	4503	930	2385	
167844	708	1243	709	314	388	59	23	15	7967	38	225	919	581	14	102	4592	915	2529	
167517	642	1234	741	339	393	64	23	14	8297	40	229	943	660	8	107	4756	953	2483	
167153	595	1270	718	337	406	67	28	12	8672	40	235	906	578	22	125	4828	998	2423	
166643	635	1353	728	365	393	69	30	11	9024	42	240	902	643	18	154	5144	1055	2518	
166124	688	1445	730	358	400	67	33	11	9390	43	244	871	644	10	131	5396	1083	2638	
165585	745	1514	741	382	418	74	37	9	9739	43	246	903	632	11	110	5530	1103	2808	
164989	812	1576	818	391	443	79	34	12	10081	45	253	888	684	26	126	5689	1135	3018	
164433	821	1630	844	423	456	77	34	11	10494	46	264	876	605	17	141	5818	1160	3125	
164065	735	1584	869	440	492	80	38	13	10904	47	266	890	694	20	139	6012	1183	3055	
163721	633	1526	897	469	481	84	40	12	11351	50	269	878	559	22	172	6176	1247	2883	
163166	675	1558	913	460	489	84	42	12	11809	54	271	870	593	22	184	6447	1331	2890	
162600	789	1502	908	482	514	82	39	14	12268	58	277	830	562	17	135	6630	1340	2976	
162026	825	1581	876	491	494	80	41	15	12761	61	282	857	560	22	128	6657	1309	3079	
161476	822	1641	876	503	509	83	39	14	13218	64	288	890	678	21	134	6667	1336	3137	
160928	811	1687	920	511	530	86	41	13	13649	65	292	827	554	18	167	6755	1387	3199	
