S	E	I1	I2	I3	I4	I5_h	I6_h	R_h	R	D1	D2	H	T	P1	P2	Q	QT	NQ
178546	179	192	70	64	65	9	5	0	398	5	0	249	0	0	0	85	85	499	
178475	132	251	84	67	64	9	6	0	437	5	3	383	669	2	115	184	103	510	
178373	153	261	91	73	69	11	7	0	483	5	7	467	667	3	23	274	114	551	
178285	149	271	99	86	80	12	8	0	529	5	9	566	574	2	24	372	138	567	
178211	133	273	111	92	85	13	9	2	586	5	13	637	234	2	22	474	151	565	
178142	127	265	127	83	84	16	10	2	656	5	16	687	578	1	37	628	180	532	
178039	132	277	132	98	82	17	11	2	716	5	22	754	532	2	29	757	203	546	
177938	143	274	142	97	90	18	9	3	786	6	27	769	628	3	31	881	228	545	
177823	152	282	159	89	102	19	10	3	852	6	36	777	580	5	32	1038	257	556	
177725	153	283	160	93	95	21	11	3	939	6	44	800	580	6	34	1221	279	537	
177611	147	306	167	90	88	24	11	4	1025	6	54	813	643	6	28	1272	275	558	
177526	144	293	176	94	85	29	13	3	1104	6	60	836	533	2	21	1284	274	560	
177427	134	294	187	111	87	29	11	3	1173	8	69	868	554	4	21	1277	272	581	
177325	149	275	186	111	90	27	16	3	1268	8	75	877	635	3	32	1291	274	580	
177208	147	293	187	109	91	30	19	4	1356	8	81	882	510	3	33	1329	277	599	
177088	169	301	180	115	87	28	19	3	1450	9	84	906	656	6	32	1300	268	631	
176979	189	305	172	111	90	26	17	5	1541	9	89	946	628	4	37	1339	272	638	
176842	191	335	185	109	81	22	18	5	1635	10	100	930	601	2	27	1379	266	675	
176738	175	325	208	116	83	22	17	6	1730	11	102	932	222	3	32	1364	276	670	
176642	162	333	196	114	84	21	18	4	1840	11	108	887	500	5	31	1388	290	638	
176501	177	356	201	110	92	18	18	5	1930	12	113	875	233	4	33	1444	297	675	
176376	177	372	202	107	98	18	19	4	2035	12	113	881	227	4	31	1489	303	690	
176259	173	366	207	107	98	18	19	4	2150	12	120	864	637	3	33	1563	288	700	
176118	181	380	214	101	113	18	18	5	2245	13	127	822	611	7	31	1537	295	730	
175977	197	389	210	104	116	16	14	4	2358	17	131	816	538	4	33	1533	275	771	
175876	176	385	216	113	119	15	12	4	2463	20	134	838	529	0	38	1595	293	743	
175759	170	374	217	119	126	15	13	6	2577	20	137	853	537	4	32	1589	289	745	
175616	185	385	237	127	112	14	13	6	2678	20	140	842	327	1	52	1627	309	764	
175463	206	390	249	126	131	14	12	6	2772	21	143	837	234	8	23	1615	310	818	
175301	214	407	262	124	126	19	13	7	2889	21	150	812	604	4	44	1608	320	845	
175117	242	445	240	125	125	18	12	6	3024	22	157	828	547	1	32	1596	304	903	
174930	261	474	252	129	134	20	10	6	3130	24	163	800	646	4	38	1633	324	956	
174806	236	459	272	135	150	22	9	6	3246	25	167	829	547	2	37	1675	335	948	
174703	189	462	284	130	154	21	8	7	3377	26	172	864	514	5	46	1759	329	919	
174516	214	471	302	134	159	25	8	7	3492	26	179	861	541	5	58	1849	373	940	
174302	260	490	274	129	173	27	9	7	3654	26	182	889	675	7	45	1876	381	981	
174087	287	522	291	121	160	24	11	7	3810	26	187	866	539	7	58	1974	381	1035	
173887	291	536	301	135	170	24	13	7	3947	26	196	839	557	7	42	1938	393	1077	
