S	E	I1	I2	I3	I4	I5_h	I6_h	R_h	R	D1	D2	H	T	P1	P2	Q	QT	NQ
178555	171	194	83	75	54	13	4	0	380	4	0	212	0	0	0	83	83	511	
178473	142	256	85	76	57	12	4	0	421	4	3	355	664	6	99	140	84	548	
178388	140	262	101	81	68	12	5	0	467	4	5	472	651	3	24	228	104	565	
178309	143	270	106	80	67	13	6	0	527	4	8	555	542	2	34	340	115	570	
178233	139	261	117	81	74	13	6	1	593	4	11	623	548	3	24	452	131	560	
178153	136	243	121	83	99	13	7	1	657	4	16	724	575	4	27	564	156	546	
178045	147	260	140	87	89	15	5	3	718	4	20	740	529	3	44	767	200	543	
177937	146	281	138	84	89	15	5	4	801	4	29	742	670	1	26	888	209	549	
177823	148	313	136	80	89	16	7	4	881	4	32	765	511	4	38	1056	249	540	
177707	147	339	150	82	87	19	9	4	946	5	38	786	524	2	20	1178	259	574	
177596	144	339	154	97	98	17	13	2	1027	5	41	824	671	2	23	1225	253	609	
177493	155	324	170	97	96	19	13	2	1109	5	50	820	601	2	29	1297	272	602	
177378	166	320	172	105	112	18	14	2	1186	5	55	849	623	3	30	1304	291	616	
177262	171	329	188	106	97	18	14	4	1277	5	62	832	517	1	34	1313	296	627	
177138	169	342	197	107	112	17	15	4	1362	5	65	850	502	0	29	1340	297	662	
177014	182	340	208	109	109	18	14	4	1459	6	70	870	516	6	35	1377	297	683	
176894	186	333	210	119	110	21	16	4	1558	7	75	866	549	5	34	1324	302	693	
176763	188	345	208	118	125	25	17	3	1654	7	80	893	621	4	34	1389	313	713	
176657	163	382	206	102	119	30	17	4	1764	7	82	880	561	4	39	1387	306	713	
176554	154	376	215	116	116	29	15	6	1859	7	86	850	522	1	36	1462	329	692	
176399	191	356	214	116	131	27	15	5	1979	7	93	855	637	8	40	1552	333	717	
176249	219	369	211	124	119	33	12	6	2085	9	97	852	519	6	42	1631	349	738	
176117	212	409	202	123	114	35	12	6	2192	9	102	838	519	5	35	1638	342	765	
175976	209	423	193	138	119	38	13	5	2300	10	109	889	497	8	38	1656	356	777	
175811	207	467	201	134	112	36	12	4	2422	12	115	872	531	7	38	1703	343	826	
175694	194	439	220	137	118	36	11	4	2544	13	123	889	642	7	35	1723	342	813	
175557	189	435	233	130	142	34	10	4	2659	14	126	886	503	8	33	1682	318	855	
175399	201	457	228	127	139	37	9	4	2787	16	129	897	599	7	52	1708	346	852	
175249	214	464	234	141	147	35	7	5	2890	17	130	889	633	6	45	1745	366	876	
175064	236	490	247	135	142	32	8	5	3023	17	134	902	521	4	39	1774	354	936	
174887	237	494	282	141	155	35	9	5	3133	17	138	910	499	4	47	1809	388	965	
174694	261	500	289	151	152	40	11	6	3265	17	147	905	594	4	39	1839	395	1009	
174543	248	510	298	139	151	38	10	6	3420	18	152	912	556	8	57	1904	402	992	
174385	235	511	310	149	164	39	11	6	3547	18	158	911	512	6	42	1940	394	1025	
174169	270	527	326	155	173	34	12	7	3676	19	165	922	626	6	59	2035	433	1064	
173938	311	548	316	163	171	39	10	6	3836	22	173	898	529	6	53	2122	424	1134	
173708	346	566	323	161	190	42	11	6	3982	22	176	876	653	9	44	2220	424	1215	
173466	359	613	324	178	185	42	14	6	4143	22	181	873	526	6	64	2256	437	1278	
173216	358	689	333	165	177	42	16	6	4320	23	188	889	240	6	76	2370	479	1301	
172999	329	697	366	181	177	48	17	5	4500	23	191	872	249	8	45	2476	475	1340	
172802	307	711	358	194	192	45	18	5	4684	23	194	864	515	8	47	2472	479	1346	
172491	367	759	359	195	206	48	17	5	4861	24	201	885	498	6	77	2598	528	1423	
172249	375	772	375	226	206	51	18	4	5031	25	201	889	632	11	60	2667	523	1500	
171932	424	801	392	227	218	50	18	4	5232	26	209	847	671	10	71	2794	553	1577	
171609	462	801	438	231	237	51	20	3	5442	26	213	823	552	6	71	2853	566	1674	
171263	481	879	456	244	243	52	18	5	5649	27	216	835	512	15	79	3000	587	1786	
171000	450	904	464	258	269	52	18	4	5865	29	220	881	510	9	79	3153	618	1797	
170731	413	930	503	277	277	51	19	3	6075	30	224	857	657	11	104	3303	690	1780	
170351	453	981	508	270	290	51	19	3	6347	30	230	858	604	11	104	3433	717	1855	
169972	512	992	534	286	304	52	18	2	6593	34	234	831	613	9	107	3717	797	1901	
169560	575	1033	563	278	322	53	18	2	6852	36	241	834	670	14	93	3960	848	1994	
169128	636	1095	558	272	338	56	19	3	7145	37	246	862	626	8	87	4070	848	2126	
168728	621	1173	591	297	347	57	20	3	7404	39	253	843	642	11	96	4200	898	2208	
168418	554	1155	638	346	361	62	22	3	7675	39	260	860	516	17	98	4321	909	2229	
168117	488	1156	673	364	376	57	25	2	7969	39	267	855	585	13	108	4475	948	2191	
167668	539	1208	676	349	367	60	27	2	8323	40	274	871	691	18	132	4696	968	2258	
167226	605	1230	685	364	352	64	30	2	8650	43	282	813	633	19	112	4876	993	2337	
166799	630	1244	715	367	382	65	30	3	8964	44	290	816	662	26	112	4876	1015	2418	
166361	660	1289	728	377	380	66	29	5	9298	45	295	872	500	10	111	4963	1034	2495	
165896	704	1294	737	385	391	66	33	5	9674	46	302	831	555	17	110	5033	1013	2597	
165572	641	1271	785	411	389	72	29	6	9998	51	308	836	570	17	106	5126	1025	2573	
165262	544	1280	806	413	389	75	30	5	10367	52	310	809	556	16	118	5295	1041	2496	
164799	575	1315	814	404	398	72	28	7	10753	53	315	807	642	15	151	5552	1092	2514	
164314	653	1309	798	407	402	74	29	7	11165	57	318	809	642	18	106	5676	1074	2598	
163860	686	1309	827	406	415	74	33	8	11539	57	319	847	668	13	129	5817	1126	2624	
163383	733	1311	835	406	409	80	38	10	11943	58	327	838	557	22	140	5850	1146	2666	
162867	783	1375	837	405	420	82	41	9	12321	59	334	812	573	19	123	5869	1161	2782	
162513	711	1380	834	407	436	87	43	12	12715	60	335	839	583	18	123	6037	1196	2702	
162189	590	1405	866	415	434	86	42	13	13093	63	337	866	547	13	126	6104	1200	2638	
161678	615	1461	864	418	435	93	46	11	13506	65	341	882	632	23	164	6286	1259	2673	
161152	709	1429	887	422	444	105	49	12	13914	65	345	875	578	13	118	6371	1262	2783	
160667	737	1435	901	431	452	109	50	12	14321	68	350	877	680	13	153	6509	1290	2825	
160162	763	1475	912	423	472	105	51	13	14734	69	354	887	554	18	131	6391	1281	2920	
159662	760	1506	921	442	487	104	49	12	15161	73	356	891	708	19	129	6574	1314	2955	
159271	719	1475	934	458	463	99	48	15	15618	74	359	904	700	22	160	6738	1326	2870	
158930	609	1460	938	461	467	93	48	15	16071	77	364	880	555	14	139	6831	1338	2738	
158427	660	1449	954	473	478	89	51	14	16494	77	367	857	688	11	156	7000	1391	2763	
157951	708	1434	939	465	496	92	50	15	16935	77	371	858	560	11	135	6968	1376	2808	
157441	730	1471	951	449	465	101	52	13	17402	80	378	823	666	16	135	6999	1339	2880	
156922	746	1487	964	460	484	102	52	13	17836	84	383	820	669	14	143	6884	1341	2954	
156415	762	1580	928	452	466	101	51	11	18295	85	387	828	653	12	149	6976	1332	3008	
156065	670	1507	946	460	473	103	47	12	18765	91	394	882	556	17	123	6989	1285	2921	
155697	625	1446	926	463	489	103	46	15	19224	96	403	852	577	14	126	6936	1283	2815	
155180	681	1430	953	461	471	103	47	14	19685	98	410	841	660	18	186	7092	1377	2769	
154676	732	1446	921	454	482	98	45	13	20148	102	416	819	633	11	135	6984	1367	2811	
154136	755	1482	955	452	481	97	41	14	20592	104	424	809	633	21	139	7014	1384	2879	
153680	742	1480	935	446	487	98	35	15	21076	112	427	865	646	21	119	6874	1301	2922	
153189	712	1565	957	444	472	103	36	18	21490	114	433	819	611	15	150	6968	1336	2953	
152806	662	1513	999	465	467	98	44	18	21908	115	438	843	628	18	117	6892	1321	2927	
152451	617	1464	978	452	454	101	46	21	22387	117	445	819	615	19	137	6898	1316	2796	
151968	630	1483	976	429	456	103	47	22	22851	118	450	836	628	17	147	6894	1324	2800	
151500	665	1420	1000	430	445	108	49	20	23323	121	452	836	524	16	137	6939	1308	2809	
151153	608	1410	966	422	438	111	46	20	23767	126	466	834	630	14	135	6968	1287	2714	
150834	549	1324	972	410	442	112	46	21	24224	127	472	839	676	19	130	6730	1259	2596	
150509	511	1261	970	436	455	108	48	22	24606	129	478	825	687	20	113	6688	1286	2503	
150208	464	1172	957	444	451	108	49	21	25042	132	485	841	676	13	108	6546	1264	2381	
149933	444	1095	899	430	446	104	50	21	25488	133	490	853	662	9	135	6592	1256	2212	
149648	462	977	864	411	447	100	52	21	25920	136	495	832	542	16	130	6384	1202	2111	
149401	447	933	793	403	405	106	54	20	26336	138	497	853	650	13	126	6446	1180	1961	
149187	408	890	734	382	374	108	57	18	26732	140	503	858	627	7	107	6295	1150	1803	
148954	389	857	699	355	340	107	54	19	27109	143	507	860	545	6	87	6046	1074	1727	
148704	364	852	639	359	321	106	56	19	27457	144	512	859	644	13	98	5898	1056	1641	
148461	365	811	600	333	305	106	55	17	27817	145	518	881	655	2	97	5796	1017	1558	
148282	355	741	523	336	306	104	53	18	28142	152	521	878	519	8	75	5539	966	1452	
148072	317	738	506	308	275	103	53	18	28468	154	521	866	521	4	113	5502	962	1338	
147886	298	691	494	310	257	93	56	18	28750	155	525	822	556	5	73	5372	884	1315	
147684	287	690	464	290	247	88	51	17	29028	160	527	854	670	5	74	5060	803	1314	
147479	297	674	445	264	245	90	48	17	29284	163	527	858	651	10	65	4718	747	1316	
147266	321	635	459	242	233	84	48	18	29531	165	531	847	617	11	76	4434	701	1321	
147108	299	622	453	229	219	82	49	16	29754	167	535	822	508	6	74	4213	684	1269	
146974	259	603	435	222	208	79	44	19	29984	170	536	874	649	4	73	4133	656	1194	
146795	260	608	391	225	197	71	42	18	30211	172	543	867	512	12	55	3907	611	1183	
146624	262	565	397	212	220	65	39	18	30412	174	545	876	572	5	52	3683	586	1174	
146447	267	553	410	208	207	66	34	20	30594	178	549	861	596	3	58	3586	560	1185	
146276	261	552	398	201	195	68	32	19	30799	180	552	873	666	4	63	3292	536	1171	
146103	258	554	376	192	190	67	32	18	31004	182	557	889	528	5	54	3159	512	1157	
145983	230	509	363	199	197	60	31	17	31195	183	566	896	580	8	57	3079	501	1088	
145872	213	499	335	184	174	58	31	16	31398	187	566	887	550	4	57	3045	488	1006	
145726	216	463	336	174	192	57	31	12	31566	187	573	858	528	5	59	2900	490	979	
145576	223	449	310	182	185	49	30	13	31746	190	580	855	533	5	57	2794	508	920	
145428	228	459	304	175	173	47	29	12	31900	192	586	834	233	4	52	2743	490	925	
145297	214	456	302	164	172	46	23	10	32063	198	588	864	646	9	39	2662	451	926	
145149	203	474	287	164	165	46	23	9	32222	200	591	850	527	4	51	2600	443	919	
145063	177	450	303	132	146	48	22	10	32384	202	596	857	539	5	43	2537	418	860	
144978	151	425	296	134	130	51	20	9	32532	203	604	828	634	2	38	2462	400	807	
144855	150	411	279	132	136	46	20	8	32684	205	607	846	522	3	33	2344	375	799	
144728	168	402	281	129	134	42	20	7	32805	205	612	844	654	9	53	2300	399	777	
144628	161	385	272	129	133	39	18	7	32936	208	617	839	561	5	32	2182	383	754	
144511	162	391	266	125	122	37	21	7	33058	208	625	875	624	1	45	2085	374	750	
144396	161	374	259	129	125	32	19	7	33193	210	628	897	541	3	24	1925	337	762	
144306	156	353	254	122	113	30	20	6	33331	210	632	900	515	4	32	1851	315	733	
144209	154	337	257	115	107	31	19	5	33448	211	640	910	558	2	43	1837	308	712	
144094	144	348	254	111	104	30	19	5	33566	212	646	849	614	5	32	1752	278	732	
143985	153	345	229	105	114	29	18	7	33688	212	648	870	535	6	31	1721	275	718	
143875	151	344	218	113	116	27	18	7	33795	213	656	878	655	4	38	1705	287	700	
143755	153	348	218	105	121	28	12	8	33909	216	660	903	222	4	35	1714	293	692	
143648	167	326	215	113	121	28	13	8	34013	216	665	877	531	5	40	1679	303	680	
143574	150	305	217	111	129	25	11	10	34118	217	666	876	577	5	25	1643	292	656	
143503	125	301	212	107	132	24	11	9	34220	217	672	885	499	4	35	1597	297	615	
143409	128	292	209	102	121	24	9	10	34330	218	681	853	521	4	40	1694	302	583	
