S	E	I1	I2	I3	I4	I5_h	I6_h	R_h	R	D1	D2	H	T	P1	P2	Q	QT	NQ
178538	161	191	90	66	89	6	4	0	387	1	0	231	0	0	0	111	111	496	
178453	121	266	91	67	88	6	6	0	432	1	2	371	636	10	143	240	134	511	
178366	114	290	99	67	86	8	7	0	493	1	2	470	631	2	26	331	139	532	
178255	125	311	116	65	84	11	8	0	549	1	8	543	570	5	24	436	144	576	
178155	135	303	120	74	100	13	9	0	610	1	13	586	206	2	23	551	157	597	
178071	145	295	129	83	100	12	9	0	671	2	16	635	536	4	34	674	186	587	
177966	145	302	147	85	106	14	9	0	737	2	20	681	630	1	33	826	222	586	
177852	160	290	169	98	109	16	9	0	804	2	24	713	687	3	32	997	247	604	
177732	173	300	174	109	104	17	11	0	885	2	26	749	616	7	35	1171	273	615	
177629	156	311	177	105	110	20	11	1	980	2	31	792	551	7	36	1354	304	586	
177528	151	313	194	116	103	19	11	1	1061	2	34	791	604	6	42	1449	314	593	
177441	147	310	195	107	99	20	11	1	1160	4	38	798	495	5	31	1470	322	567	
177361	135	286	207	109	99	22	11	1	1254	4	44	817	539	4	24	1507	314	555	
177251	132	299	195	109	99	24	12	0	1359	4	49	846	538	3	33	1546	318	552	
177160	135	285	188	104	103	21	11	1	1465	5	55	807	541	4	18	1518	297	550	
177031	148	307	187	105	90	24	11	1	1564	5	60	827	552	3	31	1534	287	585	
176915	157	314	181	105	98	24	12	0	1660	5	62	862	615	2	22	1474	274	617	
176790	162	329	190	99	109	22	11	1	1748	5	67	875	487	4	35	1486	276	646	
176703	157	340	188	97	94	19	10	2	1847	7	69	901	549	3	37	1547	279	626	
176590	153	351	188	101	83	21	11	2	1946	10	77	876	542	3	24	1502	257	651	
176469	164	335	194	114	80	20	12	2	2048	10	85	867	544	4	22	1399	245	674	
176329	192	324	196	115	88	21	11	4	2154	10	89	905	537	4	31	1332	240	707	
176185	203	357	202	117	91	22	12	4	2237	10	93	930	516	4	44	1360	268	736	
176064	189	373	213	118	92	21	12	4	2341	10	96	938	632	9	27	1349	250	768	
175921	181	409	214	125	97	20	13	4	2439	10	100	928	243	8	34	1453	269	790	
175812	176	396	231	134	100	20	13	4	2535	10	102	920	476	4	34	1495	296	774	
175714	189	354	222	134	107	21	15	5	2654	10	108	911	537	8	39	1586	294	748	
175583	196	361	218	131	120	21	15	5	2761	11	111	886	697	6	49	1588	309	753	
175436	210	377	220	126	121	21	13	6	2877	12	114	876	684	7	37	1551	303	785	
175265	222	406	221	131	130	21	14	6	2982	14	121	881	602	6	39	1616	306	839	
175111	226	412	229	137	131	22	12	6	3100	17	130	892	539	4	41	1733	305	864	
174937	237	433	232	133	142	20	10	7	3229	18	135	895	528	4	39	1783	309	898	
174788	257	421	245	139	141	20	9	8	3350	18	137	886	351	3	41	1806	307	925	
174670	226	432	241	141	144	24	7	8	3475	20	145	873	530	7	52	1919	334	881	
174500	220	476	260	140	145	23	6	9	3586	20	148	920	510	10	49	1981	368	902	
174338	239	491	248	138	158	27	7	9	3709	20	149	936	484	3	36	2012	377	931	
174150	275	475	265	146	154	26	7	7	3851	20	157	877	533	6	51	2072	377	971	
173966	276	505	285	144	152	28	8	6	3981	20	162	905	503	8	40	2063	380	1018	
173782	267	531	297	156	151	27	10	7	4118	20	167	893	524	8	43	2129	389	1050	
173640	237	541	289	161	164	27	12	7	4261	20	174	908	633	4	59	2220	426	1005	
173469	251	527	296	177	162	24	13	6	4407	20	181	885	624	13	54	2252	448	1002	
173284	274	529	299	186	162	28	11	6	4545	24	185	886	503	6	49	2327	476	1013	
173076	285	562	304	184	156	24	14	4	4712	24	188	875	646	4	50	2365	475	1054	
172847	314	583	317	175	175	27	13	4	4862	25	191	880	591	6	40	2366	466	1138	
172602	335	598	344	175	179	23	14	5	5029	25	204	886	516	8	54	2314	451	1217	
172372	352	608	352	189	185	26	12	6	5193	26	212	871	545	5	60	2425	476	1248	
172212	304	634	350	186	196	29	12	5	5362	26	217	818	495	7	51	2459	490	1221	
172041	274	641	349	186	199	31	10	8	5545	27	222	856	655	10	61	2535	492	1198	
171781	314	683	339	194	202	33	10	8	5715	27	227	851	520	10	64	2612	516	1259	
171545	345	666	360	200	213	31	11	9	5896	27	230	868	555	9	59	2611	513	1313	
171257	358	736	355	206	209	29	11	9	6097	28	238	847	610	10	68	2669	538	1366	
171007	368	750	378	216	226	28	13	8	6267	28	244	854	650	12	56	2738	558	1421	
170730	407	765	391	216	240	34	15	8	6455	28	244	866	542	6	75	2833	574	1494	
170529	366	745	417	233	241	32	18	8	6662	28	254	885	521	4	78	2986	596	1456	
170308	328	772	426	242	252	34	16	9	6854	30	262	911	650	8	74	3132	617	1453	
170009	382	775	435	253	236	36	18	7	7081	30	271	892	662	19	96	3221	659	1476	
169725	418	772	459	244	234	39	14	9	7309	32	278	873	610	7	61	3259	657	1523	
169397	436	841	466	250	228	39	18	8	7530	32	288	851	566	13	65	3284	645	1633	
169096	458	866	454	253	235	34	20	8	7782	32	295	860	652	8	70	3329	646	1674	
168798	471	894	487	259	237	37	17	6	7988	35	304	869	626	9	78	3390	664	1738	
168580	404	911	506	262	250	41	15	8	8211	36	309	853	510	12	70	3436	666	1723	
168360	352	904	509	277	264	42	15	7	8452	36	315	888	692	12	74	3562	692	1671	
168070	377	878	509	302	274	44	17	7	8698	37	320	846	518	10	101	3659	720	1681	
167773	417	862	523	291	271	50	19	6	8962	37	322	885	600	7	103	3713	751	1682	
167441	454	890	517	300	279	50	18	5	9214	38	327	872	645	10	83	3733	769	1739	
167079	485	949	515	297	255	55	23	6	9503	38	328	895	555	12	83	3708	759	1820	
166755	480	1016	515	282	259	53	24	6	9771	38	334	892	339	14	80	3787	760	1869	
166505	458	941	557	286	293	57	27	6	10020	38	345	865	548	14	69	3893	756	1863	
166270	408	929	572	286	296	60	30	7	10286	39	350	836	654	5	98	4044	785	1796	
165950	415	948	572	293	305	53	28	6	10567	41	355	838	691	10	109	4130	830	1784	
165593	467	951	601	298	297	51	32	7	10830	43	363	836	579	7	101	4285	858	1839	
165288	471	978	590	283	294	55	32	6	11123	46	367	878	666	19	70	4305	827	1876	
164953	494	1004	596	274	312	51	34	6	11391	46	372	862	627	10	93	4295	855	1910	
164629	491	989	595	306	319	56	30	7	11684	50	377	837	525	12	77	4233	816	1970	
164347	474	956	614	328	308	58	30	6	11979	51	382	826	551	14	99	4283	847	1921	
164123	404	960	613	337	274	60	32	6	12283	55	386	827	634	11	97	4335	837	1843	
163792	409	974	629	346	271	61	34	7	12564	56	390	858	637	11	106	4504	874	1850	
163482	423	968	624	312	274	67	34	7	12893	57	392	884	633	12	81	4614	856	1846	
163162	438	940	640	319	266	76	37	7	13194	58	396	937	532	17	99	4611	869	1847	
162836	473	936	610	327	276	77	42	5	13492	58	401	938	577	14	89	4548	861	1880	
162501	489	961	602	336	287	75	42	6	13771	58	405	933	663	11	90	4487	889	1903	
162286	457	904	596	327	283	75	41	6	14086	60	412	927	550	7	92	4534	862	1821	
162052	397	923	620	304	288	72	43	11	14349	60	414	972	638	10	81	4520	853	1794	
161754	399	923	599	316	288	74	44	9	14646	62	419	953	555	8	99	4578	865	1778	
161420	433	939	606	301	278	74	43	8	14941	66	424	926	709	11	80	4517	850	1824	
161122	452	900	633	318	265	79	44	8	15215	70	427	879	543	11	94	4475	842	1849	
160828	447	915	612	317	276	76	40	11	15511	73	427	889	632	9	90	4368	839	1844	
160529	442	942	594	305	295	71	41	8	15796	77	433	858	548	11	92	4397	859	1831	
160296	415	920	564	305	283	71	46	6	16111	78	438	890	524	8	72	4344	828	1776	
160069	359	928	556	314	273	69	47	6	16390	79	443	875	560	8	97	4390	819	1727	
159779	385	869	578	315	280	68	45	5	16681	82	446	867	649	9	106	4381	823	1717	
159478	431	886	541	317	259	63	45	5	16973	83	452	881	673	8	86	4349	813	1729	
159253	415	842	542	308	245	67	43	5	17266	88	459	894	557	10	70	4388	817	1645	
159050	363	815	559	303	272	66	45	5	17502	89	464	908	659	7	87	4307	814	1609	
158852	321	797	554	283	270	66	49	6	17777	89	469	889	597	14	94	4338	805	1535	
158642	303	765	551	275	276	65	46	9	18031	93	477	877	625	10	82	4263	800	1481	
158439	301	713	532	282	263	62	44	12	18305	96	484	879	639	9	94	4324	823	1374	
158260	304	681	487	260	271	56	41	14	18572	98	489	879	219	2	60	4210	802	1298	
158104	285	642	471	249	266	58	46	14	18810	98	490	886	657	3	73	4221	802	1215	
157977	244	599	451	256	244	65	45	13	19045	98	496	861	527	3	70	4091	782	1122	
157820	210	596	429	245	234	64	42	14	19274	100	505	824	552	6	58	3935	737	1083	
157690	202	533	420	228	217	65	42	15	19510	101	510	839	526	4	77	3916	740	967	
157540	197	499	385	217	206	65	39	16	19745	106	518	851	206	3	55	3850	678	930	
157423	185	454	384	200	182	61	34	17	19961	109	523	835	551	6	58	3715	618	882	
157300	185	413	343	179	171	61	29	16	20192	114	530	823	236	5	51	3528	570	811	
157176	185	406	322	166	168	66	24	16	20351	118	535	842	538	3	46	3362	548	789	
157078	170	400	301	161	165	64	27	17	20492	120	538	858	346	4	42	3072	520	768	
156950	171	400	272	154	157	64	27	15	20660	121	542	856	559	3	40	2973	491	754	
156829	175	409	256	137	135	61	28	10	20823	123	547	823	341	1	30	2765	424	777	
156741	171	357	271	139	136	52	25	8	20955	127	551	809	532	2	41	2643	392	759	
156644	141	363	287	123	139	43	22	10	21077	128	556	836	226	0	44	2508	378	740	
156528	149	348	267	125	135	39	23	10	21222	128	559	833	534	1	36	2297	352	734	
156428	144	341	242	115	135	39	23	10	21365	128	563	810	537	0	38	2191	321	718	
156322	142	350	223	114	122	38	21	8	21495	131	567	819	220	3	43	2061	314	696	
156218	149	317	225	109	128	36	19	8	21617	132	575	849	566	3	31	1948	307	676	
156134	131	325	211	100	127	36	18	9	21729	132	581	874	547	1	45	1960	303	645	
156048	131	321	210	101	122	37	16	6	21819	134	588	887	542	1	37	1891	304	634	
155948	132	312	210	96	124	34	15	6	21925	135	596	848	525	7	29	1856	289	634	
155857	139	297	192	97	118	25	15	5	22054	135	599	827	471	1	44	1859	296	587	
155757	146	294	182	96	117	23	15	4	22160	136	603	849	216	5	34	1788	294	579	
155673	153	272	168	99	109	23	17	4	22271	136	608	845	208	5	37	1741	286	555	
155588	136	287	165	97	94	22	12	6	22372	139	615	808	234	4	26	1697	266	547	
155486	128	299	163	100	91	21	10	6	22465	140	624	815	576	4	27	1649	261	551	
155418	121	281	167	101	91	18	11	5	22549	140	631	809	553	3	28	1615	250	540	
155347	118	257	182	95	89	17	10	5	22635	140	638	833	201	0	22	1609	247	521	
155262	112	258	176	95	86	17	11	3	22729	141	643	839	522	4	31	1505	242	513	
155196	99	259	160	93	83	16	11	5	22822	142	647	864	209	3	28	1485	251	470	
155114	102	248	174	89	76	16	12	3	22904	143	652	880	538	5	23	1463	242	475	
155036	106	242	175	94	66	19	12	3	22981	144	655	880	215	0	21	1374	228	486	
154945	121	248	161	84	66	21	13	3	23067	144	660	846	667	4	20	1307	232	482	
154906	112	219	168	81	61	18	14	3	23142	145	664	862	510	0	24	1205	220	453	
154835	96	225	177	73	59	14	14	3	23224	145	668	851	543	6	15	1163	205	453	
154768	99	215	172	65	70	13	13	3	23299	146	670	857	305	1	21	1114	189	458	
154695	106	204	160	78	73	13	13	3	23370	146	672	873	480	0	25	1101	192	455	
154615	104	223	144	73	72	17	14	2	23443	147	679	889	505	3	24	1126	195	452	
154523	112	226	149	71	63	16	15	2	23523	147	686	875	504	3	25	1058	189	463	
154448	115	207	159	74	69	18	14	4	23587	147	691	848	582	3	18	1014	194	462	
154389	107	201	165	69	72	18	14	3	23654	147	694	834	504	2	26	1021	198	448	
154322	104	197	160	77	73	18	11	5	23720	149	697	833	501	1	25	1037	200	440	
154248	105	215	132	80	63	21	13	3	23804	149	700	835	331	6	26	1049	199	430	
