S	E	I1	I2	I3	I4	I5_h	I6_h	R_h	R	D1	D2	H	T	P1	P2	Q	QT	NQ
178593	158	173	91	63	66	7	3	0	377	2	0	218	0	0	0	81	81	480	
178523	109	247	94	65	64	7	4	0	416	2	2	324	668	5	103	162	92	498	
178422	130	247	106	77	56	9	4	0	475	2	5	468	545	1	18	233	97	532	
178313	146	258	121	78	63	9	4	0	526	2	13	548	686	2	30	349	123	556	
178235	125	275	125	80	75	11	4	0	583	2	18	598	226	1	26	446	145	550	
178161	113	269	123	91	77	14	4	0	656	2	23	650	573	4	34	570	162	529	
178058	133	259	133	86	85	15	5	1	727	2	29	710	644	4	32	706	189	527	
177968	141	255	138	86	95	15	7	1	793	2	32	731	518	1	22	811	205	532	
177859	152	262	144	90	91	15	7	1	872	3	37	721	647	5	34	973	220	541	
177774	146	266	152	80	90	13	8	1	958	5	40	742	600	5	36	1147	228	527	
177668	135	301	150	81	91	14	9	1	1033	6	44	787	507	3	25	1224	227	554	
177586	136	282	156	85	97	16	9	1	1110	6	49	803	596	3	24	1256	237	544	
177494	134	278	159	80	110	16	10	1	1189	6	56	831	509	3	33	1332	246	541	
177389	149	275	177	74	103	15	13	1	1269	6	62	829	495	1	30	1323	259	547	
177291	164	266	173	71	98	19	12	2	1362	7	68	839	537	5	28	1378	265	538	
177186	137	311	171	77	105	18	12	1	1434	7	74	829	249	5	23	1367	278	553	
177073	143	308	173	88	111	16	12	2	1522	7	78	840	527	1	25	1358	275	576	
176948	171	308	166	92	107	17	12	3	1619	7	83	848	539	1	38	1424	290	583	
176847	169	311	174	102	109	16	10	4	1692	8	91	846	525	3	29	1397	305	586	
176768	146	308	163	114	114	17	8	5	1788	9	93	830	515	6	31	1389	311	559	
176640	154	330	157	111	106	21	8	5	1889	9	103	831	560	4	29	1415	301	586	
176511	176	336	176	108	108	24	7	6	1963	10	108	847	367	1	32	1415	301	634	
176368	188	359	178	106	112	23	8	5	2060	10	116	827	242	3	26	1392	285	689	
176209	213	373	182	110	124	27	8	4	2148	11	124	830	512	4	39	1410	295	742	
176082	208	378	215	101	123	28	11	4	2241	12	130	829	321	4	38	1463	303	761	
175964	182	386	227	122	122	27	11	4	2341	13	134	855	540	5	28	1518	302	775	
175830	180	400	240	120	121	28	11	6	2442	13	142	824	260	7	43	1567	314	786	
175675	191	420	234	124	125	28	11	5	2560	13	147	862	522	7	35	1539	303	830	
175485	217	431	250	128	129	31	12	5	2679	13	153	867	527	4	39	1596	312	886	
