S	E	I1	I2	I3	I4	I5_h	I6_h	R_h	R	D1	D2	H	T	P1	P2	Q	QT	NQ
178604	167	188	71	70	64	13	6	0	345	5	0	237	0	0	0	89	89	490	
178510	124	263	80	72	62	15	6	0	393	5	3	393	701	8	121	193	105	517	
178420	122	288	97	64	67	16	4	1	443	6	5	512	649	4	23	276	117	541	
178329	120	308	97	69	73	16	5	1	496	6	13	577	242	1	22	372	129	559	
178244	125	292	122	69	80	17	7	1	553	6	17	624	676	3	26	464	136	576	
178178	124	272	136	79	81	17	5	2	607	8	24	669	690	6	32	566	160	554	
178081	125	284	140	89	84	19	6	2	669	8	26	725	513	2	30	695	191	556	
177976	130	271	154	95	94	21	5	3	742	8	34	771	501	4	26	810	203	567	
177869	144	275	173	94	86	22	7	3	813	8	39	801	605	3	36	953	235	566	
177757	146	293	166	103	88	24	8	2	892	8	46	847	248	3	19	1050	241	587	
177643	165	282	170	90	97	28	6	2	990	9	51	837	486	1	26	1114	229	609	
177544	162	288	176	90	93	29	9	1	1075	9	57	882	517	4	26	1121	232	615	
177450	150	304	173	94	84	30	10	1	1169	9	59	869	526	6	34	1194	246	599	
177339	157	318	180	92	80	27	11	1	1254	9	65	857	316	5	38	1299	265	600	
177214	176	312	179	91	98	27	12	1	1345	10	68	859	661	4	31	1344	270	625	
177106	165	332	193	87	97	27	12	1	1430	11	72	861	522	5	34	1376	273	640	
176976	173	348	183	99	100	25	12	2	1529	11	75	868	331	2	29	1393	277	663	
176831	191	375	188	99	102	26	13	2	1613	12	81	861	231	2	33	1454	287	707	
176722	197	355	203	96	112	22	15	2	1710	12	87	793	229	7	24	1447	282	718	
176622	176	363	197	106	109	23	13	3	1815	14	92	827	550	4	34	1529	289	698	
176489	170	383	207	103	107	23	13	3	1921	15	99	843	666	2	45	1581	296	710	
176341	188	415	200	103	117	24	13	4	2012	16	100	846	635	6	35	1603	303	757	
176181	220	392	211	123	123	22	13	5	2119	16	108	807	523	6	43	1611	311	793	
176018	233	419	226	124	135	24	11	6	2207	17	113	817	511	5	42	1587	328	844	
175847	260	438	218	123	136	24	10	6	2332	19	120	837	580	13	33	1618	325	884	
175737	225	454	225	119	121	20	11	5	2471	20	125	840	511	6	42	1696	313	862	
