S	E	I1	I2	I3	I4	I5_h	I6_h	R_h	R	D1	D2	H	T	P1	P2	Q	QT	NQ
154468	258	569	456	239	219	61	47	23	22539	132	522	896	556	13	69	4117	734	1115	
154329	228	543	426	235	210	57	44	19	22775	136	531	869	536	7	50	3846	687	1056	
154210	209	506	376	232	203	62	49	16	22995	137	538	879	519	8	60	3768	676	961	
154063	212	468	371	234	185	60	49	15	23193	138	545	889	529	7	66	3654	642	937	
153938	205	447	351	208	181	50	50	14	23396	142	551	942	626	5	55	3488	608	884	
153813	169	452	328	199	181	53	48	14	23574	145	557	935	525	5	49	3316	571	859	
153658	182	432	315	195	176	64	48	14	23740	145	564	898	226	2	48	3141	534	878	
153536	186	401	317	178	160	63	46	15	23913	147	571	919	641	8	51	3001	494	857	
153424	183	364	306	184	156	58	46	13	24074	149	576	894	543	2	46	2859	462	835	
153335	161	356	279	171	162	58	40	14	24225	152	580	889	338	6	48	2669	439	788	
153219	164	366	237	159	149	58	38	12	24392	153	586	863	263	5	54	2510	412	759	
153096	173	363	218	159	147	55	33	11	24527	158	593	863	547	2	44	2448	405	743	
152971	180	367	206	157	135	53	32	12	24663	159	598	885	554	3	51	2391	396	734	
152874	168	338	217	154	139	49	35	13	24786	159	601	870	553	2	34	2204	368	732	
152772	149	367	204	139	123	45	33	12	24921	160	608	879	234	5	49	2204	370	690	
152666	161	342	213	132	130	43	33	14	25024	161	614	896	669	3	27	2113	342	712	
152596	137	330	208	125	118	43	33	12	25151	163	617	921	361	5	31	2033	321	673	
152490	129	336	210	130	104	41	31	13	25265	163	621	921	332	2	36	1963	307	674	
152401	137	307	209	127	113	40	28	15	25361	164	631	874	521	4	28	1913	313	648	
152315	134	290	202	122	114	36	26	17	25475	164	638	884	647	5	37	1864	316	608	
152223	143	280	200	111	103	35	26	17	25589	167	639	875	516	4	29	1714	297	601	
152128	152	274	192	95	97	36	24	17	25702	170	646	890	517	2	36	1664	280	590	
152073	120	263	194	97	89	32	22	19	25802	170	652	898	621	2	27	1582	256	561	
152016	104	251	200	95	82	28	19	19	25888	173	658	896	529	2	29	1571	257	522	
151929	111	246	180	96	81	26	21	18	25986	174	665	907	512	2	22	1431	252	509	
151845	111	251	173	87	79	26	18	17	26077	178	671	867	547	0	19	1396	229	516	
151766	110	250	174	83	83	24	15	16	26159	180	673	834	238	1	26	1362	219	520	
151675	112	257	170	91	85	23	17	17	26228	180	678	834	589	2	24	1303	220	535	
151586	119	261	166	88	74	26	18	15	26312	182	686	832	493	2	24	1279	218	534	
151536	107	241	157	81	92	19	17	14	26395	182	692	850	228	3	22	1199	215	499	
151486	84	232	154	86	94	21	16	14	26465	183	698	822	541	4	26	1193	227	460	
151410	87	231	152	82	89	24	16	8	26545	184	705	827	261	0	36	1190	236	445	
151336	93	226	147	77	81	24	15	6	26630	185	713	867	552	1	29	1179	228	435	
151274	91	218	139	73	77	22	13	6	26716	187	717	883	649	2	20	1181	203	430	
151211	89	212	137	75	75	20	13	6	26788	187	720	875	533	7	23	1193	197	424	
151149	80	204	150	67	75	18	14	7	26857	187	725	872	630	5	24	1227	208	400	
151096	76	194	152	59	71	18	14	5	26930	188	730	871	528	2	18	1191	202	382	
151051	63	195	144	61	60	16	14	6	26997	188	738	856	548	2	14	1148	176	377	
150983	84	170	141	57	60	18	12	6	27068	190	744	854	236	1	20	1102	167	375	
