S	E	I1	I2	I3	I4	I5_h	I6_h	R_h	R	D1	D2	H	T	P1	P2	Q	QT	NQ
162439	613	1175	706	353	347	69	41	7	13351	52	380	881	684	9	105	5120	1047	2257	
162150	574	1145	693	368	372	70	38	6	13677	55	385	873	640	8	98	5145	1036	2224	
161862	512	1131	684	358	367	73	35	7	14058	57	389	862	505	6	106	5193	1001	2159	
161526	522	1104	689	366	377	73	36	7	14379	59	395	856	677	13	117	5285	1033	2134	
161167	524	1119	668	357	359	77	36	9	14758	61	398	836	636	13	110	5355	1018	2122	
160809	536	1116	668	360	353	79	37	8	15100	62	405	849	636	12	98	5284	971	2178	
160451	564	1113	671	365	336	78	39	6	15436	63	411	847	611	10	103	5232	961	2205	
160096	560	1120	676	388	348	76	38	7	15743	67	414	825	543	12	97	5238	964	2242	
159839	506	1074	682	387	335	73	39	6	16104	68	420	819	569	14	114	5238	968	2128	
159614	429	1025	674	381	329	73	47	6	16465	68	422	859	528	14	126	5268	995	1963	
159262	436	1043	666	381	308	73	52	7	16806	68	431	870	548	12	132	5378	1024	1935	
158948	459	1010	665	364	321	76	53	6	17125	71	435	865	554	7	88	5301	1008	1940	
158622	470	984	671	336	329	76	50	8	17470	76	441	870	665	11	106	5255	987	1929	
158320	484	937	673	347	343	77	46	12	17772	76	446	861	641	13	108	5203	1007	1900	
158002	486	982	642	326	344	77	44	14	18082	80	454	879	555	5	95	5115	1004	1897	
157764	454	950	638	311	321	79	50	14	18415	81	456	848	570	5	81	5151	953	1850	
157555	405	902	640	314	308	81	51	15	18720	83	459	870	557	5	101	5113	926	1775	
157230	421	928	625	319	275	81	48	14	19041	86	465	870	642	9	95	5137	912	1785	
156925	454	892	610	318	283	79	47	14	19347	89	475	859	562	9	86	5096	898	1785	
156715	411	875	587	293	281	76	43	15	19665	93	479	855	540	12	77	4997	853	1713	
156513	353	861	557	305	281	72	39	12	19955	98	487	812	507	5	80	4784	824	1644	
156307	328	797	555	308	272	78	37	11	20247	102	491	820	649	6	84	4773	814	1561	
156080	315	798	507	286	274	79	37	13	20544	104	496	815	554	5	91	4709	802	1494	
155881	323	735	477	288	279	74	37	12	20819	108	500	829	645	11	82	4507	795	1418	
155729	309	651	487	284	273	71	36	11	21068	111	503	820	358	5	94	4468	805	1306	
155558	288	641	457	267	248	69	34	12	21337	112	510	871	538	8	95	4447	797	1207	
155401	262	595	435	268	251	67	35	12	21578	112	517	858	688	7	60	4258	779	1134	
155261	247	554	444	255	231	65	33	10	21794	116	523	866	554	5	65	4190	778	1051	
