S	E	I1	I2	I3	I4	I5_h	I6_h	R_h	R	D1	D2	H	T	P1	P2	Q	QT	NQ
173396	289	697	387	205	194	38	21	7	4130	23	146	863	548	10	55	2591	463	1368	
173140	302	713	400	220	204	37	20	7	4313	26	151	899	635	19	100	2726	533	1363	
172852	352	719	404	228	211	36	17	8	4522	28	156	884	508	9	61	2815	542	1425	
172562	400	741	397	249	225	37	16	7	4702	30	167	850	340	13	66	2888	574	1491	
172275	431	745	426	263	236	36	19	6	4892	31	173	837	545	16	65	2871	590	1566	
171972	450	800	435	243	249	33	20	5	5117	32	177	861	531	15	73	3013	614	1616	
171742	431	793	454	265	260	32	22	5	5313	32	184	844	593	14	83	3204	665	1592	
171516	377	816	449	278	260	35	24	4	5553	34	187	869	589	11	78	3302	675	1564	
171225	395	848	453	293	251	38	25	5	5773	35	192	859	657	12	90	3459	727	1576	
170900	419	906	469	271	250	33	28	6	6017	35	199	856	489	12	77	3562	729	1647	
170565	490	906	458	301	253	35	26	7	6253	36	203	793	657	15	75	3709	741	1728	
170253	500	930	507	292	259	43	26	8	6467	37	211	802	642	12	65	3609	735	1822	
169906	509	978	535	286	267	52	27	8	6713	39	213	832	651	9	97	3771	775	1879	
169662	460	944	585	302	273	47	30	8	6965	40	217	885	526	10	84	3909	773	1868	
169380	427	974	559	302	284	53	33	8	7252	41	220	851	502	6	85	4028	783	1849	
169012	448	1018	549	298	305	55	36	9	7535	42	226	886	641	18	104	4111	814	1895	
168621	510	1053	579	310	309	60	35	8	7774	44	230	898	526	15	94	4106	846	2010	
168220	556	1043	604	335	331	63	36	7	8054	44	240	892	548	11	88	4125	862	2106	
167826	583	1082	606	331	332	71	33	8	8373	48	240	886	572	9	121	4210	870	2168	
167416	592	1161	627	326	323	69	35	8	8683	49	244	870	557	14	104	4334	904	2229	
167128	554	1106	661	347	354	73	32	8	8968	54	248	859	534	15	81	4412	903	2224	
166852	491	1084	658	360	357	73	33	7	9313	55	250	875	556	16	123	4663	951	2105	
166465	491	1114	641	377	344	78	32	10	9670	57	254	888	571	17	134	4914	1018	2059	
166027	595	1095	634	397	347	81	32	8	9996	61	260	886	664	10	104	5032	1016	2165	
165613	626	1132	645	394	365	80	34	7	10312	63	262	864	572	20	113	5206	1051	2225	
165209	628	1172	669	380	369	85	37	7	10646	65	266	870	531	14	104	5211	1035	2305	
164785	626	1226	699	380	369	80	36	7	10986	68	271	877	697	25	111	5261	1041	2375	
164500	565	1180	712	402	365	86	29	11	11333	73	277	868	606	13	117	5445	1058	2281	
164199	512	1187	717	385	374	86	29	10	11679	75	280	853	549	11	102	5432	1055	2235	
163769	556	1210	714	374	382	89	32	8	12031	76	292	854	549	17	141	5570	1111	2246	
163347	594	1215	702	376	380	94	30	9	12411	78	297	868	597	12	106	5701	1120	2271	
162929	606	1226	700	380	402	96	32	6	12777	79	300	843	541	14	123	5675	1141	2301	
162525	607	1262	693	385	383	100	31	9	13156	81	301	843	615	18	124	5551	1090	2371	
162086	655	1246	735	408	377	102	33	9	13497	81	304	845	630	17	106	5589	1083	2473	
161813	583	1210	730	405	385	98	29	10	13874	86	310	883	572	12	112	5630	1078	2362	
161518	518	1176	738	419	388	94	31	10	14239	88	314	864	547	13	127	5760	1100	2264	
161083	531	1211	721	406	396	93	32	13	14636	90	321	867	679	15	133	5824	1140	2250	
160636	614	1226	736	384	389	86	33	14	14998	92	325	853	679	22	127	5822	1151	2317	
160263	629	1208	742	380	379	92	36	15	15365	93	331	835	680	17	100	5817	1134	2332	
159869	624	1205	792	377	376	98	41	15	15705	94	337	847	549	10	108	5658	1133	2380	
159465	625	1237	791	371	383	93	47	14	16071	97	339	844	529	12	108	5631	1123	2424	
159194	554	1197	799	372	397	92	48	15	16428	98	339	845	616	12	108	5693	1126	2333	
158924	486	1182	760	358	410	93	48	17	16811	99	345	865	652	11	115	5674	1092	2245	
158541	507	1170	734	367	409	91	44	19	17198	103	350	874	650	14	137	5787	1081	2241	
158134	534	1171	746	385	387	91	43	15	17562	107	358	868	656	13	124	5838	1095	2262	
157711	594	1156	743	385	375	93	45	14	17945	107	365	853	656	12	107	5824	1066	2325	
157290	604	1204	751	373	382	89	41	19	18305	107	368	817	521	15	114	5770	1078	2366	
156880	609	1226	743	367	384	91	43	19	18685	110	376	830	559	13	102	5646	1047	2416	
156587	543	1169	776	371	406	85	42	21	19036	112	385	862	556	12	107	5704	1056	2336	
156299	484	1140	796	380	401	83	41	21	19383	114	391	830	669	18	137	5780	1077	2248	
155915	514	1164	777	352	406	79	41	15	19756	118	396	844	699	13	139	5891	1132	2201	
155472	554	1220	747	343	377	90	44	16	20149	119	402	833	564	12	118	5944	1140	2235	
155057	582	1224	749	342	379	83	39	16	20535	122	405	841	606	14	105	5937	1116	2282	
154675	595	1228	726	332	395	84	40	15	20910	122	411	851	560	13	111	5797	1111	2289	
154307	593	1206	769	329	387	85	42	13	21261	125	416	883	656	14	124	5797	1118	2293	
154023	527	1157	751	345	389	78	48	13	21655	127	420	849	536	6	89	5725	1042	2253	
153759	468	1113	759	328	391	85	45	13	22016	131	425	841	532	11	103	5667	1009	2180	
153402	477	1124	755	342	390	77	40	14	22349	134	429	863	556	17	151	5767	1095	2110	
153012	522	1111	725	354	374	73	42	12	22737	134	437	860	671	10	94	5724	1070	2131	
152756	487	1045	724	348	378	71	36	17	23089	137	445	834	504	9	93	5556	1029	2060	
152505	414	1037	717	346	369	78	39	16	23426	137	449	857	519	13	119	5454	1041	1959	
152242	398	991	700	337	353	77	40	18	23788	138	451	856	530	11	98	5365	998	1898	
152004	386	907	685	333	360	76	41	18	24124	140	459	869	598	7	89	5342	984	1804	
151795	337	875	652	295	354	77	39	17	24485	144	463	861	673	13	115	5399	988	1641	
151605	332	800	612	304	324	82	43	16	24799	144	472	877	677	15	74	5168	934	1563	
151418	300	750	586	295	310	79	44	14	25115	145	477	871	610	8	94	5223	947	1417	
151233	281	717	553	282	295	80	44	14	25409	145	480	864	617	8	70	5080	898	1354	
151058	285	663	502	293	280	82	40	14	25679	151	486	883	626	5	83	4739	859	1286	
150906	264	627	498	272	262	79	41	15	25927	153	489	860	554	4	85	4709	853	1190	
150764	244	576	466	263	253	80	41	15	26179	155	497	858	571	9	58	4605	775	1148	
150633	217	545	411	240	241	78	39	17	26455	157	500	871	632	6	69	4316	728	1043	
150494	217	512	365	227	225	78	40	18	26692	159	506	900	553	4	85	4275	725	939	
150361	207	469	373	238	215	77	38	18	26866	164	507	864	511	6	66	4134	695	922	
150244	188	466	346	218	212	75	32	19	27059	166	508	854	351	4	46	3749	642	895	
150098	211	422	319	215	191	71	28	21	27278	168	511	896	339	4	51	3609	578	879	
149970	218	406	302	187	166	69	27	22	27481	171	514	893	538	1	57	3342	522	853	
149879	184	403	287	174	162	61	22	23	27644	174	520	883	616	7	52	3235	497	796	
149796	151	390	266	162	156	62	22	21	27807	177	523	843	515	2	44	3082	456	753	
149691	147	380	249	149	142	60	21	20	27969	178	527	844	233	6	51	2891	443	705	
149566	142	383	237	140	153	57	21	18	28103	179	534	837	544	2	32	2802	432	701	
149463	152	358	219	141	144	54	20	16	28246	180	540	833	658	2	33	2604	393	695	
149348	162	340	224	136	131	52	17	16	28382	181	544	840	492	3	33	2283	328	734	
149241	169	326	228	122	126	45	13	17	28518	183	545	882	227	2	45	2161	317	712	
149164	142	326	224	122	108	45	15	17	28633	183	554	845	546	2	34	2086	296	686	
149081	122	322	214	120	100	40	15	17	28763	183	556	861	529	2	40	2085	303	630	
148974	141	301	213	107	102	39	11	16	28882	186	561	887	564	2	34	1943	288	626	
148892	139	283	221	104	96	38	7	18	28983	187	565	912	236	2	32	1823	268	620	
148797	129	286	213	110	97	39	7	17	29078	187	573	883	327	2	30	1749	273	608	
148700	132	283	208	102	102	33	6	16	29182	188	581	867	577	6	27	1582	257	609	
148621	121	271	207	98	102	30	9	14	29287	188	585	832	539	4	33	1559	263	575	
148559	95	274	203	89	87	32	10	10	29397	189	588	848	585	3	35	1582	254	536	
148484	106	238	216	93	89	28	11	10	29472	189	597	850	525	4	19	1548	253	528	
148420	96	223	206	93	95	30	10	8	29561	190	601	850	638	2	35	1470	259	494	
148342	98	231	183	88	83	30	11	8	29666	190	603	843	488	4	26	1430	245	479	
148260	108	231	171	86	88	24	9	4	29753	192	607	861	249	4	23	1372	244	473	
148188	106	236	154	86	82	21	11	3	29843	192	611	864	667	4	29	1373	240	456	
148121	97	230	148	73	84	20	11	2	29936	192	619	862	553	4	29	1356	227	436	
148062	104	208	141	75	73	22	9	4	30019	192	624	851	216	3	24	1330	218	414	
148014	91	210	134	73	65	18	9	4	30087	193	635	855	342	4	21	1316	201	399	
147956	94	186	132	74	70	18	9	2	30157	194	641	827	208	0	21	1225	199	384	
147884	92	193	130	83	65	20	9	1	30216	194	646	833	506	4	22	1186	209	383	
147831	85	191	118	76	66	21	10	1	30284	194	656	838	568	0	20	1194	204	363	
147784	70	174	127	79	58	20	11	1	30353	194	662	851	543	0	26	1134	195	344	
147716	69	178	127	79	53	17	12	0	30418	194	670	845	340	0	22	1118	206	329	
147682	68	160	121	72	56	16	12	2	30475	194	675	894	569	1	14	1069	196	309	
147630	59	161	117	71	58	15	13	2	30531	194	682	894	210	2	16	1020	188	306	
147574	76	147	113	56	54	14	12	3	30603	195	686	914	534	1	16	984	177	295	
