S	E	I1	I2	I3	I4	I5_h	I6_h	R_h	R	D1	D2	H	T	P1	P2	Q	QT	NQ
178599	170	190	70	61	66	11	3	0	361	2	0	251	0	0	0	85	85	486	
178519	144	241	71	65	71	10	3	0	403	2	4	367	704	3	117	199	103	502	
178434	148	250	86	66	79	11	2	0	447	3	7	467	538	5	29	317	116	526	
178335	138	280	102	63	83	14	2	0	502	3	11	549	582	5	31	456	141	541	
178248	134	287	116	72	81	14	1	1	558	3	18	659	733	2	27	568	161	544	
178171	141	270	139	74	90	13	2	1	608	3	21	700	551	4	28	685	186	543	
178071	140	281	144	81	101	13	3	1	671	3	24	735	307	1	27	830	218	545	
177966	141	291	159	85	100	14	2	1	741	4	29	786	333	2	26	937	226	566	
177847	146	309	171	95	89	16	4	1	818	5	32	820	532	5	33	1107	260	570	
177743	145	311	179	91	95	19	3	1	900	6	40	813	656	3	23	1224	261	582	
177626	156	331	171	86	94	20	4	0	994	7	44	797	527	1	27	1266	257	605	
177547	151	298	177	94	105	23	5	0	1079	7	47	821	533	6	25	1286	263	590	
177474	132	273	183	105	109	27	5	1	1165	7	52	836	494	2	35	1334	281	553	
177354	136	286	192	103	114	29	8	1	1248	7	55	854	624	2	45	1329	305	563	
177252	150	290	192	104	112	26	9	1	1332	7	58	842	509	1	33	1379	313	570	
177154	150	306	191	106	110	29	9	1	1411	7	59	870	516	7	25	1384	307	594	
177012	168	335	184	104	111	29	8	1	1508	8	65	862	626	1	32	1386	301	638	
176888	176	354	191	98	108	32	8	1	1601	8	68	856	516	3	31	1432	300	667	
176780	167	355	214	94	107	33	6	2	1689	10	76	855	514	6	27	1462	298	678	
176687	167	347	200	104	109	33	7	2	1790	11	76	879	532	3	29	1505	293	674	
176546	184	352	211	115	111	35	9	1	1873	11	85	877	637	9	37	1529	310	707	
176420	205	359	197	103	117	30	9	1	1994	11	87	872	582	1	38	1541	312	708	
176302	187	388	194	113	110	30	9	1	2097	11	91	862	515	5	38	1521	297	734	
176167	195	401	199	125	105	29	7	2	2197	13	93	870	600	6	34	1463	289	772	
176024	201	414	198	130	111	29	8	2	2305	13	98	888	494	4	37	1490	291	800	
175892	195	419	199	138	110	27	9	2	2425	14	103	912	534	5	38	1543	305	792	
175777	200	395	222	146	115	27	9	2	2517	14	109	883	519	0	29	1567	307	807	
175632	212	394	235	148	117	25	8	3	2631	14	114	861	655	8	48	1616	326	813	
175495	204	415	223	144	115	21	11	3	2768	14	120	853	563	3	35	1645	322	811	
175340	206	451	218	133	117	23	12	3	2894	15	121	851	555	6	39	1681	324	836	
175178	234	462	223	126	123	23	13	2	3009	15	125	823	502	5	36	1708	326	878	
174998	257	474	237	126	142	21	11	3	3120	17	127	852	543	3	32	1689	345	923	
174859	254	458	255	127	145	23	11	3	3244	18	136	870	499	3	36	1677	345	928	
174729	235	467	263	129	142	25	10	4	3372	19	138	856	612	4	49	1730	348	923	
174555	223	503	274	138	147	25	12	5	3492	19	140	850	524	6	57	1829	367	955	
174389	234	506	287	135	140	26	12	5	3637	21	141	866	353	4	47	1907	360	980	
174182	265	502	301	144	146	29	12	5	3775	22	150	843	646	6	41	1988	374	1025	
173964	307	509	300	147	147	30	14	5	3934	22	154	863	507	5	53	2008	393	1061	
173765	300	551	313	140	149	33	14	6	4081	22	159	853	612	5	48	2027	386	1114	
173621	268	560	299	149	151	32	17	6	4243	22	165	841	543	6	56	2119	395	1081	
173471	259	529	307	161	168	32	17	5	4394	23	167	871	529	5	58	2208	418	1055	
173234	292	572	305	169	175	30	16	7	4532	23	178	838	620	5	59	2322	460	1099	
172997	340	599	301	179	178	27	15	7	4676	25	189	853	536	10	45	2382	457	1182	
172765	343	654	287	184	177	28	18	6	4849	25	197	843	555	12	52	2447	462	1229	
172519	365	687	310	183	192	30	21	4	4997	25	200	853	493	8	54	2391	467	1321	
172295	373	669	327	206	211	29	20	5	5166	27	205	861	677	6	66	2479	499	1336	
172090	343	708	353	213	202	37	20	4	5328	27	208	886	541	6	68	2565	524	1352	
171921	316	673	390	211	212	36	21	5	5507	27	214	846	525	9	70	2605	538	1321	
171672	320	704	408	206	214	35	23	4	5700	28	219	863	251	12	80	2800	570	1340	
171378	383	721	399	218	218	33	22	4	5901	31	225	857	576	15	68	2870	597	1397	
171110	395	732	424	219	235	38	27	3	6086	31	233	842	643	10	61	2926	609	1461	
170843	408	761	431	220	230	41	27	5	6297	32	238	848	342	9	76	2977	618	1500	
170539	431	806	440	242	237	41	25	4	6488	34	246	821	549	11	65	3110	641	1581	
170270	431	808	471	261	249	41	26	3	6683	36	254	813	533	10	83	3197	690	1597	
170060	382	826	474	265	264	40	23	4	6896	38	261	831	510	10	62	3286	699	1575	
169772	388	861	468	255	261	41	22	6	7151	39	269	833	618	10	93	3399	694	1602	
169461	444	835	480	270	260	47	24	6	7392	41	273	828	507	13	75	3432	693	1667	
169156	448	871	501	274	249	53	26	8	7627	42	278	850	573	6	95	3533	732	1690	
168844	445	932	493	280	252	53	26	8	7873	44	283	847	268	8	72	3453	689	1792	
168529	477	925	523	287	259	58	27	8	8106	47	287	844	605	8	83	3607	729	1827	
168252	467	904	529	299	269	61	26	9	8372	51	294	834	614	10	93	3770	771	1784	
168019	441	892	511	303	274	64	29	8	8638	52	302	843	585	22	100	3897	788	1726	
167719	455	898	518	288	279	60	32	9	8916	52	307	831	525	15	110	4100	821	1709	
167405	474	904	503	289	280	65	35	9	9205	53	311	836	547	16	76	4103	822	1728	
167080	474	926	522	281	319	71	35	9	9446	53	317	854	607	11	77	4255	852	1776	
166744	504	942	548	287	320	75	37	8	9692	54	322	834	667	16	102	4256	881	1832	
166391	507	1005	589	279	305	79	38	8	9950	55	327	850	565	7	91	4356	887	1915	
166138	475	970	586	286	311	83	37	10	10247	57	333	850	519	10	76	4282	867	1881	
165892	413	963	596	299	314	81	37	10	10530	59	339	835	628	9	84	4388	856	1847	
165532	454	977	607	297	309	79	39	10	10827	61	341	820	545	14	116	4436	884	1878	
165179	486	980	620	300	309	78	40	13	11118	62	348	837	647	18	92	4475	905	1908	
164830	526	972	615	326	298	79	39	13	11419	64	352	829	620	8	93	4465	933	1922	
164495	511	978	594	344	309	82	37	15	11745	66	357	807	637	12	87	4323	890	1965	
164161	503	1007	588	343	298	83	35	16	12071	68	360	785	557	14	125	4512	911	1946	
163920	464	977	581	334	325	75	35	16	12370	70	366	802	549	11	75	4543	882	1909	
163679	415	968	603	339	307	74	37	14	12654	71	372	783	592	13	106	4584	878	1865	
163364	414	984	621	313	310	73	35	15	12953	74	377	852	637	16	99	4582	878	1872	
163072	435	931	635	316	323	65	37	16	13246	75	382	891	631	13	85	4672	886	1856	
162755	458	955	610	306	307	65	35	13	13561	79	389	894	581	10	100	4750	885	1851	
162444	467	956	602	308	317	65	36	13	13852	80	393	897	675	19	86	4638	866	1885	
162111	494	977	601	293	309	60	39	15	14154	80	400	902	663	16	94	4654	877	1896	
161889	447	932	591	298	311	61	41	17	14463	80	403	861	502	8	62	4588	833	1848	
161660	368	943	588	304	304	54	40	16	14763	83	410	862	523	12	103	4750	868	1733	
161346	386	920	605	318	323	47	39	18	15030	85	416	838	633	6	102	4504	879	1759	
161067	422	874	580	329	328	50	37	16	15322	87	421	842	527	12	87	4584	876	1744	
160723	470	907	558	311	312	50	34	17	15633	89	429	831	226	8	92	4530	880	1762	
160449	452	927	558	286	316	57	30	19	15911	91	437	855	564	10	102	4536	907	1719	
160175	441	919	552	286	319	61	25	21	16197	94	443	849	544	15	66	4508	855	1748	
159940	398	909	556	286	315	63	24	22	16479	95	446	844	666	5	86	4460	843	1708	
159753	342	851	565	273	313	63	31	23	16771	96	452	869	542	12	90	4480	845	1593	
159451	348	861	587	278	289	66	33	22	17035	100	463	854	696	12	101	4458	853	1609	
159166	377	845	591	287	277	66	30	22	17301	104	467	860	250	6	69	4567	837	1636	
158955	361	791	589	281	294	64	31	23	17569	104	471	881	672	12	61	4416	800	1611	
158761	350	755	551	279	272	65	34	20	17863	106	477	866	678	9	81	4361	785	1521	
158576	323	716	546	294	257	65	37	19	18107	107	486	878	664	4	81	4361	793	1445	
158410	291	688	518	281	245	69	35	22	18373	108	493	871	557	4	71	4233	764	1363	
158249	255	654	489	273	248	64	33	25	18635	111	497	827	618	7	71	4076	739	1277	
158088	258	588	501	273	230	62	31	21	18870	112	499	836	508	6	73	4131	749	1194	
157919	260	565	488	251	207	65	32	20	19109	113	504	853	244	8	64	4072	718	1150	
157781	247	532	458	234	212	62	28	20	19333	116	510	858	495	6	64	3943	706	1067	
157654	228	504	438	226	205	62	31	14	19543	116	512	870	656	5	63	3692	682	1012	
157524	210	492	405	216	202	61	31	13	19745	116	518	834	524	4	56	3642	668	949	
157413	199	456	371	197	192	62	30	12	19963	117	521	882	558	4	51	3600	630	877	
157314	180	431	350	184	168	61	33	13	20152	118	529	889	514	5	47	3390	589	818	
157187	169	430	335	180	163	58	37	12	20306	119	537	869	300	1	49	3239	561	811	
157064	178	407	308	168	168	54	34	15	20474	119	544	860	508	3	44	3082	525	792	
156940	179	397	284	167	162	52	33	13	20635	120	551	875	582	5	46	2982	495	779	
156812	177	390	284	164	151	48	30	15	20784	122	556	914	522	4	49	2853	473	771	
156682	177	391	272	153	144	52	24	18	20934	124	562	920	524	0	42	2718	439	774	
156592	175	348	276	163	135	49	29	15	21063	124	564	930	515	7	37	2584	416	759	
156493	167	345	269	146	116	49	30	14	21212	124	568	916	526	6	54	2471	406	716	
156390	165	324	258	139	117	49	30	13	21353	126	569	906	643	6	38	2330	387	695	
156285	173	306	248	117	115	48	26	17	21492	129	577	873	529	3	43	2283	374	659	
156182	173	299	237	113	108	47	25	13	21618	130	588	850	529	3	33	2219	361	641	
156074	170	306	233	106	100	47	24	16	21731	130	596	832	244	0	28	2084	351	635	
155971	176	301	225	112	97	44	22	15	21838	131	601	865	496	4	23	2030	330	647	
155903	161	286	219	115	105	44	21	13	21927	132	607	822	218	2	23	1888	315	636	
155810	147	289	225	119	99	42	19	11	22025	135	612	873	541	5	34	1820	314	626	
155709	150	285	215	111	97	41	19	11	22140	137	618	864	652	3	37	1749	308	610	
155615	130	307	216	100	95	32	18	12	22248	138	622	847	546	4	29	1662	294	604	
155500	134	306	195	105	109	31	19	10	22355	138	631	852	522	5	32	1550	279	620	
155399	134	307	182	92	114	27	20	8	22478	139	633	863	507	2	37	1531	284	592	
155302	149	291	180	87	118	26	19	8	22580	139	634	850	469	1	33	1471	267	603	
155234	139	280	176	92	114	31	18	7	22663	141	638	852	500	3	32	1479	271	579	
155188	116	255	173	88	105	26	19	7	22772	142	642	843	545	4	26	1491	249	533	
155090	117	277	171	80	102	21	18	7	22859	144	647	831	324	1	38	1582	270	516	
155018	117	250	172	83	92	22	15	7	22958	146	653	825	501	1	30	1615	252	499	
154945	99	272	168	83	95	23	15	8	23023	147	655	857	538	2	28	1553	259	496	
154862	109	265	169	84	90	23	13	9	23104	147	658	834	206	1	25	1486	248	505	
154792	95	255	169	80	92	21	13	8	23197	147	664	858	532	3	19	1472	228	497	
154727	95	230	169	88	88	20	12	8	23275	148	673	833	574	3	23	1432	237	465	
154653	100	214	162	101	82	18	15	8	23352	148	680	832	545	4	29	1377	243	449	
154571	102	223	160	100	71	14	15	8	23438	148	683	848	210	2	25	1345	234	451	
154497	106	222	151	98	67	16	14	7	23520	148	687	879	551	4	18	1269	218	456	
154429	100	220	146	95	71	17	12	8	23595	149	691	853	497	1	34	1277	234	427	
154360	92	233	143	93	66	14	13	8	23665	149	697	857	539	3	24	1194	214	440	
154288	100	218	139	95	69	13	12	7	23740	149	703	887	535	2	23	1174	207	439	
154237	96	190	134	85	72	14	14	7	23824	149	711	869	475	3	24	1142	199	406	
154177	84	198	129	78	72	13	15	6	23898	149	714	824	503	1	25	1152	200	389	
154117	82	190	130	73	73	12	15	7	23966	150	718	849	556	2	26	1173	210	365	
